Gene stable ID	Oryza glaberrima gene stable ID	% identity	Oryza glaberrima % identity	Orthology confidence [0 low, 1 high]
OS09G0284800	ORGLA09G0029900	85	88	0
OS09G0286300	ORGLA09G0030100	96	89	1
OS09G0286400	ORGLA09G0030200	83	81	0
OS09G0286600	ORGLA09G0030300	90	90	0
OS09G0287000	ORGLA09G0030400	88	87	0
OS09G0287300	ORGLA09G0030500	99	100	1
OS09G0287500	ORGLA09G0030600	99	99	1
OS09G0290900	ORGLA01G0284500	55	8	0
OS09G0290900	ORGLA02G0126300	55	8	0
OS09G0290900	ORGLA02G0352100	71	16	0
OS09G0290900	ORGLA05G0070300	27	14	0
OS09G0290900	ORGLA07G0235700	71	12	0
OS09G0290900	ORGLA08G0028600	55	8	0
OS09G0290900	ORGLA08G0035400	46	7	0
OS09G0290900	ORGLA09G0179400	71	14	0
OS09G0292400	ORGLA05G0188900	91	55	1
OS09G0292400	ORGLA07G0221200	91	55	1
OS09G0292900	ORGLA09G0032100	98	98	1
OS09G0293400	ORGLA09G0032300	100	100	1
OS09G0293500	ORGLA09G0032400	100	100	1
OS09G0293900	ORGLA09G0032600	99	99	1
OS09G0294000	ORGLA09G0032700	100	100	1
OS09G0294300	ORGLA09G0032900	100	100	1
OS09G0295000	ORGLA09G0175100	94	94	1
OS09G0295300	ORGLA06G0284800	47	59	1
OS09G0296400	ORGLA09G0033100	98	98	1
OS09G0296500	ORGLA09G0033200	94	92	0
OS09G0296700	ORGLA09G0033300	99	99	1
OS09G0296800	ORGLA09G0033400	100	100	1
OS09G0296900	ORGLA09G0033500	99	99	1
OS09G0297000	ORGLA09G0033600	99	100	1
OS09G0297100	ORGLA09G0033700	100	100	1
OS09G0297300	ORGLA09G0033800	100	100	1
OS09G0297400	ORGLA09G0033900	100	100	1
OS09G0297800	ORGLA09G0034000	99	99	0
OS09G0297900	ORGLA09G0034100	92	100	1
OS09G0298100	ORGLA09G0034300	70	99	0
OS09G0298200	ORGLA09G0034400	98	97	0
OS09G0298400	ORGLA09G0034500	100	100	1
OS09G0298500	ORGLA09G0034600	99	100	1
OS09G0298700	ORGLA09G0034700	100	100	1
OS09G0299000	ORGLA09G0034800	50	22	0
OS09G0299200	ORGLA09G0034900	95	100	1
OS09G0299300	ORGLA09G0035000	98	49	1
OS09G0299400	ORGLA09G0035100	100	100	1
OS09G0299500	ORGLA09G0035200	95	38	1
OS09G0306400	ORGLA03G0189000	99	99	1
OS09G0306500	ORGLA03G0188800	11	4	1
OS09G0307300	ORGLA10G0160800	95	81	0
OS09G0307800	ORGLA10G0160100	98	85	1
OS09G0309100	ORGLA09G0035400	100	100	1
OS09G0309200	ORGLA09G0035500	98	98	1
OS09G0309500	ORGLA09G0035800	98	98	1
OS09G0309600	ORGLA09G0035900	99	100	1
OS09G0309700	ORGLA09G0036000	99	99	1
OS09G0313500	ORGLA09G0036100	95	95	0
OS09G0313600	ORGLA09G0036300	93	92	1
OS09G0314200	ORGLA09G0036400	88	86	1
OS09G0314300	ORGLA09G0036600	100	100	1
OS09G0314333	ORGLA09G0036700	100	100	1
OS09G0314400	ORGLA09G0036800	88	100	1
OS09G0314500	ORGLA09G0036900	86	94	1
OS09G0314800	ORGLA03G0226800	78	44	1
OS09G0314900	ORGLA03G0226900	91	46	0
OS09G0315200	ORGLA08G0096300	59	90	1
OS09G0315700	ORGLA09G0037200	100	100	1
OS09G0315800	ORGLA09G0037300	100	100	0
OS09G0316000	ORGLA09G0037400	85	100	0
OS09G0317700	ORGLA09G0037600	94	94	1
OS09G0318600	ORGLA09G0037900	99	99	1
OS09G0319701	ORGLA09G0038100	92	92	1
OS09G0319800	ORGLA09G0038000	83	89	0
OS09G0321200	ORGLA09G0038900	97	93	1
OS09G0322500	ORGLA12G0081900	34	39	0
OS09G0322800	ORGLA09G0039100	88	66	1
OS09G0322900	ORGLA09G0039200	63	77	1
OS09G0323000	ORGLA09G0039300	98	98	1
OS09G0323100	ORGLA09G0039400	100	100	1
OS09G0323500	ORGLA09G0039600	100	100	0
OS09G0323700	ORGLA09G0039800	95	81	0
OS09G0324000	ORGLA09G0039900	94	94	1
OS09G0324200	ORGLA09G0040000	76	78	0
OS09G0324300	ORGLA09G0040200	97	96	1
OS09G0324400	ORGLA09G0040300	97	96	0
OS09G0325140	ORGLA08G0225500	30	31	0
OS09G0325700	ORGLA09G0040600	97	96	0
OS09G0326100	ORGLA09G0040800	97	97	1
OS09G0326800	ORGLA09G0041200	99	99	1
OS09G0326850	ORGLA09G0041300	89	44	0
OS09G0326900	ORGLA09G0041400	99	99	1
OS09G0327000	ORGLA09G0041500	86	55	0
OS09G0327100	ORGLA09G0041600	100	100	1
OS09G0327200	ORGLA09G0041700	99	99	1
OS09G0327300	ORGLA09G0041800	98	99	1
OS09G0327400	ORGLA09G0041900	99	99	1
OS09G0327500	ORGLA09G0042000	90	99	1
OS09G0327550	ORGLA09G0042100	99	99	1
OS09G0327800	ORGLA09G0042300	34	24	0
OS09G0328066	ORGLA09G0042300	22	16	0
OS09G0329000	ORGLA09G0042400	94	94	0
OS09G0329200	ORGLA09G0042500	99	99	1
OS09G0330000	ORGLA09G0042800	31	72	0
OS09G0330200	ORGLA09G0042900	100	100	1
OS09G0330700	ORGLA09G0043000	97	97	0
OS09G0332300	ORGLA09G0067200	13	81	0
OS09G0333000	ORGLA09G0067200	13	82	0
OS09G0333500	ORGLA09G0067200	30	75	0
OS09G0333600	ORGLA09G0043500	84	84	1
OS09G0334900	ORGLA09G0043700	78	62	1
OS09G0337300	ORGLA09G0044600	99	99	1
OS09G0337500	ORGLA09G0044800	77	37	0
OS09G0338200	ORGLA09G0045300	82	84	1
OS09G0338400	ORGLA09G0045400	99	99	1
OS09G0338500	ORGLA09G0045500	100	100	1
OS09G0339000	ORGLA09G0045600	92	91	1
OS09G0339800	ORGLA09G0045800	49	85	0
OS09G0340400	ORGLA09G0045900	89	100	1
OS09G0341100	ORGLA09G0046300	52	89	1
OS09G0341500	ORGLA09G0046700	89	92	0
OS09G0341600	ORGLA09G0046800	90	94	0
OS09G0341901	ORGLA09G0046900	64	43	1
OS09G0342000	ORGLA09G0047000	92	92	0
OS09G0343200	ORGLA09G0046500	30	57	0
OS09G0343200	ORGLA09G0046600	19	36	0
OS09G0344400	ORGLA09G0047100	85	89	0
OS09G0344500	ORGLA09G0047200	95	96	0
OS09G0344700	ORGLA09G0047300	96	96	1
OS09G0344800	ORGLA09G0047400	89	90	1
OS09G0344900	ORGLA09G0047500	99	97	1
OS09G0345000	ORGLA09G0047600	100	100	1
OS09G0345400	ORGLA09G0047800	49	96	0
OS09G0345500	ORGLA09G0047900	96	96	1
OS09G0345700	ORGLA09G0048100	100	100	1
OS09G0346400	ORGLA09G0048200	99	99	1
OS09G0346500	ORGLA09G0048300	100	100	1
OS09G0346600	ORGLA09G0048400	98	98	0
OS09G0346700	ORGLA09G0048500	100	100	1
OS09G0346900	ORGLA09G0048600	100	100	1
OS09G0347300	ORGLA09G0049000	99	99	1
OS09G0347500	ORGLA09G0049200	79	66	0
OS09G0347800	ORGLA09G0049700	55	74	0
OS09G0347900	ORGLA09G0049800	65	47	0
OS09G0348600	ORGLA09G0049400	94	74	1
OS09G0350900	ORGLA09G0050400	97	97	1
OS09G0351700	ORGLA09G0050500	92	61	1
OS09G0351900	ORGLA09G0050600	64	27	1
OS09G0352400	ORGLA09G0050900	98	99	0
OS09G0353400	ORGLA09G0051100	77	43	0
OS09G0354300	ORGLA09G0051200	71	41	1
OS09G0355400	ORGLA09G0051900	68	70	0
OS09G0356000	ORGLA09G0051700	91	96	1
OS09G0356800	ORGLA09G0052100	69	92	0
OS09G0357400	ORGLA09G0052000	74	93	0
OS09G0358000	ORGLA09G0049900	53	22	0
OS09G0358100	ORGLA09G0052200	93	80	1
OS09G0358500	ORGLA04G0168100	89	88	1
OS09G0358500	ORGLA10G0168400	89	88	1
OS09G0359700	ORGLA09G0052700	88	93	0
OS09G0360900	ORGLA09G0052800	72	38	0
OS09G0361100	ORGLA09G0052900	100	75	1
OS09G0361200	ORGLA09G0053100	100	87	1
OS09G0361300	ORGLA09G0053200	99	98	0
OS09G0361500	ORGLA09G0053400	46	45	0
OS09G0361700	ORGLA09G0053500	100	100	1
OS09G0362500	ORGLA09G0053700	99	98	1
OS09G0362800	ORGLA09G0053800	2	1	0
OS09G0362800	ORGLA09G0053900	98	97	0
OS09G0362900	ORGLA09G0054000	99	99	1
OS09G0363100	ORGLA09G0054200	99	99	1
OS09G0363200	ORGLA06G0285200	56	92	1
OS09G0363200	ORGLA11G0200600	59	90	1
OS09G0363400	ORGLA09G0054300	72	31	1
OS09G0363500	ORGLA09G0054400	98	98	1
OS09G0363600	ORGLA09G0054500	99	99	1
OS09G0363700	ORGLA09G0054600	99	99	1
OS09G0363800	ORGLA09G0054700	77	91	1
OS09G0363900	ORGLA09G0054800	100	100	1
OS09G0364000	ORGLA09G0054900	100	100	1
OS09G0364100	ORGLA09G0055000	100	75	1
OS09G0364400	ORGLA09G0055700	99	99	1
OS09G0364500	ORGLA09G0055800	99	99	1
OS09G0364800	ORGLA09G0055900	75	53	1
OS09G0364900	ORGLA09G0056000	100	100	0
OS09G0365000	ORGLA09G0056100	45	82	1
OS09G0365300	ORGLA09G0056200	97	98	0
OS09G0365900	ORGLA09G0056500	99	97	1
OS09G0366800	ORGLA09G0056700	81	86	0
OS09G0367700	ORGLA09G0056900	97	99	1
OS09G0367900	ORGLA09G0057000	91	94	1
OS09G0369400	ORGLA09G0057300	98	85	0
OS09G0369500	ORGLA09G0057400	84	83	1
OS09G0370000	ORGLA09G0057600	99	98	1
OS09G0370200	ORGLA09G0057700	100	100	1
OS09G0370300	ORGLA09G0057800	97	98	0
OS09G0370500	ORGLA09G0058000	70	90	1
OS09G0371000	ORGLA09G0058200	20	75	0
OS09G0371000	ORGLA09G0058300	76	93	0
OS09G0371200	ORGLA09G0058400	93	98	1
OS09G0371300	ORGLA09G0058500	48	54	1
OS09G0371700	ORGLA09G0058800	100	32	0
OS09G0371800	ORGLA05G0101000	7	2	0
OS09G0372400	ORGLA09G0059000	66	100	1
OS09G0372800	ORGLA09G0059300	100	100	1
OS09G0372900	ORGLA09G0059400	100	100	1
OS09G0373000	ORGLA09G0059500	100	100	1
OS09G0374900	ORGLA09G0060000	89	94	1
OS09G0375000	ORGLA09G0060100	73	97	0
OS09G0375300	ORGLA09G0060300	91	91	0
OS09G0375500	ORGLA09G0060400	90	97	1
OS09G0375600	ORGLA09G0060500	100	58	1
OS09G0375900	ORGLA09G0060600	92	88	0
OS09G0376000	ORGLA09G0060700	93	37	0
OS09G0376600	ORGLA10G0070500	11	60	0
OS09G0376800	ORGLA09G0060800	100	60	1
OS09G0376900	ORGLA09G0060900	99	100	1
OS09G0378300	ORGLA09G0062000	99	99	1
OS09G0378700	ORGLA09G0062100	95	94	1
OS09G0379900	ORGLA09G0062200	100	100	1
OS09G0380000	ORGLA09G0062400	78	17	0
OS09G0380200	ORGLA09G0062600	100	69	0
OS09G0380300	ORGLA09G0062700	80	44	1
OS09G0380501	ORGLA09G0062900	60	42	1
OS09G0380600	ORGLA09G0063000	98	98	0
OS09G0381100	ORGLA09G0063300	100	100	1
OS09G0381400	ORGLA09G0063500	99	99	1
OS09G0381600	ORGLA09G0063600	96	96	1
OS09G0381800	ORGLA09G0063700	99	99	1
OS09G0382300	ORGLA09G0063800	97	100	1
OS09G0382400	ORGLA09G0063900	98	98	1
OS09G0382500	ORGLA09G0064000	99	99	1
OS09G0383400	ORGLA09G0064500	98	84	0
OS09G0384900	ORGLA09G0064800	94	94	1
OS09G0386200	ORGLA09G0069400	90	89	1
OS09G0386400	ORGLA09G0065300	16	93	1
OS09G0386600	ORGLA09G0065400	100	57	0
OS09G0387000	ORGLA09G0065800	44	5	1
OS09G0387150	ORGLA09G0065600	0	1	1
OS09G0387150	ORGLA09G0065700	31	57	1
OS09G0387800	ORGLA09G0065900	98	98	1
OS09G0388400	ORGLA08G0199500	89	89	1
OS09G0388400	ORGLA09G0066300	99	96	1
OS09G0390400	ORGLA08G0087400	26	24	0
OS09G0392000	ORGLA09G0067300	95	94	1
OS09G0392100	ORGLA09G0067400	95	93	0
OS09G0392700	ORGLA03G0161700	86	71	0
OS09G0394600	ORGLA09G0067900	100	100	1
OS09G0394700	ORGLA09G0068000	70	93	1
OS09G0394900	ORGLA09G0068100	100	100	1
OS09G0395300	ORGLA09G0068300	62	44	0
OS09G0395600	ORGLA09G0068400	85	56	1
OS09G0396300	ORGLA09G0068500	100	100	1
OS09G0396900	ORGLA09G0068700	100	67	1
OS09G0397100	ORGLA09G0069000	98	93	1
OS09G0397200	ORGLA09G0069100	98	99	1
OS09G0397300	ORGLA09G0069200	99	97	0
OS09G0397400	ORGLA09G0069500	100	100	1
OS09G0397700	ORGLA09G0069600	100	100	1
OS09G0397900	ORGLA09G0069700	100	100	1
OS09G0398300	ORGLA09G0069800	99	99	1
OS09G0399800	ORGLA09G0070800	100	100	0
OS09G0400000	ORGLA09G0070900	91	90	0
OS09G0400300	ORGLA09G0071000	99	78	1
OS09G0400400	ORGLA09G0071100	99	99	1
OS09G0400500	ORGLA09G0071200	100	100	1
OS09G0400700	ORGLA09G0071300	89	56	1
OS09G0401000	ORGLA09G0071400	94	95	1
OS09G0401600	ORGLA03G0251000	77	88	0
OS09G0401900	ORGLA09G0071500	100	100	1
OS09G0402001	ORGLA09G0071600	95	95	1
OS09G0402100	ORGLA09G0071700	75	67	1
OS09G0402300	ORGLA09G0071800	100	19	1
OS09G0403000	ORGLA09G0072100	95	95	1
OS09G0403300	ORGLA09G0072200	45	49	0
OS09G0404300	ORGLA09G0178800	81	98	1
OS09G0404400	ORGLA09G0178800	81	98	1
OS09G0404500	ORGLA09G0178800	81	98	1
OS09G0404600	ORGLA09G0178800	81	98	1
OS09G0404700	ORGLA09G0178800	81	98	1
OS09G0404800	ORGLA09G0178800	81	98	1
OS09G0405001	ORGLA09G0178800	81	98	1
OS09G0405200	ORGLA09G0178700	81	99	1
OS09G0405300	ORGLA09G0178700	81	99	1
OS09G0405400	ORGLA09G0178700	81	98	1
OS09G0405500	ORGLA09G0178700	81	99	1
OS09G0405600	ORGLA09G0178700	81	99	1
OS09G0405900	ORGLA09G0178700	81	99	1
OS09G0406000	ORGLA09G0178700	81	99	1
OS09G0406100	ORGLA09G0178700	81	99	1
OS09G0406200	ORGLA09G0178800	81	98	1
OS09G0406300	ORGLA09G0178800	81	98	1
OS09G0406400	ORGLA09G0178700	81	99	1
OS09G0406500	ORGLA09G0178700	81	99	1
OS09G0407050	ORGLA09G0072900	95	87	0
OS09G0407200	ORGLA09G0073100	71	97	1
OS09G0407300	ORGLA09G0073200	99	99	1
OS09G0407600	ORGLA09G0073300	78	43	1
OS09G0407700	ORGLA09G0073400	100	100	1
OS09G0407800	ORGLA09G0073500	90	90	0
OS09G0407900	ORGLA09G0073600	96	97	1
OS09G0407950	ORGLA09G0073700	0	1	1
OS09G0408000	ORGLA09G0073700	86	100	1
OS09G0408300	ORGLA09G0073800	81	28	0
OS09G0408300	ORGLA10G0079700	81	27	0
OS09G0408550	ORGLA09G0073900	92	23	1
OS09G0408600	ORGLA09G0074000	98	98	1
OS09G0408900	ORGLA09G0074100	69	69	0
OS09G0409000	ORGLA09G0074200	99	100	1
OS09G0409100	ORGLA09G0074300	100	100	1
OS09G0409950	ORGLA09G0074400	90	11	0
OS09G0410125	ORGLA09G0074400	95	20	0
OS09G0410300	ORGLA09G0074400	99	15	0
OS09G0411600	ORGLA01G0090800	29	31	0
OS09G0411600	ORGLA07G0228000	29	31	0
OS09G0412400	ORGLA09G0075000	84	80	0
OS09G0412900	ORGLA09G0133800	98	98	1
OS09G0414500	ORGLA09G0074500	98	98	1
OS09G0414500	ORGLA09G0181700	98	98	1
OS09G0414900	ORGLA09G0074700	100	100	0
OS09G0414900	ORGLA09G0180500	100	100	0
OS09G0415050	ORGLA09G0074900	99	99	1
OS09G0415300	ORGLA09G0075100	97	97	1
OS09G0415700	ORGLA09G0075200	99	100	1
OS09G0415800	ORGLA09G0075300	100	94	1
OS09G0416200	ORGLA09G0075400	100	100	1
OS09G0416500	ORGLA09G0075600	85	81	1
OS09G0416600	ORGLA09G0075700	97	97	0
OS09G0416700	ORGLA09G0075800	100	100	1
OS09G0416800	ORGLA09G0075900	100	100	1
OS09G0416900	ORGLA09G0076000	99	100	0
OS09G0417500	ORGLA09G0076300	92	92	1
OS09G0417600	ORGLA09G0076400	89	89	0
OS09G0417800	ORGLA09G0076500	99	99	1
OS09G0418000	ORGLA09G0076600	100	100	1
OS09G0418500	ORGLA09G0076700	45	90	1
OS09G0419200	ORGLA09G0076800	98	98	0
OS09G0419500	ORGLA09G0077000	100	100	1
OS09G0419600	ORGLA09G0077100	81	22	1
OS09G0420000	ORGLA09G0077200	96	91	1
OS09G0420100	ORGLA09G0077400	78	92	0
OS09G0420200	ORGLA09G0077500	86	77	1
OS09G0420300	ORGLA09G0077600	82	79	0
OS09G0420600	ORGLA09G0077700	93	100	1
OS09G0420700	ORGLA09G0077800	100	100	1
OS09G0420800	ORGLA06G0191700	99	99	1
OS09G0420900	ORGLA09G0078000	100	100	1
OS09G0421100	ORGLA09G0078100	91	73	0
OS09G0421300	ORGLA09G0078300	99	99	1
OS09G0421500	ORGLA09G0078400	99	99	1
OS09G0421600	ORGLA09G0078500	87	59	1
OS09G0421700	ORGLA09G0078600	98	98	1
OS09G0421800	ORGLA09G0078700	84	100	1
OS09G0422000	ORGLA09G0078800	100	100	1
OS09G0422500	ORGLA09G0078900	100	100	1
OS09G0422600	ORGLA09G0079000	64	98	1
OS09G0423200	ORGLA09G0079100	97	98	0
OS09G0423300	ORGLA09G0079200	100	100	1
OS09G0423400	ORGLA09G0079300	100	100	1
OS09G0423500	ORGLA09G0079400	98	98	0
OS09G0423600	ORGLA09G0079500	100	100	1
OS09G0423700	ORGLA09G0079600	99	99	1
OS09G0423800	ORGLA09G0079700	93	90	1
OS09G0424200	ORGLA09G0079800	97	97	1
OS09G0424300	ORGLA09G0079900	99	99	1
OS09G0424600	ORGLA09G0080200	100	100	1
OS09G0424701	ORGLA09G0080300	63	21	0
OS09G0425300	ORGLA09G0080400	96	96	1
OS09G0425900	ORGLA09G0080700	95	93	0
OS09G0426000	ORGLA09G0080800	98	99	1
OS09G0426200	ORGLA09G0081000	51	90	1
OS09G0426500	ORGLA09G0081100	99	99	1
OS09G0426800	ORGLA09G0081300	100	100	1
OS09G0427100	ORGLA09G0081600	99	99	1
OS09G0427125	ORGLA09G0081500	88	63	1
OS09G0427800	ORGLA09G0081800	90	90	1
OS09G0428300	ORGLA09G0081900	81	99	1
OS09G0428500	ORGLA09G0082000	5	7	0
OS09G0428750	ORGLA09G0082100	97	97	1
OS09G0428900	ORGLA09G0082200	99	99	1
OS09G0429000	ORGLA09G0082300	100	100	1
OS09G0429100	ORGLA09G0082400	47	65	0
OS09G0429200	ORGLA09G0082500	97	96	1
OS09G0429400	ORGLA09G0082700	99	99	1
OS09G0429500	ORGLA09G0082800	96	99	1
OS09G0429766	ORGLA09G0083000	35	26	0
OS09G0430600	ORGLA09G0083100	99	99	0
OS09G0430701	ORGLA09G0083200	96	89	1
OS09G0431100	ORGLA09G0083500	97	96	1
OS09G0431200	ORGLA09G0083600	98	98	1
OS09G0431300	ORGLA09G0083700	82	97	1
OS09G0431500	ORGLA09G0083800	98	98	1
OS09G0431600	ORGLA09G0083900	84	89	1
OS09G0431900	ORGLA09G0084000	78	78	1
OS09G0432231	ORGLA09G0133500	57	40	0
OS09G0432900	ORGLA09G0084500	96	97	1
OS09G0433000	ORGLA09G0084600	100	100	1
OS09G0433650	ORGLA09G0084900	97	96	1
OS09G0433700	ORGLA09G0085000	100	100	1
OS09G0433800	ORGLA09G0085100	97	97	1
OS09G0433900	ORGLA09G0085200	99	99	1
OS09G0434100	ORGLA09G0085300	95	36	0
OS09G0434200	ORGLA09G0085400	95	100	1
OS09G0434500	ORGLA09G0085500	98	97	1
OS09G0434600	ORGLA09G0085600	77	84	1
OS09G0434900	ORGLA09G0085700	54	54	1
OS09G0435250	ORGLA09G0085800	53	52	1
OS09G0435700	ORGLA09G0086100	78	76	0
OS09G0436300	ORGLA09G0086400	97	96	1
OS09G0436400	ORGLA09G0086500	96	96	0
OS09G0436700	ORGLA09G0086600	100	98	1
OS09G0436900	ORGLA09G0086700	100	100	1
OS09G0437500	ORGLA08G0147600	66	66	0
OS09G0438000	ORGLA09G0086900	100	100	1
OS09G0438100	ORGLA09G0087000	98	98	1
OS09G0438400	ORGLA09G0087100	79	79	1
OS09G0438500	ORGLA09G0087200	39	38	0
OS09G0438700	ORGLA09G0087300	100	100	1
OS09G0439000	ORGLA09G0087400	97	93	1
OS09G0439100	ORGLA09G0087500	2	2	1
OS09G0439200	ORGLA09G0087600	99	99	1
OS09G0439400	ORGLA09G0087700	100	100	1
OS09G0439500	ORGLA09G0087800	100	100	1
OS09G0439600	ORGLA09G0087900	100	100	1
OS09G0439700	ORGLA09G0088000	100	100	0
OS09G0439800	ORGLA09G0088100	100	100	1
OS09G0440000	ORGLA01G0028400	51	17	0
OS09G0440200	ORGLA09G0088300	99	99	1
OS09G0440300	ORGLA09G0088400	100	100	1
OS09G0440300	ORGLA10G0024400	32	92	1
OS09G0440600	ORGLA09G0088500	91	82	1
OS09G0440700	ORGLA09G0088600	100	100	1
OS09G0441000	ORGLA09G0088700	100	100	1
OS09G0441100	ORGLA09G0088800	99	99	1
OS09G0441400	ORGLA09G0089000	100	100	1
OS09G0441600	ORGLA09G0089100	88	57	1
OS09G0441700	ORGLA09G0089200	98	100	1
OS09G0441900	ORGLA09G0089300	100	100	1
OS09G0442100	ORGLA09G0089400	100	100	1
OS09G0442300	ORGLA09G0089500	98	100	1
OS09G0442400	ORGLA09G0089600	100	100	1
OS09G0442600	ORGLA09G0089700	96	85	1
OS09G0442700	ORGLA09G0089800	99	99	1
OS09G0442800	ORGLA09G0089900	99	99	1
OS09G0442900	ORGLA09G0090000	100	100	1
OS09G0443000	ORGLA09G0090100	58	21	1
OS09G0443500	ORGLA09G0090500	72	76	0
OS09G0443700	ORGLA09G0090700	98	49	0
OS09G0443800	ORGLA09G0090700	100	49	0
OS09G0444100	ORGLA09G0090800	58	88	1
OS09G0444200	ORGLA09G0091000	100	100	1
OS09G0444700	ORGLA09G0091100	100	100	1
OS09G0444800	ORGLA09G0091200	99	99	1
OS09G0444900	ORGLA09G0091300	91	100	1
OS09G0445100	ORGLA09G0091400	95	80	1
OS09G0445700	ORGLA09G0084200	40	40	0
OS09G0447000	ORGLA08G0152800	96	24	0
OS09G0447500	ORGLA09G0091600	98	98	1
OS09G0447600	ORGLA09G0091700	34	83	1
OS09G0448100	ORGLA09G0091800	87	93	0
OS09G0448200	ORGLA09G0091900	94	94	1
OS09G0448900	ORGLA09G0092100	91	56	0
OS09G0449000	ORGLA09G0092200	71	11	0
OS09G0449600	ORGLA09G0092500	100	54	1
OS09G0449650	ORGLA09G0092600	100	100	1
OS09G0449800	ORGLA09G0092800	90	99	1
OS09G0450200	ORGLA09G0092900	99	82	1
OS09G0450300	ORGLA09G0093000	99	99	1
OS09G0450600	ORGLA09G0093400	73	93	1
OS09G0450700	ORGLA02G0123300	8	6	0
OS09G0450700	ORGLA06G0122100	8	6	0
OS09G0450700	ORGLA06G0175100	8	6	0
OS09G0451000	ORGLA09G0093600	25	60	0
OS09G0451400	ORGLA09G0093600	24	58	0
OS09G0451500	ORGLA09G0093700	100	100	1
OS09G0451700	ORGLA09G0093800	76	31	1
OS09G0451800	ORGLA09G0093900	100	100	1
OS09G0452200	ORGLA09G0094100	100	100	1
OS09G0452300	ORGLA09G0094200	100	84	1
OS09G0452400	ORGLA09G0094300	100	100	1
OS09G0452700	ORGLA09G0094400	99	99	1
OS09G0452800	ORGLA09G0094500	100	100	1
OS09G0452900	ORGLA09G0094600	100	100	1
OS09G0453000	ORGLA09G0094700	100	100	1
OS09G0453100	ORGLA12G0064200	95	83	1
OS09G0453200	ORGLA09G0094800	100	81	1
OS09G0453300	ORGLA09G0094900	100	100	1
OS09G0453400	ORGLA09G0095000	100	100	1
OS09G0453500	ORGLA09G0095100	100	99	1
OS09G0453700	ORGLA09G0095200	100	25	1
OS09G0453800	ORGLA09G0095300	100	100	1
OS09G0453900	ORGLA09G0095400	97	96	1
OS09G0454100	ORGLA09G0095500	100	100	1
OS09G0454200	ORGLA09G0095600	97	98	1
OS09G0454300	ORGLA09G0095700	100	99	1
OS09G0454500	ORGLA09G0095900	96	96	1
OS09G0454600	ORGLA09G0096000	100	100	1
OS09G0454900	ORGLA09G0096200	100	100	1
OS09G0455200	ORGLA09G0096400	100	100	1
OS09G0455300	ORGLA09G0096500	100	100	1
OS09G0455400	ORGLA09G0096600	100	15	0
OS09G0455500	ORGLA09G0096700	99	99	1
OS09G0455900	ORGLA09G0096900	99	99	1
OS09G0456100	ORGLA09G0097100	99	99	1
OS09G0456200	ORGLA09G0097200	100	100	0
OS09G0456700	ORGLA09G0097400	99	99	0
OS09G0456800	ORGLA09G0097500	99	99	1
OS09G0457100	ORGLA09G0097600	99	99	1
OS09G0457400	ORGLA09G0097700	100	100	1
OS09G0457600	ORGLA09G0097800	100	100	1
OS09G0457800	ORGLA09G0097900	99	99	1
OS09G0457900	ORGLA09G0098000	100	100	1
OS09G0458000	ORGLA09G0098100	97	99	1
OS09G0458100	ORGLA09G0098200	100	100	1
OS09G0458200	ORGLA09G0098300	88	100	1
OS09G0458300	ORGLA09G0098500	100	100	1
OS09G0458400	ORGLA09G0098600	100	100	1
OS09G0458700	ORGLA09G0098700	99	99	1
OS09G0458800	ORGLA09G0098800	100	100	1
OS09G0458900	ORGLA09G0098900	100	100	1
OS09G0459200	ORGLA09G0099000	97	97	0
OS09G0459500	ORGLA09G0099200	98	30	1
OS09G0459600	ORGLA09G0099300	99	98	1
OS09G0459800	ORGLA09G0099400	100	100	1
OS09G0460000	ORGLA09G0099600	99	99	1
OS09G0460100	ORGLA09G0099700	99	98	1
OS09G0461500	ORGLA09G0099800	100	100	1
OS09G0461700	ORGLA09G0100100	99	99	1
OS09G0461900	ORGLA09G0100200	99	99	0
OS09G0462100	ORGLA09G0100300	100	100	1
OS09G0462200	ORGLA09G0100400	96	100	1
OS09G0463700	ORGLA08G0156900	49	47	0
OS09G0465400	ORGLA08G0157800	59	72	0
OS09G0466400	ORGLA09G0100600	100	100	1
OS09G0466800	ORGLA09G0100700	100	100	1
OS09G0466900	ORGLA09G0100800	100	100	1
OS09G0467100	ORGLA09G0100900	99	99	1
OS09G0467200	ORGLA09G0101000	100	100	1
OS09G0467300	ORGLA09G0101100	95	96	1
OS09G0467400	ORGLA09G0101200	100	98	1
OS09G0467700	ORGLA09G0101300	95	94	1
OS09G0468000	ORGLA09G0101400	97	97	0
OS09G0468150	ORGLA09G0101500	100	100	1
OS09G0468300	ORGLA09G0101600	99	98	0
OS09G0468600	ORGLA09G0101700	93	99	1
OS09G0468700	ORGLA09G0101900	97	95	1
OS09G0468800	ORGLA09G0102000	59	64	0
OS09G0468900	ORGLA09G0102100	99	85	1
OS09G0469300	ORGLA09G0102200	100	100	0
OS09G0469400	ORGLA09G0102300	97	42	1
OS09G0469900	ORGLA09G0102400	99	99	1
OS09G0469950	ORGLA09G0102500	93	48	1
OS09G0470000	ORGLA09G0102500	100	18	1
OS09G0470500	ORGLA09G0102600	71	71	0
OS09G0470900	ORGLA09G0102700	98	98	1
OS09G0471000	ORGLA09G0102800	86	61	1
OS09G0471100	ORGLA09G0102900	100	100	1
OS09G0471200	ORGLA09G0103000	99	91	1
OS09G0471900	ORGLA09G0103700	100	100	1
