Gene stable ID	Oryza glumaepatula gene stable ID	% identity	Oryza glumaepatula % identity	Orthology confidence [0 low, 1 high]
OS11G0529100	OGLUM11G14990	1	0	1
OS11G0529500	OGLUM11G15010	99	99	1
OS11G0529800	OGLUM11G15020	99	99	1
OS11G0530600	OGLUM11G15080	100	100	1
OS11G0531300	OGLUM11G15120	99	99	1
OS11G0531700	OGLUM11G15140	97	97	1
OS11G0532000	OGLUM11G15150	99	99	1
OS11G0532000	OGLUM11G15230	99	99	1
OS11G0532600	OGLUM11G15200	96	92	1
OS11G0532751	OGLUM11G15210	56	97	1
OS11G0532900	OGLUM11G15150	99	99	1
OS11G0532900	OGLUM11G15230	99	99	1
OS11G0533400	OGLUM11G15260	99	100	1
OS11G0533500	OGLUM11G15270	74	100	1
OS11G0533600	OGLUM11G15290	15	9	0
OS11G0533800	OGLUM11G15300	90	69	1
OS11G0534100	OGLUM11G15320	31	78	1
OS11G0534300	OGLUM11G15330	86	85	1
OS11G0534500	OGLUM10G11040	28	63	0
OS11G0535525	OGLUM11G15350	99	99	1
OS11G0536800	OGLUM11G15400	91	98	1
OS11G0537300	OGLUM11G15410	99	84	1
OS11G0537900	OGLUM11G15430	91	95	1
OS11G0538400	OGLUM11G15500	77	91	1
OS11G0538900	OGLUM11G15530	95	100	1
OS11G0539000	OGLUM11G15540	83	84	1
OS11G0539200	OGLUM11G15550	96	95	1
OS11G0539500	OGLUM11G15560	85	94	1
OS11G0539600	OGLUM11G15570	81	82	1
OS11G0539700	OGLUM11G15580	86	57	0
OS11G0540600	OGLUM11G15620	77	77	0
OS11G0540800	OGLUM11G15610	36	51	0
OS11G0540900	OGLUM11G15660	35	49	0
OS11G0541200	OGLUM11G15600	57	58	1
OS11G0541600	OGLUM11G15680	54	92	1
OS11G0543100	OGLUM11G15750	79	75	1
OS11G0543300	OGLUM12G13670	15	41	1
OS11G0543500	OGLUM11G15800	91	89	1
OS11G0543800	OGLUM11G15810	99	8	0
OS11G0544000	OGLUM11G15820	89	78	1
OS11G0544100	OGLUM11G15830	82	95	1
OS11G0544200	OGLUM11G15840	96	59	1
OS11G0544300	OGLUM11G15850	96	93	1
OS11G0544500	OGLUM11G15880	56	86	0
OS11G0544600	OGLUM11G15890	99	85	1
OS11G0544700	OGLUM11G15900	100	100	1
OS11G0544800	OGLUM11G15910	98	99	1
OS11G0544900	OGLUM11G15310	32	56	1
OS11G0545000	OGLUM11G15920	94	98	1
OS11G0545600	OGLUM11G15940	94	72	0
OS11G0545700	OGLUM11G15950	96	52	0
OS11G0545800	OGLUM11G15960	84	87	1
OS11G0546100	OGLUM11G15990	100	100	1
OS11G0546200	OGLUM11G16000	99	99	1
OS11G0546300	OGLUM11G16010	97	91	1
OS11G0546500	OGLUM11G16020	98	98	1
OS11G0546600	OGLUM11G16030	99	99	1
OS11G0546900	OGLUM11G16040	100	100	1
OS11G0547000	OGLUM11G16050	96	95	1
OS11G0548600	OGLUM11G16060	49	53	1
OS11G0549300	OGLUM11G16070	46	71	0
OS11G0549537	OGLUM11G16080	88	63	0
OS11G0549605	OGLUM11G16090	89	82	1
OS11G0549610	OGLUM11G16100	95	62	1
OS11G0549615	OGLUM11G16110	84	69	0
OS11G0549620	OGLUM11G16120	94	94	1
OS11G0549635	OGLUM11G16150	75	95	1
OS11G0549650	OGLUM11G16160	64	70	1
OS11G0549670	OGLUM03G13830	29	36	0
OS11G0549695	OGLUM11G16170	87	70	1
OS11G0549700	OGLUM11G16180	100	87	1
OS11G0549900	OGLUM11G16190	96	97	0
OS11G0550100	OGLUM11G16200	83	33	1
OS11G0550900	OGLUM11G16250	65	53	0
OS11G0551800	OGLUM11G16290	95	70	1
OS11G0552000	OGLUM11G16310	94	64	1
OS11G0552100	OGLUM11G16320	99	97	1
OS11G0552500	OGLUM11G16340	91	92	1
OS11G0552600	OGLUM11G16350	99	57	1
OS11G0555300	OGLUM11G16440	91	94	0
OS11G0555600	OGLUM11G16450	81	46	1
OS11G0556400	OGLUM11G16460	69	27	1
OS11G0557000	OGLUM11G16480	100	100	1
OS11G0557400	OGLUM11G16490	99	29	1
OS11G0557500	OGLUM11G16500	99	98	1
OS11G0557700	OGLUM11G16510	90	99	1
OS11G0557800	OGLUM11G16520	95	95	1
OS11G0557900	OGLUM11G16530	99	99	1
OS11G0558200	OGLUM11G16540	86	89	0
OS11G0558300	OGLUM11G16550	97	97	1
OS11G0558400	OGLUM11G16560	94	97	1
OS11G0558566	OGLUM09G04950	21	21	0
OS11G0560900	OGLUM11G16800	55	25	1
OS11G0564900	OGLUM11G16780	77	97	1
OS11G0565400	OGLUM11G16840	48	16	0
OS11G0565920	OGLUM11G16850	91	98	1
OS11G0566800	OGLUM11G16870	98	98	1
OS11G0567800	OGLUM11G16620	47	3	0
OS11G0567800	OGLUM11G16820	38	3	0
OS11G0567800	OGLUM11G16890	68	4	0
OS11G0568300	OGLUM11G16900	96	96	1
OS11G0568500	OGLUM11G16910	99	99	1
OS11G0568600	OGLUM11G16920	98	98	0
OS11G0568633	OGLUM12G17790	98	39	1
OS11G0568700	OGLUM11G16930	97	93	0
OS11G0568800	OGLUM06G09460	19	53	0
OS11G0568800	OGLUM11G16940	62	32	0
OS11G0569300	OGLUM11G16950	59	61	0
OS11G0569300	OGLUM12G17210	58	59	0
OS11G0569600	OGLUM11G16960	83	93	1
OS11G0569800	OGLUM06G20690	32	43	0
OS11G0569800	OGLUM10G00850	9	38	0
OS11G0570000	OGLUM06G09460	30	50	0
OS11G0570000	OGLUM11G16940	50	15	0
OS11G0571900	OGLUM11G16980	97	97	1
OS11G0572100	OGLUM11G17000	91	83	1
OS11G0572200	OGLUM11G17010	94	67	1
OS11G0572301	OGLUM11G17020	98	98	0
OS11G0572400	OGLUM11G17030	99	94	1
OS11G0572500	OGLUM11G17040	95	38	1
OS11G0572700	OGLUM11G17050	84	64	0
OS11G0572800	OGLUM11G17060	86	85	1
OS11G0572900	OGLUM11G17330	55	16	0
OS11G0573200	OGLUM11G17100	78	39	0
OS11G0573350	OGLUM11G17200	26	20	0
OS11G0573800	OGLUM11G17120	18	48	1
OS11G0574400	OGLUM11G17150	72	85	1
OS11G0574500	OGLUM11G17160	99	59	1
OS11G0574725	OGLUM11G17160	100	28	1
OS11G0575200	OGLUM11G17210	0	0	0
OS11G0575500	OGLUM11G17230	67	60	1
OS11G0575600	OGLUM11G17250	79	99	1
OS11G0575900	OGLUM11G17240	94	27	1
OS11G0576100	OGLUM11G17260	98	98	1
OS11G0576400	OGLUM11G17280	70	81	1
OS11G0577300	OGLUM11G17330	74	21	0
OS11G0577350	OGLUM11G17330	96	15	0
OS11G0577650	OGLUM02G14790	20	70	1
OS11G0577700	OGLUM11G17340	67	24	1
OS11G0577800	OGLUM11G17350	62	64	1
OS11G0578100	OGLUM11G17370	99	99	1
OS11G0578700	OGLUM11G17420	89	41	1
OS11G0579100	OGLUM07G16830	72	57	0
OS11G0579200	OGLUM11G17430	85	21	1
OS11G0579400	OGLUM11G17430	99	46	1
OS11G0579600	OGLUM11G17440	97	95	1
OS11G0579800	OGLUM11G17460	68	97	1
OS11G0579900	OGLUM11G17470	97	98	1
OS11G0580000	OGLUM11G17480	100	75	1
OS11G0580500	OGLUM11G17500	62	62	1
OS11G0580800	OGLUM11G17510	99	98	1
OS11G0581700	OGLUM11G17530	59	46	0
OS11G0581900	OGLUM11G17540	100	89	1
OS11G0582000	OGLUM11G17550	94	94	1
OS11G0582100	OGLUM11G17560	99	99	1
OS11G0582300	OGLUM11G17570	95	99	1
OS11G0582400	OGLUM11G17580	89	95	1
OS11G0582500	OGLUM11G17590	100	100	1
OS11G0582700	OGLUM11G17600	88	85	1
OS11G0583200	OGLUM11G17630	95	95	0
OS11G0583300	OGLUM11G17640	90	33	1
OS11G0585700	OGLUM11G17690	100	100	1
OS11G0585900	OGLUM11G17700	99	96	1
OS11G0586001	OGLUM11G17720	83	42	0
OS11G0586100	OGLUM11G17720	51	16	0
OS11G0586200	OGLUM11G17730	96	95	1
OS11G0586300	OGLUM11G17740	81	70	1
OS11G0586900	OGLUM11G17790	100	69	1
OS11G0587000	OGLUM11G17800	76	89	1
OS11G0587100	OGLUM11G17810	99	94	1
OS11G0587300	OGLUM11G17820	86	97	1
OS11G0587500	OGLUM11G17850	89	55	1
OS11G0588100	OGLUM11G17870	84	93	0
OS11G0588300	OGLUM11G17900	95	95	0
OS11G0588400	OGLUM11G17910	78	75	0
OS11G0588600	OGLUM11G17910	90	26	0
OS11G0590700	OGLUM11G17950	91	77	0
OS11G0591100	OGLUM11G17970	100	100	1
OS11G0591200	OGLUM11G17980	99	82	1
OS11G0591550	OGLUM11G17990	95	54	1
OS11G0591800	OGLUM11G18010	98	98	1
OS11G0592000	OGLUM11G18020	94	93	0
OS11G0592100	OGLUM11G18030	97	99	1
OS11G0592200	OGLUM11G18040	99	66	1
OS11G0592300	OGLUM11G18050	99	70	1
OS11G0592400	OGLUM11G18060	99	98	1
OS11G0592500	OGLUM11G18080	95	28	0
OS11G0592700	OGLUM11G18090	93	93	1
OS11G0592800	OGLUM11G18100	82	99	0
OS11G0592900	OGLUM11G18120	97	98	0
OS11G0593000	OGLUM11G18130	90	94	0
OS11G0593100	OGLUM11G18140	78	27	1
OS11G0593600	OGLUM11G18150	97	47	0
OS11G0594000	OGLUM11G18160	95	95	1
OS11G0594200	OGLUM11G18170	97	98	1
OS11G0594400	OGLUM11G18180	82	82	0
OS11G0594600	OGLUM11G18190	95	46	0
OS11G0594700	OGLUM11G18210	100	100	1
OS11G0595000	OGLUM11G18220	60	39	1
OS11G0595100	OGLUM11G18200	74	35	0
OS11G0595200	OGLUM11G18230	100	100	1
OS11G0596200	OGLUM11G18250	66	23	1
OS11G0596250	OGLUM01G24100	39	13	1
OS11G0598000	OGLUM11G17440	94	34	1
OS11G0598300	OGLUM11G17430	92	97	1
OS11G0598500	OGLUM11G18290	76	82	0
OS11G0598700	OGLUM07G23540	78	26	1
OS11G0598800	OGLUM11G18320	92	94	1
OS11G0599101	OGLUM11G18330	97	32	1
OS11G0599200	OGLUM11G18350	100	100	1
OS11G0599500	OGLUM11G18360	99	99	1
OS11G0600500	OGLUM11G18380	96	96	1
OS11G0600600	OGLUM11G18390	71	50	0
OS11G0600700	OGLUM11G18400	99	90	1
OS11G0600900	OGLUM11G18410	100	49	1
OS11G0601500	OGLUM11G18420	97	84	1
OS11G0601600	OGLUM11G18430	99	99	0
OS11G0601700	OGLUM11G18440	96	83	1
OS11G0602200	OGLUM11G18450	100	95	1
OS11G0602300	OGLUM11G18480	99	99	1
OS11G0602400	OGLUM11G18490	98	98	1
OS11G0602500	OGLUM11G18370	35	96	1
OS11G0602600	OGLUM03G04060	100	100	0
OS11G0602800	OGLUM11G18520	100	100	1
OS11G0602900	OGLUM11G18540	98	95	0
OS11G0603000	OGLUM11G18550	80	86	1
OS11G0603100	OGLUM11G18560	96	89	1
OS11G0603200	OGLUM11G18570	100	98	1
OS11G0604500	OGLUM11G18650	95	93	0
OS11G0604600	OGLUM11G18670	56	64	0
OS11G0604700	OGLUM11G18680	90	95	0
OS11G0605300	OGLUM10G02870	40	23	1
OS11G0605500	OGLUM11G18700	100	100	1
OS11G0605900	OGLUM11G13040	18	16	1
OS11G0605900	OGLUM11G13050	11	5	1
OS11G0606200	OGLUM11G18720	96	65	1
OS11G0606300	OGLUM11G18740	79	25	0
OS11G0606400	OGLUM11G18750	76	74	1
OS11G0606900	OGLUM11G18760	71	31	1
OS11G0607100	OGLUM11G18770	97	97	1
OS11G0607200	OGLUM11G18780	89	99	1
OS11G0608000	OGLUM11G18850	93	69	1
OS11G0608700	OGLUM11G18880	89	50	0
OS11G0609600	OGLUM11G18920	65	52	1
OS11G0610600	OGLUM11G18980	39	54	0
OS11G0610700	OGLUM11G18990	97	97	1
OS11G0610900	OGLUM11G19010	87	79	1
OS11G0611100	OGLUM11G19030	84	83	1
OS11G0614500	OGLUM11G19130	94	55	1
OS11G0614800	OGLUM11G19140	91	87	1
OS11G0614900	OGLUM11G19150	86	51	1
OS11G0615000	OGLUM11G19160	100	17	0
OS11G0615100	OGLUM11G19170	99	97	1
OS11G0615200	OGLUM11G19180	100	100	1
OS11G0615300	OGLUM11G19190	97	89	1
OS11G0615350	OGLUM05G06390	95	95	1
OS11G0615350	OGLUM11G19200	94	81	1
OS11G0615600	OGLUM11G19210	99	99	1
OS11G0615700	OGLUM11G19240	91	74	0
OS11G0615800	OGLUM11G19230	97	100	1
OS11G0616100	OGLUM11G19280	59	51	1
OS11G0616200	OGLUM11G19290	97	97	0
OS11G0616300	OGLUM11G19300	97	98	1
OS11G0616700	OGLUM01G01000	44	55	1
OS11G0618300	OGLUM11G19410	94	72	1
OS11G0618600	OGLUM11G19490	94	57	1
OS11G0618700	OGLUM11G19500	94	90	0
OS11G0618850	OGLUM11G19510	65	46	1
OS11G0619500	OGLUM11G19510	16	19	1
OS11G0619800	OGLUM11G19570	74	74	1
OS11G0620000	OGLUM11G19600	89	81	0
OS11G0620100	OGLUM11G19610	100	100	1
OS11G0620300	OGLUM11G19620	95	96	1
OS11G0620400	OGLUM11G19630	98	97	0
OS11G0620500	OGLUM11G19640	79	85	1
OS11G0620800	OGLUM11G19650	98	92	1
OS11G0621000	OGLUM11G19660	97	98	1
OS11G0621300	OGLUM11G19670	88	91	0
OS11G0621400	OGLUM11G19680	99	99	1
OS11G0621500	OGLUM11G19690	99	99	1
OS11G0622150	OGLUM07G04290	54	88	1
OS11G0622600	OGLUM11G19730	96	96	1
OS11G0623200	OGLUM02G11360	42	23	0
OS11G0624400	OGLUM11G19750	91	90	1
OS11G0625400	OGLUM11G18070	17	44	0
OS11G0625900	OGLUM11G19820	56	56	0
OS11G0628000	OGLUM11G19820	58	63	0
OS11G0629100	OGLUM11G19830	81	78	1
OS11G0629200	OGLUM11G19840	94	77	1
OS11G0629300	OGLUM11G19850	85	97	1
OS11G0629400	OGLUM11G19860	100	100	1
OS11G0629500	OGLUM11G19870	99	99	1
OS11G0629550	OGLUM11G19880	97	25	1
OS11G0629582	OGLUM12G09560	14	19	1
OS11G0630900	OGLUM11G19320	34	24	0
OS11G0631100	OGLUM11G19890	99	36	1
OS11G0631600	OGLUM11G19910	78	77	0
OS11G0632200	OGLUM09G02620	4	3	0
OS11G0633800	OGLUM11G19940	50	81	1
OS11G0634200	OGLUM11G19970	99	100	1
OS11G0634500	OGLUM11G19980	100	100	1
OS11G0634700	OGLUM11G20000	72	100	1
OS11G0634800	OGLUM11G20010	99	96	1
OS11G0635300	OGLUM06G23510	63	34	0
OS11G0635500	OGLUM06G23510	66	34	0
OS11G0636050	OGLUM01G20550	26	26	0
OS11G0636900	OGLUM11G20030	98	97	1
OS11G0637100	OGLUM11G20050	77	88	0
OS11G0637200	OGLUM11G20060	97	96	1
OS11G0637300	OGLUM11G20080	0	0	0
OS11G0637501	OGLUM11G20100	76	46	0
OS11G0637501	OGLUM12G15310	74	76	0
OS11G0637600	OGLUM11G20110	88	52	0
OS11G0637700	OGLUM11G20120	99	100	1
OS11G0637800	OGLUM11G20130	100	100	1
OS11G0638000	OGLUM11G20140	97	45	1
OS11G0638200	OGLUM11G20150	13	29	0
OS11G0638700	OGLUM11G20200	95	69	1
OS11G0638900	OGLUM11G20210	100	34	1
OS11G0639000	OGLUM11G20220	97	66	1
OS11G0639100	OGLUM11G20230	82	9	0
OS11G0640300	OGLUM05G28910	10	31	0
OS11G0640600	OGLUM11G20240	67	34	0
OS11G0640800	OGLUM11G20260	87	87	0
OS11G0641800	OGLUM11G20300	99	49	1
OS11G0642100	OGLUM11G20350	48	39	0
OS11G0642400	OGLUM11G20380	91	92	1
OS11G0642800	OGLUM11G20370	75	90	0
OS11G0643100	OGLUM11G20330	51	77	1
OS11G0643400	OGLUM11G20400	66	89	0
OS11G0643600	OGLUM11G20410	94	93	0
OS11G0643700	OGLUM11G20430	100	44	1
OS11G0643800	OGLUM11G20440	100	100	1
OS11G0644000	OGLUM11G20450	60	55	1
OS11G0644100	OGLUM11G20460	97	97	1
OS11G0644500	OGLUM11G20480	99	39	1
OS11G0644600	OGLUM11G20500	98	98	1
OS11G0644700	OGLUM11G20510	99	99	1
OS11G0644800	OGLUM11G20520	95	93	1
OS11G0644900	OGLUM11G20530	100	100	1
OS11G0645200	OGLUM11G20550	96	88	1
OS11G0645400	OGLUM11G20560	96	95	1
OS11G0645800	OGLUM11G20570	97	90	1
OS11G0647866	OGLUM11G20570	91	59	1
OS11G0648000	OGLUM11G20600	100	100	1
OS11G0648100	OGLUM11G20610	95	33	1
OS11G0648400	OGLUM11G20640	97	82	1
OS11G0648700	OGLUM11G20680	52	60	0
OS11G0648800	OGLUM11G20690	75	80	0
OS11G0649000	OGLUM11G20700	76	75	1
OS11G0649300	OGLUM11G20720	93	99	1
OS11G0649400	OGLUM11G20740	100	100	1
OS11G0649500	OGLUM11G20750	97	97	1
OS11G0649600	OGLUM11G20760	100	100	1
OS11G0649700	OGLUM11G20770	100	100	1
OS11G0649900	OGLUM11G20800	95	96	0
OS11G0650600	OGLUM11G20780	88	44	0
OS11G0650700	OGLUM11G20800	95	96	0
OS11G0652600	OGLUM11G20790	47	49	0
OS11G0652900	OGLUM11G20810	92	77	1
OS11G0653300	OGLUM11G20820	79	79	0
OS11G0654400	OGLUM11G20810	87	93	1
OS11G0654800	OGLUM11G20880	92	91	0
OS11G0655000	OGLUM11G20920	52	32	1
OS11G0655100	OGLUM11G20900	99	93	1
OS11G0655200	OGLUM11G20910	97	52	0
OS11G0655300	OGLUM11G20930	100	100	1
OS11G0655700	OGLUM11G20950	86	52	0
OS11G0655800	OGLUM11G20960	98	98	1
OS11G0655900	OGLUM11G20970	99	97	1
OS11G0656400	OGLUM11G20980	97	79	1
OS11G0656700	OGLUM11G20980	97	79	1
OS11G0657100	OGLUM11G21010	100	100	1
OS11G0657200	OGLUM11G21020	95	95	1
OS11G0657300	OGLUM11G21030	100	100	1
OS11G0657400	OGLUM11G21040	64	98	1
OS11G0657700	OGLUM11G15690	13	5	0
OS11G0657900	OGLUM11G21050	93	92	1
OS11G0658700	OGLUM11G21110	83	21	0
OS11G0658800	OGLUM11G21120	100	100	1
OS11G0658900	OGLUM05G10610	30	21	0
OS11G0659200	OGLUM11G21160	95	97	1
OS11G0659400	OGLUM11G21170	96	55	1
OS11G0659500	OGLUM11G21180	99	87	0
OS11G0660300	OGLUM11G21200	100	100	1
OS11G0660500	OGLUM11G21210	100	100	1
OS11G0661000	OGLUM11G21230	83	70	1
OS11G0661200	OGLUM11G21250	96	96	1
OS11G0661300	OGLUM11G21260	95	95	1
OS11G0661400	OGLUM11G21270	100	20	1
OS11G0661800	OGLUM11G21290	76	88	1
OS11G0664400	OGLUM11G21430	94	93	0
OS11G0664500	OGLUM11G21440	68	83	1
OS11G0664800	OGLUM11G21480	76	74	0
OS11G0665600	OGLUM11G21500	100	100	1
OS11G0667400	OGLUM01G30290	39	25	1
OS11G0667700	OGLUM11G21530	75	18	1
OS11G0668100	OGLUM11G21550	81	68	1
OS11G0668300	OGLUM11G21560	65	82	0
OS11G0669100	OGLUM11G21600	50	35	0
OS11G0669200	OGLUM11G21590	97	90	1
OS11G0670800	OGLUM09G17850	66	12	1
OS11G0670900	OGLUM11G21640	98	98	1
OS11G0671000	OGLUM11G21660	97	96	1
OS11G0671950	OGLUM11G21690	88	34	1
OS11G0672400	OGLUM11G21710	96	88	0
OS11G0672700	OGLUM11G21720	99	99	0
OS11G0672900	OGLUM11G21740	84	82	0
OS11G0673000	OGLUM11G21750	99	99	1
OS11G0673100	OGLUM11G21760	95	95	0
OS11G0673200	OGLUM11G21770	96	81	1
OS11G0673600	OGLUM11G21850	70	26	0
OS11G0673900	OGLUM11G21800	44	89	1
OS11G0674400	OGLUM11G21850	77	61	0
OS11G0675200	OGLUM11G21810	44	14	0
OS11G0676050	OGLUM11G19740	44	30	0
OS11G0676100	OGLUM11G21850	86	28	0
OS11G0676200	OGLUM03G20060	85	50	0
OS11G0676500	OGLUM05G11550	11	9	0
OS11G0676800	OGLUM11G21800	9	14	1
OS11G0677000	OGLUM11G21800	32	34	1
OS11G0677101	OGLUM11G21820	61	33	1
OS11G0677400	OGLUM11G21950	96	94	1
OS11G0677500	OGLUM11G21960	90	32	1
OS11G0678200	OGLUM03G36900	46	30	0
OS11G0678301	OGLUM11G21990	73	25	0
OS11G0679000	OGLUM11G22010	83	87	0
OS11G0679700	OGLUM11G22030	92	95	1
OS11G0680200	OGLUM11G22040	98	70	0
OS11G0681400	OGLUM11G22100	95	65	1
OS11G0682000	OGLUM11G22130	97	81	1
OS11G0682501	OGLUM11G22150	97	38	1
OS11G0683500	OGLUM11G22170	99	96	0
OS11G0683600	OGLUM11G22180	100	100	1
OS11G0683700	OGLUM11G22190	98	98	1
OS11G0683800	OGLUM11G22200	77	82	1
OS11G0684100	OGLUM11G22220	89	52	1
OS11G0684700	OGLUM11G22240	62	76	0
OS11G0685100	OGLUM06G15440	63	28	1
OS11G0685600	OGLUM11G22260	31	11	0
OS11G0686900	OGLUM11G22230	17	45	1
OS11G0687100	OGLUM11G22290	86	88	0
OS11G0688832	OGLUM11G22320	59	23	1
OS11G0689100	OGLUM11G22330	79	79	0
OS11G0689300	OGLUM11G22360	96	96	0
OS11G0689500	OGLUM11G22340	7	4	1
OS11G0689650	OGLUM11G22340	81	69	1
OS11G0690332	OGLUM11G22420	66	44	1
OS11G0691190	OGLUM11G15690	13	5	0
OS11G0691300	OGLUM11G22400	92	96	1
OS11G0691400	OGLUM11G22420	82	42	1
OS11G0691650	OGLUM11G22440	99	42	1
OS11G0692000	OGLUM11G22490	35	32	1
OS11G0692400	OGLUM05G26350	45	30	1
OS11G0693800	OGLUM11G22540	90	55	1
OS11G0693900	OGLUM11G22550	96	17	1
OS11G0696400	OGLUM11G22520	97	97	1
OS11G0700900	OGLUM11G22590	91	91	0
OS11G0701000	OGLUM11G22600	97	97	0
OS11G0701100	OGLUM02G16140	61	81	1
OS11G0701200	OGLUM11G22620	93	93	1
OS11G0701600	OGLUM11G22630	91	21	1
OS11G0701800	OGLUM11G22640	96	96	1
OS11G0701900	OGLUM11G22650	96	96	0
OS11G0702000	OGLUM11G22670	10	12	0
OS11G0702100	OGLUM11G22660	97	97	1
OS11G0702200	OGLUM11G22680	92	94	0
OS11G0702600	OGLUM02G10550	69	83	1
OS11G0703100	OGLUM03G10190	99	89	1
OS11G0703400	OGLUM03G10220	100	100	1
OS11G0703500	OGLUM03G10230	65	27	1
OS11G0703600	OGLUM03G10240	100	100	1
OS11G0703900	OGLUM03G10270	100	100	1
OS11G0704000	OGLUM11G22730	86	98	1
OS11G0704300	OGLUM11G22760	98	98	1
OS11G0704500	OGLUM11G22770	93	62	1
OS11G0704600	OGLUM11G22790	96	91	1
OS11G0704700	OGLUM11G22800	57	66	0
OS11G0704800	OGLUM11G22810	100	100	1
OS11G0705200	OGLUM11G22830	98	67	1
OS11G0705900	OGLUM11G22840	92	92	1
OS11G0706100	OGLUM11G22860	87	22	0
OS11G0706200	OGLUM11G22870	89	59	1
OS11G0706600	OGLUM11G22900	100	100	1
OS11G0706801	OGLUM11G22910	81	96	1
OS11G0707000	OGLUM11G22920	99	92	1
OS11G0707050	OGLUM11G22930	90	16	0
OS11G0707100	OGLUM11G22930	66	33	0
OS11G0707300	OGLUM11G22950	100	100	1
OS11G0707600	OGLUM11G22980	100	91	1
OS11G0707700	OGLUM11G22990	100	73	1
OS11G0707800	OGLUM11G23000	100	99	1
OS11G0707900	OGLUM11G23010	81	96	1
OS11G0708400	OGLUM11G23040	100	100	1
OS11G0708500	OGLUM11G23050	82	95	1
OS11G0708600	OGLUM11G23070	91	69	0
OS12G0100200	OGLUM11G00060	96	96	1
OS12G0100500	OGLUM11G00030	54	97	1
OS12G0100700	OGLUM11G00020	48	99	1
OS12G0101600	OGLUM11G00100	76	89	1
OS12G0101600	OGLUM12G00010	76	89	1
OS12G0101800	OGLUM12G00020	42	51	0
OS12G0102100	OGLUM12G00040	59	32	1
OS12G0102400	OGLUM11G00130	26	85	0
OS12G0102500	OGLUM12G12130	21	82	0
OS12G0102700	OGLUM12G00050	94	44	1
OS12G0102900	OGLUM12G00100	29	31	1
OS12G0104300	OGLUM12G00190	70	99	1
OS12G0104400	OGLUM12G00200	100	100	1
OS12G0104700	OGLUM11G00220	28	98	0
OS12G0104766	OGLUM12G00220	39	56	1
OS12G0104766	OGLUM12G00230	24	99	1
OS12G0104800	OGLUM12G00220	2	1	1
OS12G0104800	OGLUM12G00230	0	0	1
OS12G0104900	OGLUM11G00240	92	91	0
OS12G0105200	OGLUM12G00250	100	75	1
OS12G0105300	OGLUM11G00300	29	61	0
OS12G0105300	OGLUM12G00260	61	99	0
OS12G0105500	OGLUM12G00280	100	100	1
OS12G0105600	OGLUM12G00290	99	100	1
OS12G0105700	OGLUM12G00330	79	95	0
OS12G0105800	OGLUM12G00150	73	55	1
OS12G0105950	OGLUM11G00360	98	99	1
OS12G0105975	OGLUM11G00360	3	3	1
OS12G0106000	OGLUM12G00320	98	92	1
OS12G0106100	OGLUM12G00300	8	26	0
OS12G0106200	OGLUM12G00350	97	96	0
OS12G0106500	OGLUM12G00370	99	99	1
OS12G0106550	OGLUM12G00380	100	100	1
OS12G0106600	OGLUM11G00440	84	66	0
OS12G0106700	OGLUM12G00400	69	83	0
OS12G0106900	OGLUM12G00410	98	65	1
OS12G0107300	OGLUM12G00430	89	45	0
OS12G0107500	OGLUM12G00440	100	100	1
OS12G0107600	OGLUM12G00450	48	97	1
OS12G0107700	OGLUM12G00470	100	87	1
OS12G0108000	OGLUM11G00510	97	97	1
OS12G0108500	OGLUM11G00550	96	90	0
OS12G0108500	OGLUM12G00540	95	98	0
OS12G0108900	OGLUM11G00490	53	50	1
OS12G0109600	OGLUM12G00590	82	79	1
OS12G0109750	OGLUM06G10230	40	54	1
OS12G0109800	OGLUM12G00600	98	83	1
OS12G0109900	OGLUM11G00580	80	65	1
OS12G0110050	OGLUM12G00620	95	99	1
OS12G0110100	OGLUM11G00630	58	61	0
OS12G0110100	OGLUM12G00630	91	84	0
OS12G0110300	OGLUM12G00640	99	99	1
OS12G0110475	OGLUM12G00670	42	65	0
OS12G0110700	OGLUM02G17210	44	47	0
OS12G0111000	OGLUM11G00720	41	39	0
OS12G0111400	OGLUM12G00680	91	54	0
OS12G0111600	OGLUM11G00750	96	69	0
OS12G0111700	OGLUM11G00760	57	69	0
OS12G0111700	OGLUM12G00720	59	72	0
OS12G0111750	OGLUM12G00730	29	45	1
OS12G0111900	OGLUM11G00770	70	58	0
OS12G0111900	OGLUM12G00750	76	68	0
OS12G0112200	OGLUM12G00800	82	100	1
OS12G0112300	OGLUM12G00780	69	91	0
OS12G0112401	OGLUM11G00790	25	52	0
OS12G0112401	OGLUM12G00760	25	58	0
OS12G0112500	OGLUM12G00770	100	85	1
OS12G0112800	OGLUM12G00820	67	98	1
OS12G0113500	OGLUM12G01070	97	92	1
OS12G0113700	OGLUM12G00870	92	82	1
OS12G0113800	OGLUM12G00880	67	90	1
OS12G0113900	OGLUM12G00960	95	79	0
OS12G0114000	OGLUM12G01120	80	97	1
OS12G0114100	OGLUM12G00980	74	99	1
OS12G0114200	OGLUM12G00890	38	88	0
OS12G0114800	OGLUM12G01150	100	100	1
OS12G0115300	OGLUM12G01300	99	99	1
OS12G0115700	OGLUM12G01340	100	94	1
OS12G0115900	OGLUM03G37850	21	16	0
OS12G0115950	OGLUM12G01280	25	32	1
OS12G0116000	OGLUM12G01290	19	93	1
OS12G0116000	OGLUM12G01310	23	92	1
OS12G0116400	OGLUM12G01380	69	91	1
OS12G0116600	OGLUM11G00850	98	81	1
