Gene stable ID	Oryza rufipogon gene stable ID	% identity	Oryza rufipogon % identity	Orthology confidence [0 low, 1 high]
OS11G0253100	ORUFI11G08850	100	100	1
OS11G0255200	ORUFI11G08950	100	100	1
OS11G0255300	ORUFI11G08960	100	100	1
OS11G0255500	ORUFI11G08970	100	100	1
OS11G0256000	ORUFI11G09020	95	22	0
OS11G0256050	ORUFI11G09020	99	57	0
OS11G0256100	ORUFI11G09030	100	100	1
OS11G0256200	ORUFI11G09040	100	100	1
OS11G0256300	ORUFI11G09050	78	50	0
OS11G0256900	ORUFI11G09080	99	17	0
OS11G0257700	ORUFI11G09090	90	72	1
OS11G0258400	ORUFI11G09120	67	75	1
OS11G0258500	ORUFI11G09130	98	100	1
OS11G0258700	ORUFI11G09150	46	53	1
OS11G0259700	ORUFI11G09200	100	55	1
OS11G0260100	ORUFI11G09210	100	100	1
OS11G0260200	ORUFI11G09220	12	11	0
OS11G0261500	ORUFI11G09310	82	44	0
OS11G0261900	ORUFI11G09330	99	99	1
OS11G0262500	ORUFI11G09400	76	99	1
OS11G0263000	ORUFI11G09430	97	98	1
OS11G0263000	ORUFI11G09440	0	0	1
OS11G0264000	ORUFI11G09480	98	98	1
OS11G0264200	ORUFI11G09490	99	99	0
OS11G0264300	ORUFI11G09500	94	27	0
OS11G0264500	ORUFI11G09520	84	63	0
OS11G0264600	ORUFI11G09530	97	96	0
OS11G0264700	ORUFI11G09540	99	99	0
OS11G0264900	ORUFI11G09550	98	58	0
OS11G0265000	ORUFI11G09560	100	95	1
OS11G0265200	ORUFI11G09580	100	100	0
OS11G0265400	ORUFI11G09610	100	100	1
OS11G0265500	ORUFI11G09620	86	35	0
OS11G0265600	ORUFI11G09630	100	100	1
OS11G0265800	ORUFI11G09650	90	75	1
OS11G0265900	ORUFI11G09660	99	99	1
OS11G0266000	ORUFI11G09670	100	98	1
OS11G0266500	ORUFI11G09690	0	0	1
OS11G0266800	ORUFI11G09720	98	100	1
OS11G0267000	ORUFI11G09730	100	100	1
OS11G0267100	ORUFI11G09740	58	23	1
OS11G0267400	ORUFI11G09770	100	100	1
OS11G0268300	ORUFI11G09800	100	100	1
OS11G0269000	ORUFI11G09840	98	42	1
OS11G0269500	ORUFI09G05780	43	18	0
OS11G0269900	ORUFI11G09860	88	96	1
OS11G0270000	ORUFI11G09870	99	100	1
OS11G0270500	ORUFI11G09900	90	98	0
OS11G0270700	ORUFI11G09910	88	54	0
OS11G0270760	ORUFI11G09920	94	45	0
OS11G0271100	ORUFI11G09950	100	100	1
OS11G0272300	ORUFI11G09980	73	66	0
OS11G0274100	ORUFI11G10070	94	73	1
OS11G0274700	ORUFI11G10090	90	68	1
OS11G0275000	ORUFI11G10110	74	24	0
OS11G0275200	ORUFI08G08230	79	33	0
OS11G0275400	ORUFI11G10150	32	62	0
OS11G0275500	ORUFI08G08220	40	66	0
OS11G0275800	ORUFI11G10160	96	48	0
OS11G0276000	ORUFI11G10170	94	91	0
OS11G0276300	ORUFI11G10180	100	90	1
OS11G0278300	ORUFI11G10240	100	100	1
OS11G0279750	ORUFI11G10260	100	100	1
OS11G0282300	ORUFI11G10300	76	59	1
OS11G0282600	ORUFI09G14180	35	41	0
OS11G0282800	ORUFI11G10310	100	100	1
OS11G0283500	ORUFI11G10350	100	100	1
OS11G0284032	ORUFI11G10370	77	33	1
OS11G0284300	ORUFI11G10360	2	6	0
OS11G0284600	ORUFI11G10400	100	92	1
OS11G0284900	ORUFI11G10420	88	59	0
OS11G0285000	ORUFI11G10430	89	97	1
OS11G0286400	ORUFI02G03260	63	20	0
OS11G0286800	ORUFI11G10470	83	97	0
OS11G0289700	ORUFI11G10500	100	100	1
OS11G0291000	ORUFI11G10580	88	94	1
OS11G0291500	ORUFI11G10610	80	16	0
OS11G0292050	ORUFI11G10640	55	5	0
OS11G0292050	ORUFI12G11510	63	4	0
OS11G0293300	ORUFI11G10650	100	100	1
OS11G0293800	ORUFI11G10670	90	93	1
OS11G0293900	ORUFI11G10680	77	98	1
OS11G0294300	ORUFI11G10710	91	63	0
OS11G0294400	ORUFI11G10720	93	99	0
OS11G0294600	ORUFI11G10730	95	84	0
OS11G0294800	ORUFI11G10740	61	33	0
OS11G0295000	ORUFI11G10760	87	37	0
OS11G0295900	ORUFI11G10800	94	94	1
OS11G0296500	ORUFI09G02810	17	23	0
OS11G0296800	ORUFI11G10840	83	100	1
OS11G0296900	ORUFI11G10850	46	45	0
OS11G0297000	ORUFI11G10860	100	58	1
OS11G0297300	ORUFI11G10870	99	99	1
OS11G0297800	ORUFI11G10900	97	100	1
OS11G0297900	ORUFI11G10910	100	100	1
OS11G0298000	ORUFI11G10920	100	100	1
OS11G0298400	ORUFI11G10930	89	99	1
OS11G0299300	ORUFI11G10960	95	100	1
OS11G0300400	ORUFI11G11020	100	18	0
OS11G0300600	ORUFI11G11050	96	96	1
OS11G0300700	ORUFI11G11070	88	47	0
OS11G0300800	ORUFI11G11080	100	100	1
OS11G0302500	ORUFI11G11100	47	24	1
OS11G0302700	ORUFI11G11120	100	100	1
OS11G0303050	ORUFI11G11170	84	56	0
OS11G0303200	ORUFI11G11190	2	2	0
OS11G0303400	ORUFI11G11200	52	20	0
OS11G0303500	ORUFI11G11210	75	51	0
OS11G0303600	ORUFI11G11220	99	99	1
OS11G0304050	ORUFI11G11240	95	77	0
OS11G0305400	ORUFI11G11260	99	99	1
OS11G0306300	ORUFI11G11300	100	91	1
OS11G0306400	ORUFI11G11310	100	100	1
OS11G0307300	ORUFI11G11350	100	100	1
OS11G0307500	ORUFI11G11360	80	83	0
OS11G0307600	ORUFI07G15980	34	43	0
OS11G0308100	ORUFI11G11390	20	8	0
OS11G0308800	ORUFI11G11430	99	74	1
OS11G0309000	ORUFI11G11440	90	89	0
OS11G0310100	ORUFI11G11470	66	71	1
OS11G0310800	ORUFI11G11500	100	100	1
OS11G0311100	ORUFI11G11520	85	90	1
OS11G0311300	ORUFI11G11530	100	100	1
OS11G0311550	ORUFI11G11540	98	98	0
OS11G0312220	ORUFI11G11590	100	100	1
OS11G0312340	ORUFI11G11580	82	25	0
OS11G0323860	ORUFI07G07210	99	99	1
OS11G0340477	ORUFI03G23230	100	100	0
OS11G0351555	ORUFI03G23200	96	86	1
OS11G0357094	ORUFI03G23150	86	89	0
OS11G0362633	ORUFI03G23170	89	70	0
OS11G0368172	ORUFI03G23180	99	99	1
OS11G0406945	ORUFI02G19620	97	68	1
OS11G0412484	ORUFI07G07210	99	99	1
OS11G0414000	ORUFI11G11640	99	93	1
OS11G0416900	ORUFI11G11680	95	96	1
OS11G0417400	ORUFI11G11710	100	100	1
OS11G0420200	ORUFI11G11740	63	96	1
OS11G0421800	ORUFI11G11760	90	95	1
OS11G0422000	ORUFI11G11780	75	40	0
OS11G0422100	ORUFI11G11790	13	15	1
OS11G0424400	ORUFI11G11880	99	99	1
OS11G0425300	ORUFI11G11920	96	93	0
OS11G0426400	ORUFI11G11970	72	63	1
OS11G0427500	ORUFI12G14090	9	7	0
OS11G0427700	ORUFI11G11990	97	97	0
OS11G0427800	ORUFI11G12000	84	98	1
OS11G0428700	ORUFI11G12030	84	91	1
OS11G0428800	ORUFI11G12040	100	100	1
OS11G0429100	ORUFI11G12050	96	98	1
OS11G0430000	ORUFI11G12070	82	77	1
OS11G0430600	ORUFI11G12090	90	76	1
OS11G0431100	ORUFI11G12090	3	6	1
OS11G0431700	ORUFI11G12150	77	91	0
OS11G0432400	ORUFI11G12170	79	100	0
OS11G0432600	ORUFI11G12190	91	99	1
OS11G0432900	ORUFI11G12200	97	55	1
OS11G0433101	ORUFI11G12220	100	100	1
OS11G0433200	ORUFI11G12230	63	40	0
OS11G0433500	ORUFI11G12240	96	41	1
OS11G0433600	ORUFI11G12250	100	73	1
OS11G0433900	ORUFI11G12290	100	100	1
OS11G0434000	ORUFI11G12310	99	100	0
OS11G0434400	ORUFI11G12320	94	91	1
OS11G0434850	ORUFI06G18100	72	100	1
OS11G0435300	ORUFI11G12430	91	38	1
OS11G0435800	ORUFI11G12480	98	65	1
OS11G0436450	ORUFI11G12500	52	90	1
OS11G0436500	ORUFI11G12520	100	100	1
OS11G0437600	ORUFI11G12620	93	100	1
OS11G0438000	ORUFI11G12660	80	26	1
OS11G0438400	ORUFI03G42530	48	41	0
OS11G0438700	ORUFI11G12690	81	52	0
OS11G0439600	ORUFI11G12780	42	93	0
OS11G0440200	ORUFI11G12780	60	92	0
OS11G0440422	ORUFI03G36000	38	38	1
OS11G0441500	ORUFI11G12820	100	100	1
OS11G0441900	ORUFI11G12830	79	87	0
OS11G0442500	ORUFI11G12850	91	67	0
OS11G0442900	ORUFI11G12650	71	85	1
OS11G0443700	ORUFI11G12890	100	100	1
OS11G0444000	ORUFI11G12900	100	100	1
OS11G0444700	ORUFI11G12930	85	47	1
OS11G0445300	ORUFI11G12940	100	100	1
OS11G0445475	ORUFI11G12950	56	100	1
OS11G0446000	ORUFI11G12970	57	40	0
OS11G0446500	ORUFI11G12980	94	99	0
OS11G0447300	ORUFI11G13030	100	100	1
OS11G0448000	ORUFI11G13050	89	100	0
OS11G0448400	ORUFI11G13080	97	73	0
OS11G0448700	ORUFI11G13090	100	100	1
OS11G0449600	ORUFI11G13130	99	99	1
OS11G0450400	ORUFI11G13140	99	99	1
OS11G0451700	ORUFI11G13160	100	93	1
OS11G0453550	ORUFI11G13220	99	99	1
OS11G0453600	ORUFI11G13230	57	24	0
OS11G0453900	ORUFI11G13260	89	89	1
OS11G0454300	ORUFI11G13290	88	94	0
OS11G0454800	ORUFI11G13320	80	51	1
OS11G0455500	ORUFI11G13340	92	98	1
OS11G0455800	ORUFI11G13350	100	91	1
OS11G0456000	ORUFI11G13360	100	100	1
OS11G0456100	ORUFI11G13370	91	93	1
OS11G0456200	ORUFI11G13380	100	100	1
OS11G0456300	ORUFI11G13390	100	100	1
OS11G0457000	ORUFI11G13410	39	41	0
OS11G0457300	ORUFI11G13420	100	98	1
OS11G0458100	ORUFI11G13430	99	48	1
OS11G0458500	ORUFI11G13470	95	100	1
OS11G0458600	ORUFI11G13480	91	100	1
OS11G0459300	ORUFI11G13490	98	98	1
OS11G0460700	ORUFI11G13540	90	95	1
OS11G0460800	ORUFI11G13560	56	95	1
OS11G0460900	ORUFI11G13570	69	74	1
OS11G0461000	ORUFI11G13580	94	86	1
OS11G0461200	ORUFI11G13590	99	62	1
OS11G0462100	ORUFI11G13630	100	100	1
OS11G0462500	ORUFI10G08050	13	40	0
OS11G0462500	ORUFI11G24010	31	31	0
OS11G0463600	ORUFI11G13710	67	54	1
OS11G0465200	ORUFI11G13790	87	100	1
OS11G0466300	ORUFI11G13800	83	76	0
OS11G0469900	ORUFI11G13870	59	29	0
OS11G0470500	ORUFI11G13880	58	82	0
OS11G0470600	ORUFI11G13890	60	90	1
OS11G0471200	ORUFI11G13400	31	21	0
OS11G0471200	ORUFI11G13930	40	69	0
OS11G0471300	ORUFI01G21020	31	74	0
OS11G0472000	ORUFI11G13960	99	81	0
OS11G0472500	ORUFI11G13970	90	76	0
OS11G0472600	ORUFI11G13980	99	98	1
OS11G0473000	ORUFI11G14020	100	100	1
OS11G0473100	ORUFI11G14030	99	99	0
OS11G0473200	ORUFI11G14040	97	41	0
OS11G0473832	ORUFI11G14050	95	77	1
OS11G0474400	ORUFI11G14070	88	69	1
OS11G0474500	ORUFI11G14110	88	94	1
OS11G0474800	ORUFI11G14170	94	53	1
OS11G0474900	ORUFI11G14170	93	20	1
OS11G0475600	ORUFI11G14180	100	100	1
OS11G0479000	ORUFI11G14240	99	98	1
OS11G0479100	ORUFI11G14250	100	100	1
OS11G0479232	ORUFI11G14270	97	39	0
OS11G0479400	ORUFI11G14290	60	17	0
OS11G0480000	ORUFI11G14320	62	59	0
OS11G0481150	ORUFI11G14340	71	76	0
OS11G0481200	ORUFI11G14350	99	95	1
OS11G0481600	ORUFI11G14360	94	28	0
OS11G0482000	ORUFI11G14380	100	100	1
OS11G0482100	ORUFI11G14390	100	54	1
OS11G0482400	ORUFI11G14410	99	99	1
OS11G0482500	ORUFI11G14420	99	99	0
OS11G0483000	ORUFI01G37590	30	18	0
OS11G0483000	ORUFI10G16170	28	22	0
OS11G0483600	ORUFI11G14480	61	57	0
OS11G0483900	ORUFI11G14490	89	83	0
OS11G0483950	ORUFI11G14500	100	100	1
OS11G0484000	ORUFI11G14510	100	100	1
OS11G0484300	ORUFI11G14520	100	76	1
OS11G0484400	ORUFI11G14530	100	100	1
OS11G0484500	ORUFI11G14540	99	99	1
OS11G0484700	ORUFI11G14580	90	92	1
OS11G0485200	ORUFI11G14600	73	62	0
OS11G0485900	ORUFI11G14610	96	27	1
OS11G0486000	ORUFI11G14610	88	21	1
OS11G0487100	ORUFI11G14620	87	86	0
OS11G0487700	ORUFI04G08120	54	46	1
OS11G0488500	ORUFI11G14650	98	87	1
OS11G0488600	ORUFI11G14660	88	99	1
OS11G0488900	ORUFI11G14670	99	99	1
OS11G0489250	ORUFI11G14680	98	99	1
OS11G0490100	ORUFI11G14720	94	97	1
OS11G0490200	ORUFI11G14730	95	99	0
OS11G0490300	ORUFI11G14740	100	100	1
OS11G0490600	ORUFI11G14750	93	92	1
OS11G0490800	ORUFI11G14760	94	52	0
OS11G0490900	ORUFI11G14770	95	93	1
OS11G0491400	ORUFI11G14780	99	99	0
OS11G0491500	ORUFI11G14790	100	100	1
OS11G0492100	ORUFI11G14900	78	80	1
OS11G0492300	ORUFI04G06050	63	49	0
OS11G0492300	ORUFI11G14860	61	21	0
OS11G0492800	ORUFI11G14970	41	92	1
OS11G0493100	ORUFI11G15100	87	78	1
OS11G0493700	ORUFI11G14800	95	46	1
OS11G0494100	ORUFI11G15070	93	32	0
OS11G0495400	ORUFI11G15180	98	99	1
OS11G0495950	ORUFI11G15190	100	100	1
OS11G0496400	ORUFI11G15240	94	40	1
OS11G0496500	ORUFI11G15250	100	100	0
OS11G0496600	ORUFI11G15260	42	100	1
OS11G0497000	ORUFI11G15280	99	99	1
OS11G0497350	ORUFI11G15290	95	96	0
OS11G0498400	ORUFI11G15300	19	60	1
OS11G0498600	ORUFI11G15310	97	100	0
OS11G0499600	ORUFI11G15320	100	95	0
OS11G0500050	ORUFI05G15290	49	45	1
OS11G0501000	ORUFI11G15400	100	100	1
OS11G0501500	ORUFI11G15410	87	97	1
OS11G0502700	ORUFI11G15420	97	86	0
OS11G0503400	ORUFI11G15440	75	26	0
OS11G0503900	ORUFI11G15450	88	82	1
OS11G0504900	ORUFI11G15460	72	77	1
OS11G0505300	ORUFI11G15480	93	95	1
OS11G0506300	ORUFI11G15520	13	95	1
OS11G0506700	ORUFI05G27000	35	11	0
OS11G0506800	ORUFI11G15540	100	100	1
OS11G0507200	ORUFI11G15590	100	100	1
OS11G0507400	ORUFI11G15610	92	77	0
OS11G0508600	ORUFI11G15640	76	70	1
OS11G0512000	ORUFI11G15710	100	100	1
OS11G0512100	ORUFI11G15720	100	100	1
OS11G0512600	ORUFI11G15730	88	24	0
OS11G0512800	ORUFI11G15760	92	87	0
OS11G0513000	ORUFI11G15770	99	99	1
OS11G0513700	ORUFI11G15790	100	100	1
OS11G0513900	ORUFI11G15800	88	99	0
OS11G0514100	ORUFI11G15830	100	95	0
OS11G0514500	ORUFI11G15840	88	24	0
OS11G0514800	ORUFI11G15850	100	96	1
OS11G0515000	ORUFI11G15860	95	82	1
OS11G0515500	ORUFI11G15880	100	92	1
OS11G0516000	ORUFI11G15900	100	100	1
OS11G0516100	ORUFI11G15910	96	100	1
OS11G0516400	ORUFI11G15920	100	20	1
OS11G0516800	ORUFI11G15930	4	2	0
OS11G0517800	ORUFI11G15950	78	42	0
OS11G0518300	ORUFI11G15970	86	48	1
OS11G0518600	ORUFI11G15990	92	100	1
OS11G0518900	ORUFI11G16010	95	96	0
OS11G0519100	ORUFI02G23230	27	84	1
OS11G0519500	ORUFI11G16060	77	77	0
OS11G0520500	ORUFI11G16160	95	64	0
OS11G0521000	ORUFI11G16140	87	89	1
OS11G0521500	ORUFI11G16110	100	100	1
OS11G0521900	ORUFI11G16100	79	95	0
OS11G0522000	ORUFI11G16090	100	100	1
OS11G0522900	ORUFI11G16170	93	100	0
OS11G0523110	ORUFI11G16210	100	100	1
OS11G0523500	ORUFI11G16260	65	56	1
OS11G0523700	ORUFI11G16280	100	100	0
OS11G0523800	ORUFI11G16290	95	41	1
OS11G0524300	ORUFI11G16300	100	99	1
OS11G0524601	ORUFI11G16310	86	27	1
OS11G0525200	ORUFI11G16330	100	100	1
OS11G0525600	ORUFI11G16340	97	100	1
OS11G0525700	ORUFI11G16350	100	91	0
OS11G0525800	ORUFI11G16360	100	100	1
OS11G0525900	ORUFI11G16370	78	57	0
OS11G0526200	ORUFI11G16400	100	99	1
OS11G0527000	ORUFI11G16470	100	100	1
OS11G0527100	ORUFI11G16480	77	60	1
OS11G0528200	ORUFI11G16550	100	33	1
OS11G0528300	ORUFI11G16560	100	100	1
OS11G0528400	ORUFI11G16570	95	100	1
OS11G0528500	ORUFI11G16580	100	100	1
OS11G0528700	ORUFI11G16590	89	99	1
OS11G0529036	ORUFI11G16620	82	68	0
OS11G0529036	ORUFI11G16640	0	0	0
OS11G0529100	ORUFI11G16620	0	0	0
OS11G0529100	ORUFI11G16640	99	89	0
OS11G0529125	ORUFI11G16630	100	100	1
OS11G0529150	ORUFI07G15790	44	26	1
OS11G0529500	ORUFI11G16660	100	98	1
OS11G0529800	ORUFI11G16680	99	100	1
OS11G0529900	ORUFI10G03910	7	43	0
OS11G0530600	ORUFI11G16720	100	100	1
OS11G0530650	ORUFI07G15790	44	44	1
OS11G0531300	ORUFI11G16750	93	95	1
OS11G0531300	ORUFI11G16760	11	80	1
OS11G0531700	ORUFI11G16780	100	100	1
OS11G0532000	ORUFI11G16790	99	99	1
OS11G0532600	ORUFI11G16840	95	92	1
OS11G0532751	ORUFI11G16850	28	55	1
OS11G0532900	ORUFI11G16790	99	99	1
OS11G0533400	ORUFI11G16910	99	99	1
OS11G0533500	ORUFI11G16920	74	100	1
OS11G0533600	ORUFI11G16940	21	10	0
OS11G0534100	ORUFI11G16960	100	100	1
OS11G0534300	ORUFI11G16970	91	86	0
OS11G0534500	ORUFI06G23210	41	63	0
OS11G0534500	ORUFI08G10470	21	57	0
OS11G0534500	ORUFI11G16990	26	85	0
OS11G0535525	ORUFI11G17010	97	81	1
OS11G0536800	ORUFI11G17050	98	100	1
OS11G0537350	ORUFI11G17060	99	46	1
OS11G0537900	ORUFI11G17080	97	97	1
OS11G0538400	ORUFI11G17120	81	97	0
OS11G0538900	ORUFI11G17160	96	100	1
OS11G0539000	ORUFI11G17290	25	83	1
OS11G0539200	ORUFI11G17200	99	99	0
OS11G0539500	ORUFI11G17210	93	94	0
OS11G0539600	ORUFI11G17220	92	82	0
OS11G0539700	ORUFI11G17230	92	59	0
OS11G0539800	ORUFI11G17240	99	71	0
OS11G0540600	ORUFI11G17280	74	72	0
OS11G0542100	ORUFI11G17340	61	59	0
OS11G0543100	ORUFI11G17300	40	40	0
OS11G0543500	ORUFI11G17380	82	94	1
OS11G0543600	ORUFI11G17370	100	42	1
OS11G0543800	ORUFI11G17400	100	8	0
OS11G0544000	ORUFI11G17410	100	100	1
OS11G0544100	ORUFI11G17420	100	100	1
OS11G0544200	ORUFI11G17440	96	57	0
OS11G0544300	ORUFI11G17450	96	93	1
OS11G0544500	ORUFI11G17470	56	89	0
OS11G0544600	ORUFI11G17480	100	100	1
OS11G0544700	ORUFI11G17490	100	100	1
OS11G0544800	ORUFI11G17500	100	52	1
OS11G0545600	ORUFI11G17520	94	72	0
OS11G0545650	ORUFI01G24960	57	57	1
OS11G0545700	ORUFI11G17530	96	40	1
OS11G0545800	ORUFI11G17540	92	94	0
OS11G0546100	ORUFI11G17570	100	100	1
OS11G0546200	ORUFI11G17580	67	100	1
OS11G0546300	ORUFI11G17590	100	95	1
OS11G0546500	ORUFI11G17600	100	100	1
OS11G0546600	ORUFI11G17610	100	100	1
OS11G0546900	ORUFI11G17620	100	100	1
OS11G0547000	ORUFI11G17630	96	100	1
OS11G0549300	ORUFI11G17660	91	32	1
OS11G0549537	ORUFI11G17700	88	65	0
OS11G0549605	ORUFI11G17710	95	80	1
OS11G0549615	ORUFI11G17720	75	73	0
OS11G0549620	ORUFI11G17730	92	93	0
OS11G0549635	ORUFI11G17760	87	96	1
OS11G0549650	ORUFI11G17770	64	71	0
OS11G0549670	ORUFI03G14370	29	38	0
OS11G0549695	ORUFI11G17780	100	73	0
OS11G0549700	ORUFI11G17790	69	99	1
OS11G0549900	ORUFI11G17800	95	95	0
OS11G0550900	ORUFI11G17810	65	51	0
OS11G0551800	ORUFI11G17850	95	50	1
OS11G0552000	ORUFI11G17870	94	64	0
OS11G0552100	ORUFI11G17890	32	47	0
OS11G0552500	ORUFI11G17920	88	95	0
OS11G0552600	ORUFI11G17930	100	57	1
OS11G0553500	ORUFI11G17940	87	68	1
OS11G0554200	ORUFI11G17950	78	100	1
OS11G0555300	ORUFI11G17960	95	100	1
OS11G0555600	ORUFI11G17970	68	21	0
OS11G0557000	ORUFI11G17990	100	100	1
OS11G0557400	ORUFI11G18010	96	30	1
OS11G0557500	ORUFI11G18020	100	100	1
OS11G0557700	ORUFI11G18030	81	87	1
OS11G0557800	ORUFI11G18040	100	100	1
OS11G0557900	ORUFI11G18050	99	99	1
OS11G0558300	ORUFI11G18070	100	98	1
OS11G0558400	ORUFI11G18080	100	100	1
OS11G0558500	ORUFI11G18090	68	23	0
OS11G0562100	ORUFI11G18220	84	100	1
OS11G0564900	ORUFI11G18270	95	64	1
OS11G0565000	ORUFI11G18280	100	100	1
OS11G0565400	ORUFI11G18300	50	18	0
OS11G0565920	ORUFI11G18310	93	100	0
OS11G0566800	ORUFI11G18330	97	100	1
OS11G0567200	ORUFI07G15790	29	29	1
OS11G0567800	ORUFI11G18250	45	6	1
OS11G0568300	ORUFI11G18400	100	100	1
OS11G0568500	ORUFI11G18410	100	100	1
OS11G0568600	ORUFI11G18420	100	100	1
OS11G0568700	ORUFI11G18440	100	96	1
OS11G0568800	ORUFI11G18460	61	26	0
OS11G0569300	ORUFI11G18450	61	62	0
OS11G0569300	ORUFI11G18490	59	62	0
OS11G0569300	ORUFI11G18520	58	60	0
OS11G0569600	ORUFI11G18500	83	98	1
OS11G0569733	ORUFI11G18470	66	57	0
OS11G0570000	ORUFI11G18460	50	12	0
OS11G0570400	ORUFI11G18530	100	100	1
OS11G0571900	ORUFI11G18590	100	100	1
OS11G0572100	ORUFI11G18610	96	100	1
OS11G0572200	ORUFI11G18620	94	67	0
OS11G0572301	ORUFI11G18630	100	100	1
OS11G0572400	ORUFI11G18640	100	100	1
OS11G0572500	ORUFI11G18650	100	39	1
OS11G0572700	ORUFI11G18660	88	65	0
OS11G0572800	ORUFI11G18670	62	100	1
OS11G0572900	ORUFI11G18680	86	99	1
OS11G0573200	ORUFI11G18700	100	47	1
OS11G0573350	ORUFI11G18710	50	62	1
OS11G0573800	ORUFI11G18730	79	70	1
OS11G0574400	ORUFI11G18780	100	91	1
OS11G0574500	ORUFI11G18790	100	70	1
OS11G0574725	ORUFI11G18790	80	26	1
OS11G0575200	ORUFI11G18840	44	39	0
OS11G0575600	ORUFI11G18870	98	90	1
OS11G0575900	ORUFI11G18890	95	27	1
OS11G0576100	ORUFI11G18900	98	98	1
OS11G0576400	ORUFI11G18920	74	83	0
OS11G0576975	ORUFI11G18960	81	63	1
OS11G0577700	ORUFI11G19030	61	22	1
OS11G0577800	ORUFI11G19040	62	64	1
OS11G0578100	ORUFI11G19060	100	100	1
OS11G0578700	ORUFI11G19110	78	63	0
OS11G0579100	ORUFI11G19120	82	66	1
OS11G0579200	ORUFI11G19130	54	22	1
OS11G0579400	ORUFI11G19130	56	43	1
OS11G0579600	ORUFI11G19140	75	73	1
OS11G0579800	ORUFI11G19160	100	100	1
OS11G0579900	ORUFI11G19170	100	100	1
OS11G0580000	ORUFI11G19180	100	75	0
OS11G0580500	ORUFI11G19200	85	91	0
OS11G0580800	ORUFI11G19210	100	100	1
OS11G0581700	ORUFI11G19250	59	46	1
OS11G0581900	ORUFI11G19260	100	89	1
OS11G0582000	ORUFI11G19270	96	96	0
OS11G0582100	ORUFI11G19280	100	100	1
OS11G0582300	ORUFI11G19290	93	97	0
OS11G0582400	ORUFI11G19300	100	100	1
OS11G0582500	ORUFI11G19310	100	100	1
OS11G0582700	ORUFI11G19320	90	99	1
OS11G0583200	ORUFI11G19350	100	100	1
OS11G0583300	ORUFI11G19360	92	34	0
OS11G0584100	ORUFI11G19400	99	99	0
OS11G0585700	ORUFI11G19410	100	100	1
OS11G0585900	ORUFI11G19430	100	97	1
OS11G0586001	ORUFI11G19450	94	39	1
OS11G0586100	ORUFI11G19450	94	24	1
OS11G0586200	ORUFI11G19460	96	95	0
OS11G0586300	ORUFI11G19470	81	70	1
OS11G0586900	ORUFI11G19540	100	100	1
OS11G0587000	ORUFI11G19550	100	100	1
OS11G0587100	ORUFI11G19560	100	95	1
OS11G0587300	ORUFI11G19580	96	88	1
OS11G0587500	ORUFI11G19590	89	56	1
OS11G0588100	ORUFI11G19610	89	100	1
OS11G0588300	ORUFI11G19620	100	100	1
OS11G0588400	ORUFI11G19630	98	97	1
OS11G0588600	ORUFI11G19650	100	28	1
OS11G0590700	ORUFI11G19710	100	45	1
OS11G0591100	ORUFI11G19730	100	100	1
OS11G0591200	ORUFI11G19740	100	87	1
OS11G0591550	ORUFI11G19770	96	55	0
OS11G0591800	ORUFI11G19800	98	98	1
OS11G0592100	ORUFI11G19810	100	95	1
OS11G0592200	ORUFI11G19820	100	66	1
OS11G0592300	ORUFI11G19830	97	78	0
OS11G0592400	ORUFI11G19840	99	98	0
OS11G0592500	ORUFI11G19860	96	25	1
OS11G0592600	ORUFI11G19870	91	100	1
OS11G0592700	ORUFI11G19880	100	100	1
OS11G0592800	ORUFI11G19890	100	100	1
OS11G0592900	ORUFI11G19900	100	100	1
OS11G0593000	ORUFI11G19910	96	100	1
OS11G0593100	ORUFI11G19920	100	100	1
OS11G0593500	ORUFI11G19930	61	31	0
OS11G0593900	ORUFI11G19940	90	36	0
OS11G0594000	ORUFI11G19950	100	100	1
OS11G0594200	ORUFI11G19960	100	100	1
OS11G0594400	ORUFI11G19970	100	100	1
OS11G0594500	ORUFI11G19980	100	100	1
OS11G0594600	ORUFI11G19990	100	31	1
OS11G0594700	ORUFI11G20000	100	100	1
OS11G0594800	ORUFI11G20010	100	100	1
OS11G0595000	ORUFI11G20020	63	100	1
OS11G0595200	ORUFI11G20030	100	100	1
OS11G0596200	ORUFI11G20060	73	20	0
OS11G0597400	ORUFI11G20140	100	100	1
OS11G0597601	ORUFI11G20180	100	98	1
OS11G0598300	ORUFI11G20210	97	88	1
OS11G0598500	ORUFI11G20220	100	100	1
OS11G0598800	ORUFI11G20260	9	100	0
OS11G0598900	ORUFI11G20270	93	55	0
OS11G0599101	ORUFI11G20280	87	43	0
OS11G0599200	ORUFI11G20290	100	100	1
OS11G0599500	ORUFI11G20310	100	100	1
OS11G0600500	ORUFI11G20360	94	94	0
OS11G0600600	ORUFI11G20370	100	100	1
OS11G0600700	ORUFI11G20380	100	100	1
OS11G0600900	ORUFI11G20390	100	49	1
OS11G0601500	ORUFI11G20400	99	89	1
OS11G0601600	ORUFI11G20410	100	100	1
OS11G0601700	ORUFI11G20420	95	99	0
OS11G0602200	ORUFI11G20440	100	95	1
OS11G0602400	ORUFI11G20460	91	36	0
OS11G0602500	ORUFI03G03880	70	44	0
OS11G0602800	ORUFI11G20490	100	100	1
OS11G0602900	ORUFI11G20510	98	95	0
OS11G0603000	ORUFI11G20520	90	91	0
