Gene stable ID	Vitis vinifera gene stable ID	% identity	Vitis vinifera % identity	Orthology confidence [0 low, 1 high]
OS09G0483500	VIT_12s0059g00350	64	64	1
OS09G0483500	VIT_12s0059g00360	57	57	1
OS09G0483500	VIT_12s0059g00370	65	65	1
OS09G0483500	VIT_12s0059g00400	64	64	1
OS09G0483500	VIT_12s0059g00420	65	65	1
OS09G0483500	VIT_12s0059g00430	64	64	1
OS09G0483600	VIT_02s0087g00950	57	28	1
OS09G0484300	VIT_00s0187g00150	35	36	1
OS09G0484800	VIT_19s0090g01530	71	71	1
OS09G0484900	VIT_00s0187g00130	62	63	1
OS09G0484900	VIT_00s2188g00010	53	69	1
OS09G0485201	VIT_00s0246g00200	85	85	1
OS09G0485600	VIT_06s0004g01870	66	31	0
OS09G0485600	VIT_08s0007g08070	75	33	0
OS09G0485600	VIT_13s0064g01060	71	32	0
OS09G0485800	VIT_13s0064g01070	33	75	1
OS09G0485900	VIT_09s0002g01620	83	82	0
OS09G0485900	VIT_16s0098g00730	83	81	0
OS09G0486000	VIT_06s0004g01810	50	50	1
OS09G0486500	VIT_06s0004g01790	35	40	1
OS09G0486500	VIT_13s0064g01220	48	46	1
OS09G0486500	VIT_18s0001g00430	23	55	1
OS09G0486500	VIT_18s0001g01260	23	55	1
OS09G0486700	VIT_06s0004g01780	47	52	1
OS09G0487200	VIT_08s0007g07920	52	57	1
OS09G0487500	VIT_08s0007g07900	61	63	1
OS09G0487600	VIT_08s0007g07880	64	61	1
OS09G0487900	VIT_13s0064g01290	34	36	1
OS09G0488000	VIT_08s0007g03320	45	48	0
OS09G0488600	VIT_06s0004g01730	32	34	1
OS09G0488700	VIT_06s0004g01720	58	43	1
OS09G0488800	VIT_06s0004g01680	47	49	1
OS09G0489200	VIT_06s0004g01630	60	60	1
OS09G0489500	VIT_08s0007g06160	47	50	1
OS09G0490200	VIT_06s0004g01610	41	41	1
OS09G0490400	VIT_13s0064g00480	47	46	1
OS09G0490400	VIT_13s0064g01640	45	44	1
OS09G0490400	VIT_13s0064g01660	45	44	1
OS09G0490400	VIT_13s0064g01750	45	41	1
OS09G0491100	VIT_13s0064g00480	47	47	1
OS09G0491100	VIT_13s0064g01640	46	46	1
OS09G0491100	VIT_13s0064g01660	48	47	1
OS09G0491100	VIT_13s0064g01750	47	43	1
OS09G0491532	VIT_08s0007g06270	33	28	0
OS09G0491596	VIT_08s0007g06280	33	31	1
OS09G0491612	VIT_08s0007g07690	37	36	0
OS09G0491660	VIT_13s0156g00340	38	11	0
OS09G0491676	VIT_08s0007g06360	36	36	1
OS09G0491676	VIT_13s0156g00330	31	35	1
OS09G0491692	VIT_07s0104g00080	74	98	0
OS09G0491708	VIT_18s0122g00700	54	55	0
OS09G0491740	VIT_04s0044g01870	46	46	1
OS09G0491740	VIT_04s0044g01880	48	39	1
OS09G0491756	VIT_08s0007g03950	8	6	0
OS09G0491788	VIT_12s0142g00510	37	39	1
OS09G0491788	VIT_12s0142g00710	38	40	1
OS09G0491788	VIT_13s0019g01160	38	40	1
OS09G0491788	VIT_18s0122g00620	40	43	1
OS09G0491788	VIT_18s0122g00630	38	41	1
OS09G0491788	VIT_18s0122g00640	38	41	1
OS09G0491820	VIT_12s0142g00510	38	41	1
OS09G0491820	VIT_12s0142g00710	39	42	1
OS09G0491820	VIT_13s0019g01160	39	42	1
OS09G0491820	VIT_18s0122g00620	40	44	1
OS09G0491820	VIT_18s0122g00630	38	41	1
OS09G0491820	VIT_18s0122g00640	41	44	1
OS09G0491822	VIT_12s0142g00510	34	26	1
OS09G0491822	VIT_12s0142g00710	34	26	1
OS09G0491822	VIT_13s0019g01160	34	26	1
OS09G0491822	VIT_18s0122g00620	36	28	1
OS09G0491822	VIT_18s0122g00630	35	26	1
OS09G0491822	VIT_18s0122g00640	35	27	1
OS09G0491852	VIT_12s0142g00510	32	35	1
OS09G0491852	VIT_12s0142g00710	33	35	1
OS09G0491852	VIT_13s0019g01160	34	37	1
OS09G0491852	VIT_18s0122g00620	35	38	1
OS09G0491852	VIT_18s0122g00630	34	36	1
OS09G0491852	VIT_18s0122g00640	33	36	1
OS09G0492700	VIT_03s0038g04100	67	67	1
OS09G0492700	VIT_04s0044g01740	68	70	1
OS09G0492700	VIT_18s0122g00610	69	67	1
OS09G0492800	VIT_18s0122g00350	38	36	1
OS09G0492800	VIT_18s0122g00360	35	39	1
OS09G0492900	VIT_18s0122g00300	26	25	1
OS09G0493000	VIT_18s0122g00300	28	30	1
OS09G0493400	VIT_18s0122g00280	37	38	1
OS09G0493500	VIT_03s0038g04220	59	67	1
OS09G0493600	VIT_19s0027g00700	48	49	1
OS09G0493700	VIT_18s0001g01820	26	31	1
OS09G0493800	VIT_18s0122g00050	68	72	1
OS09G0494200	VIT_05s0062g01320	63	65	0
OS09G0494200	VIT_05s0077g01250	61	62	0
OS09G0494300	VIT_11s0065g01010	44	39	0
OS09G0494600	VIT_08s0058g01380	22	31	0
OS09G0497000	VIT_09s0054g00790	61	67	1
OS09G0497100	VIT_05s0062g00010	38	37	1
OS09G0497400	VIT_00s0187g00170	80	82	1
OS09G0497400	VIT_00s0187g00220	80	82	1
OS09G0497600	VIT_09s0054g00830	58	19	1
OS09G0497700	VIT_04s0008g02720	50	49	1
OS09G0497900	VIT_04s0008g02710	49	53	1
OS09G0498100	VIT_11s0016g02040	76	76	0
OS09G0498300	VIT_16s0098g00640	34	37	1
OS09G0498500	VIT_04s0069g00860	55	55	1
OS09G0498600	VIT_09s0054g00450	45	39	1
OS09G0498800	VIT_09s0018g02110	53	54	1
OS09G0498800	VIT_11s0052g00370	25	48	1
OS09G0498800	VIT_11s0052g00380	49	50	1
OS09G0499000	VIT_01s0113g00410	17	25	1
OS09G0499400	VIT_01s0146g00440	44	42	0
OS09G0499400	VIT_05s0049g00560	35	40	0
OS09G0499400	VIT_05s0049g00640	5	40	0
OS09G0499400	VIT_05s0049g00650	8	36	0
OS09G0499500	VIT_01s0146g00440	65	14	0
OS09G0499500	VIT_05s0049g00560	50	13	0
OS09G0499500	VIT_05s0049g00640	0	0	0
OS09G0499500	VIT_05s0049g00650	50	50	0
OS09G0499600	VIT_05s0020g00790	28	26	0
OS09G0500200	VIT_19s0090g00470	60	62	1
OS09G0500300	VIT_00s0220g00160	51	61	1
OS09G0500300	VIT_05s0094g01330	58	56	1
OS09G0500600	VIT_05s0062g00860	70	74	1
OS09G0500900	VIT_00s0184g00110	18	29	1
OS09G0501100	VIT_00s0184g00110	28	33	1
OS09G0501200	VIT_00s0260g00080	73	72	1
OS09G0501200	VIT_10s0003g02650	90	90	1
OS09G0501600	VIT_05s0029g00390	30	20	1
OS09G0501700	VIT_00s0260g00080	56	70	1
OS09G0501700	VIT_10s0003g02650	70	89	1
OS09G0502000	VIT_00s0260g00080	72	71	1
OS09G0502000	VIT_10s0003g02650	90	90	1
OS09G0502200	VIT_05s0062g01430	52	53	1
OS09G0503400	VIT_12s0035g01160	73	74	0
OS09G0503400	VIT_15s0024g00600	9	49	0
OS09G0503400	VIT_18s0001g06880	73	74	0
OS09G0504000	VIT_05s0029g00420	57	63	1
OS09G0504400	VIT_00s0360g00050	72	74	1
OS09G0504800	VIT_08s0007g08870	11	20	1
OS09G0504800	VIT_08s0007g08930	41	41	1
OS09G0504900	VIT_17s0000g03710	31	34	0
OS09G0505300	VIT_00s0245g00050	77	56	1
OS09G0505300	VIT_00s2731g00010	34	65	1
OS09G0505400	VIT_04s0023g00320	24	28	1
OS09G0505400	VIT_04s0023g00450	20	23	1
OS09G0505600	VIT_01s0146g00300	45	52	1
OS09G0505600	VIT_15s0048g00900	81	80	1
OS09G0505700	VIT_14s0171g00130	82	84	0
OS09G0505800	VIT_17s0000g01600	32	71	1
OS09G0505800	VIT_17s0000g01620	75	79	1
OS09G0506800	VIT_01s0010g03580	12	80	1
OS09G0506800	VIT_01s0010g03590	43	50	1
OS09G0506900	VIT_17s0000g01350	37	27	0
OS09G0507100	VIT_14s0068g01780	28	35	1
OS09G0507200	VIT_01s0010g03900	63	70	1
OS09G0507400	VIT_01s0010g03880	41	36	1
OS09G0507600	VIT_12s0057g01220	66	65	0
OS09G0507600	VIT_19s0015g00700	65	65	0
OS09G0507800	VIT_14s0068g01640	89	76	0
OS09G0507800	VIT_14s0083g00970	89	76	0
OS09G0507800	VIT_17s0000g00980	90	77	0
OS09G0508200	VIT_14s0068g01620	26	41	1
OS09G0508300	VIT_14s0068g01530	64	62	1
OS09G0508300	VIT_17s0000g00800	65	64	1
OS09G0508500	VIT_14s0068g01520	38	32	1
OS09G0508900	VIT_18s0122g00010	71	72	1
OS09G0509000	VIT_19s0014g01550	51	48	1
OS09G0509100	VIT_14s0068g01490	36	37	1
OS09G0509200	VIT_01s0146g00310	84	86	1
OS09G0509200	VIT_04s0008g02300	20	56	1
OS09G0509300	VIT_01s0146g00330	47	45	0
OS09G0509300	VIT_14s0068g01470	45	44	0
OS09G0509400	VIT_14s0068g01450	35	39	0
OS09G0509400	VIT_17s0000g00570	36	35	0
OS09G0509500	VIT_14s0068g01410	16	30	0
OS09G0509500	VIT_14s0068g01430	45	20	0
OS09G0509500	VIT_14s0068g01440	43	19	0
OS09G0509700	VIT_01s0146g00360	30	27	1
OS09G0509700	VIT_14s0068g01380	26	25	1
OS09G0510200	VIT_07s0005g06550	83	75	1
OS09G0510200	VIT_13s0084g00340	85	66	1
OS09G0510700	VIT_01s0150g00030	70	71	1
OS09G0510700	VIT_17s0000g00310	62	62	1
OS09G0511000	VIT_10s0116g00910	67	27	1
OS09G0511000	VIT_10s0116g00920	63	34	1
OS09G0511000	VIT_12s0059g01130	67	34	1
OS09G0512700	VIT_01s0150g00600	48	53	0
OS09G0512800	VIT_01s0150g00610	54	48	1
OS09G0512900	VIT_01s0150g00640	72	78	1
OS09G0513000	VIT_03s0038g04270	68	62	1
OS09G0513100	VIT_04s0023g00940	62	35	1
OS09G0513200	VIT_05s0124g00280	61	59	1
OS09G0513200	VIT_05s0124g00290	18	28	1
OS09G0513600	VIT_05s0124g00360	75	46	1
OS09G0513700	VIT_05s0102g00080	50	55	0
OS09G0514100	VIT_07s0141g00370	38	49	1
OS09G0514200	VIT_05s0102g00170	52	54	1
OS09G0514300	VIT_05s0102g00210	63	49	1
OS09G0514400	VIT_05s0102g00230	60	62	1
OS09G0514500	VIT_05s0102g00250	29	24	1
OS09G0514600	VIT_07s0141g00320	52	50	1
OS09G0514600	VIT_07s0289g00020	53	51	1
OS09G0514900	VIT_15s0048g02210	52	52	0
OS09G0515100	VIT_05s0102g00260	63	62	1
OS09G0515200	VIT_06s0004g03190	68	71	1
OS09G0515300	VIT_05s0102g00720	44	20	1
OS09G0515400	VIT_05s0094g00410	39	40	1
OS09G0515500	VIT_14s0060g02210	64	63	0
OS09G0515800	VIT_05s0094g00070	71	70	1
OS09G0516200	VIT_05s0102g01120	57	51	1
OS09G0516300	VIT_05s0102g01160	30	30	1
OS09G0516500	VIT_05s0102g01170	40	39	1
OS09G0516600	VIT_05s0102g01180	62	56	1
OS09G0516700	VIT_05s0102g01200	46	29	1
OS09G0516800	VIT_12s0034g01110	31	49	0
OS09G0516900	VIT_05s0094g00500	61	64	1
OS09G0517000	VIT_05s0094g00880	37	34	1
OS09G0517700	VIT_00s0227g00180	58	66	1
OS09G0517700	VIT_00s0227g00190	62	70	1
OS09G0517700	VIT_00s0582g00010	24	65	1
OS09G0517700	VIT_00s0582g00020	56	70	1
OS09G0517700	VIT_05s0094g00930	59	57	1
OS09G0518500	VIT_05s0094g01320	62	60	1
OS09G0518600	VIT_14s0060g00040	33	28	1
OS09G0518700	VIT_05s0094g01410	44	47	1
OS09G0518900	VIT_15s0048g02780	43	47	0
OS09G0519100	VIT_02s0025g02610	33	24	1
OS09G0519100	VIT_15s0048g02820	34	18	1
OS09G0520100	VIT_16s0039g00730	37	39	1
OS09G0520200	VIT_18s0001g13610	75	79	0
OS09G0520300	VIT_05s0020g02040	39	44	1
OS09G0520600	VIT_00s2117g00010	53	80	1
OS09G0520700	VIT_16s0022g02110	58	58	1
OS09G0520800	VIT_16s0022g02170	58	30	1
OS09G0521100	VIT_16s0022g01570	40	36	1
OS09G0521100	VIT_16s0022g01580	42	35	1
OS09G0521100	VIT_16s0022g02190	46	41	1
OS09G0521300	VIT_02s0025g04590	30	28	1
OS09G0521300	VIT_15s0048g01150	30	34	1
OS09G0521300	VIT_16s0022g02480	16	36	1
OS09G0521400	VIT_02s0025g04580	79	81	0
OS09G0521400	VIT_14s0036g00810	24	83	0
OS09G0521400	VIT_16s0022g02490	22	77	0
OS09G0521400	VIT_16s0100g00110	20	80	0
OS09G0521400	VIT_16s0100g00160	64	66	0
OS09G0521400	VIT_17s0000g02800	28	57	0
OS09G0521500	VIT_15s0048g01100	77	76	1
OS09G0521500	VIT_19s0027g00670	18	65	1
OS09G0521900	VIT_15s0048g01040	50	47	1
OS09G0522100	VIT_02s0025g04460	36	38	1
OS09G0522100	VIT_11s0016g02140	22	37	1
OS09G0522100	VIT_16s0100g00380	36	41	1
OS09G0522200	VIT_02s0025g04460	34	34	1
OS09G0522200	VIT_11s0016g02140	23	37	1
OS09G0522200	VIT_16s0100g00380	37	41	1
OS09G0524300	VIT_02s0025g04420	50	51	1
OS09G0524300	VIT_16s0100g00460	48	48	1
OS09G0524800	VIT_16s0100g00470	46	45	1
OS09G0525200	VIT_02s0025g04400	48	55	1
OS09G0525300	VIT_02s0025g04380	59	54	1
OS09G0525300	VIT_15s0048g01930	60	58	1
OS09G0525300	VIT_16s0100g00520	54	55	1
OS09G0525400	VIT_12s0028g01220	39	31	1
OS09G0525600	VIT_02s0025g04050	48	42	0
OS09G0525600	VIT_02s0025g04060	9	27	0
OS09G0525700	VIT_02s0025g04090	46	28	0
OS09G0526300	VIT_09s0018g02100	30	51	0
OS09G0526300	VIT_13s0067g01580	28	33	0
OS09G0526600	VIT_02s0025g04170	35	52	0
OS09G0526600	VIT_16s0100g00720	30	51	0
OS09G0526700	VIT_02s0025g04210	64	68	0
OS09G0526800	VIT_15s0046g00120	62	63	1
OS09G0527600	VIT_15s0048g03000	61	61	1
OS09G0527900	VIT_03s0038g00690	64	65	1
OS09G0527900	VIT_04s0023g03030	60	69	1
OS09G0528000	VIT_03s0038g00700	48	43	1
OS09G0528000	VIT_04s0023g03060	49	44	1
OS09G0528000	VIT_16s0050g02080	12	47	1
OS09G0528000	VIT_18s0001g13580	47	41	1
OS09G0528100	VIT_03s0038g00730	62	58	1
OS09G0528200	VIT_02s0025g02590	24	32	1
OS09G0528200	VIT_15s0048g02870	33	34	1
OS09G0528200	VIT_16s0098g01170	27	30	1
OS09G0528300	VIT_02s0025g02580	66	64	1
OS09G0528700	VIT_02s0025g02570	57	60	1
OS09G0528700	VIT_15s0048g02900	57	59	1
OS09G0528800	VIT_02s0025g02530	55	57	1
OS09G0528800	VIT_16s0098g01220	56	59	1
OS09G0529100	VIT_16s0098g01200	68	71	1
OS09G0529350	VIT_02s0025g02450	48	30	1
OS09G0529700	VIT_19s0090g00070	81	81	0
OS09G0529700	VIT_19s0090g00110	31	75	0
OS09G0529900	VIT_02s0025g02430	54	52	1
OS09G0530000	VIT_16s0098g01280	68	67	1
OS09G0530200	VIT_03s0038g00630	65	68	1
OS09G0530500	VIT_03s0038g00610	43	12	1
OS09G0530500	VIT_04s0023g02950	45	14	1
OS09G0530800	VIT_02s0025g02880	43	11	0
OS09G0531100	VIT_03s0038g00320	64	64	1
OS09G0531200	VIT_03s0038g00390	17	39	1
OS09G0531200	VIT_18s0001g03840	18	19	1
OS09G0531600	VIT_03s0038g00310	29	44	0
OS09G0531600	VIT_04s0023g02780	39	34	0
OS09G0531600	VIT_18s0001g13420	39	39	0
OS09G0531701	VIT_16s0022g02280	55	59	1
OS09G0531800	VIT_15s0048g01300	84	58	1
OS09G0531900	VIT_15s0048g01300	70	72	1
OS09G0532000	VIT_02s0025g04660	59	59	0
OS09G0532000	VIT_02s0025g04670	44	53	0
OS09G0532200	VIT_15s0048g02530	39	42	1
OS09G0532400	VIT_15s0048g02540	34	33	1
OS09G0532400	VIT_16s0098g00900	34	31	1
OS09G0532500	VIT_15s0048g02550	34	28	1
OS09G0532700	VIT_16s0022g01340	44	44	1
OS09G0532800	VIT_15s0048g02550	39	32	1
OS09G0532900	VIT_00s1241g00010	50	53	1
OS09G0532900	VIT_16s0022g01210	48	52	1
OS09G0533200	VIT_01s0127g00610	39	54	1
OS09G0533300	VIT_15s0048g02230	62	60	1
OS09G0533300	VIT_15s0048g02240	62	62	1
OS09G0533400	VIT_02s0012g00310	77	26	1
OS09G0533600	VIT_02s0012g00150	59	57	1
OS09G0533600	VIT_15s0021g00970	59	56	1
OS09G0533900	VIT_04s0023g03260	65	65	1
OS09G0533900	VIT_18s0001g14040	70	70	1
OS09G0534000	VIT_10s0003g01840	28	44	1
OS09G0534000	VIT_19s0014g00840	34	30	1
OS09G0534200	VIT_18s0001g14280	80	80	1
OS09G0534600	VIT_00s0194g00030	25	15	0
OS09G0534600	VIT_05s0062g00690	4	7	0
OS09G0534600	VIT_19s0015g01090	24	15	0
OS09G0534800	VIT_06s0061g00220	86	85	1
OS09G0534800	VIT_08s0007g08860	86	86	1
OS09G0534800	VIT_17s0053g01010	86	86	1
OS09G0535000	VIT_03s0038g01780	75	70	1
OS09G0535100	VIT_10s0042g00580	45	47	0
OS09G0535300	VIT_03s0038g01810	87	87	1
OS09G0535400	VIT_18s0001g14420	20	30	1
OS09G0535500	VIT_04s0023g03460	20	26	1
OS09G0535900	VIT_03s0038g02090	64	67	1
OS09G0536000	VIT_04s0023g03440	38	59	1
OS09G0536000	VIT_04s0023g03450	9	51	1
OS09G0536200	VIT_03s0038g02120	65	63	1
OS09G0536200	VIT_04s0023g03480	65	64	1
OS09G0536300	VIT_03s0038g02160	59	47	0
OS09G0536300	VIT_04s0023g03540	59	50	0
OS09G0536300	VIT_18s0001g14480	56	44	0
OS09G0536400	VIT_03s0038g02170	56	50	1
OS09G0536400	VIT_04s0023g03550	58	54	1
OS09G0536700	VIT_03s0038g02190	64	64	0
OS09G0537600	VIT_03s0038g02200	67	64	1
OS09G0538200	VIT_03s0038g02300	92	92	1
OS09G0538200	VIT_04s0023g03690	91	91	1
OS09G0538400	VIT_03s0038g02310	66	66	0
OS09G0538400	VIT_04s0023g03710	63	65	0
OS09G0538500	VIT_04s0023g03720	53	58	0
OS09G0538500	VIT_04s0023g03740	54	59	0
OS09G0538700	VIT_04s0023g03760	56	58	1
OS09G0538800	VIT_03s0038g02330	71	71	0
OS09G0538800	VIT_18s0001g14630	73	73	0
OS09G0539100	VIT_04s0023g03820	75	73	1
OS09G0539200	VIT_03s0038g02360	54	29	1
OS09G0539400	VIT_03s0038g02370	44	54	1
OS09G0539500	VIT_03s0038g02490	54	62	1
OS09G0539800	VIT_05s0020g01980	69	36	1
OS09G0539800	VIT_14s0030g00740	68	35	1
OS09G0540300	VIT_08s0007g03800	25	22	1
OS09G0540400	VIT_18s0001g14760	37	48	1
OS09G0540400	VIT_18s0001g14770	48	28	1
OS09G0540400	VIT_18s0001g14780	44	48	1
OS09G0540400	VIT_18s0001g14790	46	47	1
OS09G0540400	VIT_18s0001g14800	48	49	1
OS09G0540400	VIT_18s0001g14810	46	49	1
OS09G0540500	VIT_08s0040g03210	50	50	1
OS09G0540600	VIT_03s0038g02430	56	58	1
OS09G0541500	VIT_03s0038g02580	64	79	1
OS09G0541700	VIT_00s0510g00010	66	61	0
OS09G0541900	VIT_03s0038g02590	79	79	1
OS09G0541900	VIT_18s0001g01120	80	80	1
OS09G0542000	VIT_18s0001g01090	70	69	0
OS09G0542100	VIT_00s0434g00090	8	26	1
OS09G0542100	VIT_00s0510g00050	29	47	1
OS09G0542100	VIT_00s2536g00010	2	8	1
OS09G0542200	VIT_18s0001g01080	49	50	1
OS09G0542500	VIT_00s0264g00010	49	37	1
OS09G0542500	VIT_00s0434g00010	49	37	1
OS09G0542500	VIT_03s0038g02660	48	41	1
OS09G0542600	VIT_00s0264g00020	35	32	1
OS09G0542700	VIT_03s0038g02850	43	44	1
OS09G0542800	VIT_18s0001g00890	43	44	0
OS09G0542900	VIT_18s0001g00840	31	32	1
OS09G0543400	VIT_11s0016g04460	21	49	0
OS09G0543400	VIT_11s0016g04470	49	51	0
OS09G0543400	VIT_18s0001g00740	30	52	0
OS09G0544800	VIT_03s0038g03620	67	64	1
OS09G0544800	VIT_18s0001g00550	53	55	1
OS09G0544900	VIT_18s0001g00490	60	62	1
OS09G0545000	VIT_06s0009g00990	28	30	1
OS09G0545300	VIT_03s0038g03470	28	17	1
OS09G0545300	VIT_03s0038g03480	27	28	1
OS09G0545300	VIT_03s0038g03490	27	34	1
OS09G0545300	VIT_03s0038g03500	30	19	1
OS09G0545300	VIT_03s0038g03510	31	36	1
OS09G0545300	VIT_03s0038g03520	28	20	1
OS09G0545300	VIT_03s0038g03760	27	33	1
OS09G0545300	VIT_03s0038g03770	28	35	1
OS09G0545300	VIT_03s0038g03780	34	40	1
OS09G0545300	VIT_18s0001g00300	32	41	1
OS09G0547200	VIT_00s0302g00010	33	44	1
OS09G0547200	VIT_00s1235g00010	37	50	1
OS09G0547300	VIT_03s0038g03260	37	41	1
OS09G0547300	VIT_18s0001g00170	31	38	1
OS09G0547500	VIT_03s0038g03420	63	62	1
OS09G0547500	VIT_14s0036g00590	19	55	1
OS09G0547500	VIT_18s0001g00210	61	63	1
OS09G0548200	VIT_03s0038g03210	39	41	1
OS09G0548200	VIT_03s0038g03220	39	39	1
OS09G0548300	VIT_03s0038g03200	53	50	1
OS09G0548600	VIT_02s0012g00730	45	40	1
OS09G0548600	VIT_10s0003g02840	43	34	1
OS09G0548600	VIT_10s0003g02850	41	38	1
OS09G0548600	VIT_15s0021g00650	42	38	1
OS09G0548600	VIT_19s0014g00150	43	40	1
OS09G0549400	VIT_03s0038g03690	15	30	1
OS09G0549400	VIT_04s0044g00010	11	33	1
OS09G0549400	VIT_18s0001g14190	16	24	1
OS09G0549450	VIT_03s0038g03710	45	40	1
OS09G0549450	VIT_18s0122g01290	42	43	1
OS09G0549500	VIT_13s0019g05210	55	60	1
OS09G0549700	VIT_06s0061g00430	64	61	1
OS09G0550000	VIT_03s0038g03820	27	21	1
OS09G0550000	VIT_03s0038g03830	16	25	1
OS09G0550000	VIT_18s0122g01220	35	31	1
OS09G0551300	VIT_19s0015g00830	26	51	1
OS09G0551300	VIT_19s0015g00840	21	56	1
OS09G0551600	VIT_04s0044g00110	60	49	1
OS09G0551600	VIT_18s0122g01190	57	48	1
OS09G0551800	VIT_18s0122g01130	40	38	1
OS09G0551900	VIT_04s0044g00170	52	12	1
OS09G0552300	VIT_07s0031g02130	69	65	1
OS09G0552500	VIT_12s0034g01870	36	35	1
OS09G0552500	VIT_12s0034g01890	36	35	1
OS09G0552500	VIT_12s0034g01900	22	28	1
OS09G0552500	VIT_12s0034g01910	32	36	1
OS09G0552500	VIT_12s0034g01930	36	35	1
OS09G0552500	VIT_12s0034g01950	37	36	1
OS09G0552500	VIT_12s0034g01970	18	35	1
OS09G0552500	VIT_12s0034g01980	11	39	1
OS09G0552600	VIT_12s0034g01870	36	35	1
OS09G0552600	VIT_12s0034g01890	36	35	1
OS09G0552600	VIT_12s0034g01900	22	28	1
OS09G0552600	VIT_12s0034g01910	31	36	1
OS09G0552600	VIT_12s0034g01930	36	35	1
OS09G0552600	VIT_12s0034g01950	36	36	1
OS09G0552600	VIT_12s0034g01970	18	34	1
OS09G0552600	VIT_12s0034g01980	11	39	1
OS09G0552800	VIT_17s0053g00740	51	79	1
OS09G0553300	VIT_08s0007g06540	48	38	1
OS09G0553600	VIT_01s0011g04800	66	74	1
OS09G0553700	VIT_06s0004g01210	43	37	0
OS09G0553700	VIT_13s0156g00220	45	37	0
OS09G0553800	VIT_13s0156g00200	60	36	1
OS09G0553900	VIT_18s0122g00830	50	52	1
OS09G0554000	VIT_03s0038g03950	67	40	1
OS09G0554000	VIT_07s0031g02290	58	34	1
OS09G0554200	VIT_03s0038g03930	21	33	1
OS09G0554200	VIT_07s0031g02250	36	40	1
OS09G0554200	VIT_18s0122g00870	35	39	1
OS09G0554300	VIT_07s0031g02200	56	57	1
OS09G0555100	VIT_07s0031g02200	56	56	1
OS09G0555200	VIT_02s0025g04530	41	9	0
OS09G0555300	VIT_18s0122g01030	41	41	0
OS09G0555400	VIT_00s0207g00190	48	50	1
OS09G0555500	VIT_04s0079g00680	61	57	0
OS09G0555600	VIT_01s0010g02140	33	35	1
OS09G0555700	VIT_01s0010g02090	41	33	1
OS09G0555700	VIT_01s0010g02100	41	38	1
OS09G0555800	VIT_04s0079g00790	62	61	0
OS09G0556000	VIT_05s0020g02760	69	68	0
OS09G0556000	VIT_14s0128g00220	79	79	0
OS09G0556200	VIT_04s0008g06310	58	53	1
OS09G0556200	VIT_11s0118g00490	57	57	1
OS09G0556400	VIT_11s0118g00410	74	48	1
OS09G0556500	VIT_04s0008g06470	60	73	1
OS09G0556700	VIT_04s0008g06180	53	25	1
OS09G0556800	VIT_11s0118g00770	40	36	1
OS09G0557400	VIT_04s0008g05940	37	33	1
OS09G0557500	VIT_11s0016g00010	59	64	1
OS09G0557700	VIT_04s0008g05840	59	60	1
OS09G0557800	VIT_04s0008g06640	73	54	1
OS09G0557800	VIT_11s0037g00210	74	55	1
OS09G0557900	VIT_09s0018g00520	49	49	1
OS09G0558100	VIT_11s0037g00420	57	57	1
OS09G0558200	VIT_13s0084g00800	31	33	0
OS09G0558300	VIT_04s0069g00790	57	55	0
OS09G0558300	VIT_11s0065g00860	12	42	0
OS09G0558300	VIT_11s0065g00900	12	44	0
OS09G0558300	VIT_11s0065g00930	35	56	0
OS09G0559800	VIT_09s0054g01610	62	62	1
OS09G0559900	VIT_09s0054g01570	34	47	1
OS09G0560000	VIT_11s0065g00460	39	39	1
OS09G0560100	VIT_09s0054g01030	44	45	1
OS09G0560300	VIT_16s0100g01290	83	86	1
OS09G0560400	VIT_01s0026g01070	42	36	1
OS09G0560450	VIT_03s0017g02290	45	60	1
OS09G0560500	VIT_07s0005g04700	45	66	0
OS09G0560700	VIT_01s0011g01110	63	66	1
OS09G0560800	VIT_01s0011g01110	58	60	1
OS09G0560850	VIT_03s0017g02240	19	43	0
OS09G0560850	VIT_19s0085g00810	28	44	0
OS09G0560900	VIT_03s0017g02130	15	73	1
OS09G0561000	VIT_10s0003g05150	21	6	1
OS09G0561482	VIT_10s0003g05150	22	7	1
OS09G0563200	VIT_01s0011g01510	73	73	1
OS09G0563250	VIT_03s0017g01770	54	51	1
OS09G0563300	VIT_01s0011g01680	59	29	1
OS09G0563700	VIT_01s0011g01940	21	13	0
OS09G0565200	VIT_14s0066g00140	57	58	1
OS09G0565400	VIT_01s0137g00500	49	42	1
OS09G0565450	VIT_14s0066g00490	0	0	1
OS09G0565450	VIT_14s0066g00500	2	3	1
OS09G0565450	VIT_14s0066g00540	54	57	1
OS09G0565500	VIT_14s0066g00490	46	34	1
OS09G0565500	VIT_14s0066g00500	0	1	1
OS09G0565500	VIT_14s0066g00540	0	0	1
OS09G0565600	VIT_08s0007g03930	69	69	1
OS09G0565700	VIT_06s0061g01300	71	70	1
OS09G0566050	VIT_06s0061g01300	71	71	1
OS09G0566100	VIT_08s0007g03880	31	31	1
OS09G0566550	VIT_08s0007g03910	57	50	1
OS09G0566550	VIT_13s0074g00430	52	51	1
OS09G0567300	VIT_08s0007g03610	80	80	1
OS09G0567366	VIT_06s0080g00030	60	51	0
OS09G0567366	VIT_09s0070g00360	41	72	0
OS09G0567400	VIT_13s0074g00740	28	29	1
OS09G0567700	VIT_06s0080g00130	71	67	1
OS09G0567800	VIT_08s0007g03670	29	10	0
