Gene stable ID	Arabidopsis thaliana gene stable ID	% identity	Arabidopsis thaliana % identity	Orthology confidence [0 low, 1 high]
OS09G0453800	AT1G77670	70	74	1
OS09G0453900	AT1G21920	54	54	1
OS09G0453900	AT1G77660	49	48	1
OS09G0454100	AT1G25290	41	42	1
OS09G0454200	AT1G10790	22	32	1
OS09G0454300	AT1G10780	52	54	1
OS09G0454600	AT3G48850	67	64	1
OS09G0454900	AT5G35370	42	43	1
OS09G0455200	AT1G46264	38	43	1
OS09G0455300	AT3G50330	39	40	0
OS09G0455300	AT5G67060	38	37	0
OS09G0455400	AT4G02720	83	15	0
OS09G0456100	AT1G45207	29	32	1
OS09G0456100	AT4G36970	23	33	1
OS09G0456200	AT1G49720	39	36	0
OS09G0456200	AT3G19290	45	39	0
OS09G0456200	AT4G34000	44	36	0
OS09G0456700	AT3G50340	51	50	1
OS09G0456700	AT5G67020	50	50	1
OS09G0456800	AT2G41690	29	36	1
OS09G0456800	AT4G36990	35	38	1
OS09G0457100	AT3G19270	59	63	1
OS09G0457400	AT4G25000	53	55	1
OS09G0457600	AT4G25000	54	56	1
OS09G0457800	AT4G25000	55	57	1
OS09G0457900	AT4G34410	32	33	1
OS09G0458300	AT3G19230	49	49	1
OS09G0458400	AT3G19220	42	47	0
OS09G0458700	AT2G15680	31	30	1
OS09G0459200	AT3G19200	28	31	1
OS09G0459200	AT3G50640	28	27	1
OS09G0459200	AT4G34419	27	33	1
OS09G0459200	AT5G66800	32	27	1
OS09G0459500	AT5G42750	59	14	1
OS09G0459600	AT1G47380	61	60	1
OS09G0459800	AT1G49670	66	64	0
OS09G0460000	AT4G10130	45	45	1
OS09G0460200	AT2G21630	56	43	0
OS09G0462200	AT1G19190	42	44	1
OS09G0462200	AT1G49640	38	40	1
OS09G0462200	AT1G49650	40	36	1
OS09G0462200	AT1G49660	38	39	1
OS09G0462200	AT2G03550	40	43	1
OS09G0462200	AT3G48690	39	40	1
OS09G0462200	AT3G48700	40	41	1
OS09G0462400	AT2G26560	64	54	1
OS09G0462700	AT1G47490	51	52	1
OS09G0462700	AT1G47500	51	51	1
OS09G0462700	AT1G49600	47	46	1
OS09G0462700	AT3G19130	45	46	1
OS09G0462875	AT2G05850	39	29	1
OS09G0462875	AT3G52000	42	31	1
OS09G0462875	AT3G52010	40	29	1
OS09G0462875	AT3G52020	41	29	1
OS09G0462875	AT3G63470	46	32	1
OS09G0463100	AT3G56540	6	4	0
OS09G0463300	AT4G37080	42	42	1
OS09G0463300	AT5G42690	38	43	1
OS09G0463600	AT5G42680	50	52	1
OS09G0463700	AT1G62970	27	13	1
OS09G0463700	AT2G01710	25	30	1
OS09G0463700	AT5G09540	22	29	1
OS09G0463700	AT5G64360	24	20	1
OS09G0464000	AT1G58180	39	41	1
OS09G0464000	AT4G33580	49	49	1
OS09G0464300	AT1G14490	27	44	1
OS09G0464300	AT5G49700	32	39	1
OS09G0464400	AT4G24560	31	28	1
OS09G0464400	AT5G65450	30	38	1
OS09G0465400	AT2G22500	48	61	1
OS09G0465400	AT4G24570	48	62	1
OS09G0465400	AT5G09470	46	54	1
OS09G0465500	AT4G24590	39	41	0
OS09G0465500	AT5G49710	36	40	0
OS09G0465600	AT4G24620	74	76	1
OS09G0465800	AT4G38100	27	25	0
OS09G0466300	AT1G28200	46	41	1
OS09G0466300	AT2G22475	51	40	1
OS09G0466300	AT4G40100	42	44	1
OS09G0466400	AT4G24660	44	55	1
OS09G0466400	AT5G65410	38	38	1
OS09G0466800	AT4G33590	44	42	1
OS09G0466800	AT4G33600	44	42	1
OS09G0466900	AT1G12680	54	52	1
OS09G0467100	AT3G21110	62	61	0
OS09G0467300	AT1G28220	41	45	1
OS09G0467300	AT1G28230	43	47	1
OS09G0467300	AT2G33750	40	44	1
OS09G0468000	AT5G10420	55	54	1
OS09G0468000	AT5G44050	52	51	1
OS09G0468000	AT5G65380	57	57	1
OS09G0468150	AT4G40080	29	27	1
OS09G0468150	AT5G10410	19	18	1
OS09G0468150	AT5G65370	17	19	1
OS09G0468300	AT1G22500	29	29	0
OS09G0468300	AT1G35330	26	31	0
OS09G0468300	AT1G72200	32	31	0
OS09G0468300	AT2G34990	24	31	0
OS09G0468300	AT2G35000	32	33	0
OS09G0468300	AT3G05200	38	37	0
OS09G0468300	AT4G09100	13	37	0
OS09G0468300	AT4G09110	24	30	0
OS09G0468300	AT4G09120	28	31	0
OS09G0468300	AT4G09130	26	28	0
OS09G0468300	AT5G27420	34	36	0
OS09G0468600	AT1G52770	30	11	1
OS09G0468600	AT3G15570	29	10	1
OS09G0468700	AT1G22490	36	42	1
OS09G0468700	AT1G72210	39	43	1
OS09G0468700	AT5G65320	30	35	1
OS09G0469400	AT4G09020	67	30	1
OS09G0469950	AT5G64280	54	28	0
OS09G0469950	AT5G64290	59	30	0
OS09G0470000	AT5G64280	71	13	0
OS09G0470000	AT5G64290	83	15	0
OS09G0470500	AT2G22430	42	37	1
OS09G0470500	AT4G40060	37	35	1
OS09G0470500	AT5G65310	33	29	1
OS09G0470900	AT4G40050	48	48	1
OS09G0471100	AT2G22420	60	66	1
OS09G0471900	AT2G22400	48	52	1
OS09G0471900	AT4G40000	44	49	1
OS09G0473300	AT1G22310	3	3	1
OS09G0473350	AT1G22310	33	17	1
OS09G0473400	AT4G08940	47	48	1
OS09G0474000	AT1G13600	30	27	1
OS09G0474000	AT1G68880	24	30	1
OS09G0474000	AT2G04038	28	29	1
OS09G0474000	AT3G30530	30	30	1
OS09G0474000	AT5G15830	31	28	1
OS09G0474000	AT5G38800	28	30	1
OS09G0474051	AT5G48910	42	38	0
OS09G0474100	AT1G26260	28	31	1
OS09G0474100	AT1G68920	32	28	1
OS09G0474300	AT2G04030	69	58	1
OS09G0474800	AT1G13640	55	59	0
OS09G0474800	AT1G26270	57	60	0
OS09G0474800	AT2G03890	59	60	0
OS09G0475400	AT1G69010	24	40	1
OS09G0475400	AT5G08130	31	30	1
OS09G0475400	AT5G38860	20	34	1
OS09G0475700	AT1G69020	48	50	1
OS09G0475800	AT3G50410	29	20	0
OS09G0475800	AT5G66940	27	20	0
OS09G0476000	AT5G08120	27	22	1
OS09G0476100	AT5G55670	46	39	1
OS09G0476800	AT4G12730	33	22	0
OS09G0476800	AT5G55730	41	26	0
OS09G0477700	AT5G55820	14	10	1
OS09G0477900	AT3G13180	58	64	1
OS09G0478100	AT1G55850	47	48	0
OS09G0478300	AT1G55850	51	44	0
OS09G0478400	AT2G04340	46	47	1
OS09G0478500	AT5G47750	68	68	1
OS09G0478600	AT2G04240	33	22	1
OS09G0479300	AT1G55790	24	22	1
OS09G0479300	AT1G55800	21	31	1
OS09G0479400	AT1G55790	23	25	1
OS09G0479400	AT1G55800	17	31	1
OS09G0479800	AT5G47810	63	66	0
OS09G0479900	AT2G04160	55	58	1
OS09G0479900	AT5G59810	55	57	1
OS09G0480400	AT5G47780	49	56	1
OS09G0480700	AT1G08970	57	42	1
OS09G0480700	AT1G54830	58	45	1
OS09G0481100	AT1G55690	44	43	1
OS09G0481100	AT5G56160	37	39	1
OS09G0481200	AT1G55670	57	58	0
OS09G0481300	AT3G13360	13	14	1
OS09G0481300	AT4G26455	17	19	1
OS09G0481300	AT5G56210	17	17	1
OS09G0481600	AT5G56220	59	34	1
OS09G0481650	AT4G02950	24	15	1
OS09G0481650	AT4G02970	18	13	1
OS09G0481650	AT4G03350	22	16	1
OS09G0481650	AT4G03360	25	17	1
OS09G0481650	AT4G03370	23	15	1
OS09G0481650	AT4G05230	32	30	1
OS09G0481650	AT4G05260	26	19	1
OS09G0481700	AT4G26440	24	27	0
OS09G0481700	AT5G56270	32	30	0
OS09G0481800	AT2G33180	53	49	0
OS09G0482100	AT5G56000	89	89	0
OS09G0482100	AT5G56010	90	90	0
OS09G0482100	AT5G56030	90	86	0
OS09G0482400	AT5G56000	88	88	0
OS09G0482400	AT5G56010	90	90	0
OS09G0482400	AT5G56030	90	86	0
OS09G0482600	AT5G56000	88	88	0
OS09G0482600	AT5G56010	90	90	0
OS09G0482600	AT5G56030	90	86	0
OS09G0482620	AT1G54370	52	26	1
OS09G0482620	AT1G79610	52	26	1
OS09G0482640	AT1G16110	33	23	1
OS09G0482640	AT1G16120	41	25	1
OS09G0482640	AT1G16130	40	24	1
OS09G0482640	AT1G16150	39	22	1
OS09G0482640	AT1G16160	39	24	1
OS09G0482640	AT1G16260	41	25	1
OS09G0482640	AT1G17910	39	23	1
OS09G0482640	AT1G19390	41	23	1
OS09G0482640	AT1G69730	42	23	1
OS09G0482640	AT1G79670	42	25	1
OS09G0482640	AT1G79680	40	23	1
OS09G0482640	AT4G31100	41	23	1
OS09G0482640	AT4G31110	42	24	1
OS09G0482660	AT1G20150	49	33	1
OS09G0482660	AT1G20160	53	36	1
OS09G0482680	AT2G04530	59	61	1
OS09G0482720	AT1G04970	48	48	1
OS09G0482720	AT3G20270	39	26	1
OS09G0482740	AT1G04960	41	39	1
OS09G0482780	AT2G04780	52	49	1
OS09G0482800	AT1G54530	28	30	0
OS09G0482840	AT1G54530	28	31	0
OS09G0483100	AT1G54530	28	31	0
OS09G0483300	AT1G54530	28	31	0
OS09G0483500	AT1G54530	28	31	0
OS09G0483600	AT3G45880	54	57	1
OS09G0484300	AT4G12570	31	31	1
OS09G0484800	AT1G50590	67	64	1
OS09G0484900	AT5G47560	62	62	1
OS09G0485201	ATCG01060	86	86	1
OS09G0485600	AT1G51220	66	30	0
OS09G0485600	AT3G20880	64	24	0
OS09G0485600	AT3G57670	75	30	0
OS09G0485900	AT1G33120	76	75	0
OS09G0485900	AT1G33140	76	75	0
OS09G0485900	AT4G10450	74	73	0
OS09G0486000	AT5G13070	47	48	1
OS09G0486500	AT3G12630	46	48	1
OS09G0486700	AT1G51170	43	49	1
OS09G0486700	AT3G20830	44	49	1
OS09G0487200	AT2G42320	41	47	1
OS09G0487200	AT3G57780	39	45	1
OS09G0487200	AT5G06930	31	34	1
OS09G0487500	AT2G42310	59	61	1
OS09G0487500	AT3G57785	59	61	1
OS09G0487600	AT3G57790	62	58	1
OS09G0487900	AT1G51140	27	29	0
OS09G0487900	AT2G42280	32	36	0
OS09G0488000	AT5G15770	42	46	0
OS09G0488600	AT5G12930	30	31	1
OS09G0488700	AT4G12070	53	39	1
OS09G0488800	AT5G12900	39	42	1
OS09G0489200	AT3G20810	56	54	1
OS09G0489500	AT5G06839	42	48	1
OS09G0490200	AT1G73730	38	41	1
OS09G0490400	AT1G47600	40	39	1
OS09G0490400	AT1G51470	40	39	1
OS09G0490400	AT1G51490	34	35	1
OS09G0490400	AT1G52400	38	35	1
OS09G0490400	AT1G66270	38	36	1
OS09G0490400	AT1G66280	38	36	1
OS09G0490400	AT1G75940	37	35	1
OS09G0490400	AT2G32860	40	32	1
OS09G0490400	AT2G44460	42	35	1
OS09G0490400	AT2G44470	40	34	1
OS09G0490400	AT2G44480	44	42	1
OS09G0490400	AT2G44490	39	34	1
OS09G0490400	AT3G03640	40	37	1
OS09G0490400	AT3G09260	37	35	1
OS09G0490400	AT3G21370	39	37	1
OS09G0490400	AT3G60120	40	36	1
OS09G0490400	AT3G60140	41	35	1
OS09G0490400	AT5G24540	45	42	1
OS09G0490400	AT5G24550	45	41	1
OS09G0490400	AT5G28510	38	35	1
OS09G0491100	AT1G47600	40	39	1
OS09G0491100	AT1G51470	40	39	1
OS09G0491100	AT1G51490	34	35	1
OS09G0491100	AT1G52400	40	38	1
OS09G0491100	AT1G66270	38	36	1
OS09G0491100	AT1G66280	38	36	1
OS09G0491100	AT1G75940	40	37	1
OS09G0491100	AT2G32860	41	34	1
OS09G0491100	AT2G44460	43	37	1
OS09G0491100	AT2G44470	42	35	1
OS09G0491100	AT2G44480	44	43	1
OS09G0491100	AT2G44490	40	36	1
OS09G0491100	AT3G03640	41	39	1
OS09G0491100	AT3G09260	39	38	1
OS09G0491100	AT3G21370	40	38	1
OS09G0491100	AT3G60120	40	37	1
OS09G0491100	AT3G60140	42	36	1
OS09G0491100	AT5G24540	46	43	1
OS09G0491100	AT5G24550	45	42	1
OS09G0491100	AT5G28510	40	37	1
OS09G0491532	AT2G42200	27	23	0
OS09G0491532	AT3G57920	26	24	0
OS09G0491596	AT2G42190	32	40	1
OS09G0491596	AT3G57930	28	36	1
OS09G0491612	AT3G12145	35	36	1
OS09G0491660	AT2G42150	31	10	0
OS09G0491660	AT2G44430	36	12	0
OS09G0491660	AT3G57980	31	10	0
OS09G0491660	AT3G60110	29	10	0
OS09G0491676	AT3G57990	32	32	1
OS09G0491692	AT2G17350	91	91	0
OS09G0491708	AT2G33620	43	44	1
OS09G0491740	AT1G20925	50	40	0
OS09G0491740	AT1G76520	48	46	0
OS09G0491740	AT1G76530	47	43	0
OS09G0491756	AT1G27650	12	11	0
OS09G0491756	AT5G42820	7	7	0
OS09G0491788	AT1G76470	37	39	1
OS09G0491788	AT2G33590	37	40	1
OS09G0491788	AT2G33600	35	38	1
OS09G0491820	AT1G76470	36	38	1
OS09G0491820	AT2G33590	37	40	1
OS09G0491820	AT2G33600	37	40	1
OS09G0491822	AT1G76470	31	24	1
OS09G0491822	AT2G33590	35	26	1
OS09G0491822	AT2G33600	33	25	1
OS09G0491852	AT1G76470	31	33	1
OS09G0491852	AT2G33590	33	36	1
OS09G0491852	AT2G33600	32	34	1
OS09G0492700	AT1G76490	68	61	1
OS09G0492700	AT2G17370	61	63	1
OS09G0492800	AT1G20990	36	34	1
OS09G0492900	AT1G21010	25	21	1
OS09G0492900	AT1G76600	28	24	1
OS09G0493000	AT1G21010	24	23	1
OS09G0493000	AT1G76600	27	25	1
OS09G0493400	AT1G21060	35	36	1
OS09G0493400	AT1G43020	29	35	1
OS09G0493400	AT1G76620	35	35	1
OS09G0493500	AT4G35420	55	62	1
OS09G0493600	AT3G12930	49	47	1
OS09G0493700	AT1G32870	23	30	1
OS09G0493700	AT1G34180	25	30	1
OS09G0493700	AT1G34190	25	31	1
OS09G0493800	AT1G21080	68	67	1
OS09G0493800	AT1G76700	65	65	1
OS09G0494200	AT1G05850	61	62	0
OS09G0494200	AT3G16920	60	56	0
OS09G0494300	AT5G35330	36	42	1
OS09G0494300	AT5G35338	21	43	1
OS09G0494600	AT5G43180	30	34	0
OS09G0497000	AT3G20240	58	65	1
OS09G0497100	AT3G20250	35	36	1
OS09G0497100	AT4G25880	29	33	1
OS09G0497400	AT4G12590	79	80	1
OS09G0497700	AT2G24420	46	47	1
OS09G0497700	AT4G30090	27	31	1
OS09G0497700	AT4G31340	47	48	1
OS09G0497900	AT2G24430	43	48	1
OS09G0498100	AT4G34620	47	57	0
OS09G0498100	AT5G56940	76	76	0
OS09G0498300	AT5G24620	34	27	1
OS09G0498500	AT2G24580	53	53	1
OS09G0498600	AT1G51580	38	38	1
OS09G0498800	AT1G51630	49	49	1
OS09G0498800	AT3G21190	49	49	1
OS09G0499000	AT2G24550	24	25	1
OS09G0499000	AT4G31510	24	29	1
OS09G0499000	AT5G24890	24	26	1
OS09G0499400	AT3G24780	41	34	0
OS09G0499400	AT5G13210	43	38	0
OS09G0499400	AT5G43390	43	40	0
OS09G0499400	AT5G43400	44	40	0
OS09G0499500	AT3G24780	50	9	0
OS09G0499500	AT5G13210	59	12	0
OS09G0499500	AT5G43390	62	13	0
OS09G0499500	AT5G43400	60	12	0
OS09G0499600	AT3G17450	25	24	0
OS09G0500200	AT4G26965	50	49	1
OS09G0500300	AT1G05630	54	46	1
OS09G0500300	AT1G65580	54	49	1
OS09G0500300	AT2G31830	52	44	1
OS09G0500300	AT2G43900	56	42	1
OS09G0500600	AT2G32000	71	71	1
OS09G0500900	AT3G07390	19	27	1
OS09G0500900	AT3G25290	46	47	1
OS09G0500900	AT4G12980	46	46	1
OS09G0501100	AT3G07390	26	27	1
OS09G0501100	AT3G25290	26	20	1
OS09G0501100	AT4G12980	26	20	1
OS09G0501200	AT4G18100	81	81	0
OS09G0501200	AT5G46430	79	79	0
OS09G0501600	AT3G07340	31	25	1
OS09G0501600	AT5G48560	31	23	1
OS09G0501700	AT4G18100	64	82	0
OS09G0501700	AT5G46430	62	80	0
OS09G0502000	AT4G18100	83	83	0
OS09G0502000	AT5G46430	80	80	0
OS09G0502200	AT3G07320	48	50	1
OS09G0502200	AT3G23770	48	48	1
OS09G0502200	AT4G14080	46	46	1
OS09G0503400	AT1G09620	69	69	0
OS09G0504000	AT3G23820	58	63	1
OS09G0504400	AT5G48630	62	63	1
OS09G0504400	AT5G48640	65	66	1
OS09G0504800	AT3G02370	30	43	1
OS09G0504800	AT3G57360	35	38	1
OS09G0504900	AT1G50910	30	25	0
OS09G0505100	AT1G04860	26	29	0
OS09G0505100	AT2G32780	26	25	0
OS09G0505300	AT3G25110	76	58	1
OS09G0505300	AT4G13050	74	55	1
OS09G0505400	AT5G16530	23	27	1
OS09G0505600	AT3G60820	76	75	1
OS09G0505700	AT1G63290	78	78	0
OS09G0505700	AT3G01850	78	79	0
OS09G0505800	AT3G27190	78	80	1
OS09G0505800	AT5G40870	77	79	1
OS09G0506800	AT1G67370	54	55	0
OS09G0506800	AT4G32200	31	14	0
OS09G0506900	AT4G24900	32	24	0
OS09G0507100	AT5G50570	26	34	0
OS09G0507100	AT5G50670	26	34	0
OS09G0507200	AT1G24260	59	58	1
OS09G0507300	AT4G39830	53	52	0
OS09G0507400	AT1G27290	38	33	1
OS09G0507600	AT3G07680	65	66	0
OS09G0507800	AT2G47610	83	84	0
OS09G0507800	AT3G62870	83	84	0
OS09G0508200	AT3G26960	24	37	1
OS09G0508200	AT5G13140	32	31	1
OS09G0508200	AT5G41050	23	35	1
OS09G0508300	AT3G26935	62	62	1
OS09G0508300	AT3G48760	53	49	1
OS09G0508300	AT5G41060	57	61	1
OS09G0508500	AT3G26932	34	38	1
OS09G0508500	AT5G41070	33	34	1
OS09G0509000	AT1G53260	27	40	1
OS09G0509000	AT3G15000	49	49	1
OS09G0509100	AT5G14000	22	27	1
OS09G0509200	AT5G50850	81	84	0
OS09G0509300	AT2G33490	42	42	0
OS09G0509300	AT3G26910	37	38	0
OS09G0509300	AT5G41100	36	38	0
OS09G0509400	AT3G26890	33	38	0
OS09G0509400	AT5G41110	29	35	0
OS09G0509500	AT3G02030	39	19	0
OS09G0509500	AT3G26820	35	18	0
OS09G0509500	AT3G26840	40	18	0
OS09G0509500	AT5G41120	34	16	0
OS09G0509500	AT5G41130	36	16	0
OS09G0509700	AT1G28050	30	30	1
OS09G0509700	AT2G33500	27	29	1
OS09G0510200	AT3G12300	84	76	1
OS09G0510500	AT5G50915	30	30	0
OS09G0510700	AT5G13300	69	69	1
OS09G0510700	AT5G61980	61	61	1
OS09G0511000	AT3G21630	62	32	1
OS09G0511500	AT2G15260	13	15	1
OS09G0511500	AT4G13490	12	22	1
OS09G0512000	AT1G29310	28	28	1
OS09G0512000	AT2G34250	28	28	1
OS09G0512700	AT3G51980	46	49	0
OS09G0512800	AT5G47870	49	46	1
OS09G0512900	AT5G11680	76	76	1
OS09G0513000	AT2G17390	59	57	1
OS09G0513000	AT4G35450	60	56	1
OS09G0513100	AT3G03310	62	35	1
OS09G0513200	AT3G59310	55	53	1
OS09G0513200	AT3G59320	53	54	1
OS09G0513200	AT3G59330	37	52	1
OS09G0513200	AT3G59340	53	56	1
OS09G0513500	AT1G65480	58	34	0
OS09G0513500	AT4G20370	56	33	0
OS09G0513600	AT1G06700	67	45	1
OS09G0513600	AT2G30730	58	42	1
OS09G0513600	AT2G30740	66	44	1
OS09G0513600	AT2G43230	70	39	1
OS09G0513600	AT3G59350	73	44	1
OS09G0513700	AT2G43370	48	54	0
OS09G0514100	AT5G48440	48	51	1
OS09G0514200	AT2G31500	50	49	1
OS09G0514300	AT2G43320	60	47	1
OS09G0514400	AT3G59380	59	62	1
OS09G0514500	AT1G05950	28	20	1
OS09G0514600	AT3G07480	58	57	1
OS09G0514900	AT2G46900	47	47	0
OS09G0515100	AT1G05910	60	59	1
OS09G0515200	AT1G56450	67	70	1
OS09G0515300	AT3G59490	40	21	1
OS09G0515400	AT2G30695	33	35	1
OS09G0515500	AT4G11160	58	56	0
OS09G0515800	AT2G30710	65	66	1
OS09G0516200	AT1G06070	55	49	1
OS09G0516200	AT2G31370	53	51	1
OS09G0516300	AT2G43410	32	32	1
OS09G0516500	AT2G43420	33	34	1
OS09G0516600	AT1G06130	63	63	1
OS09G0516600	AT2G31350	60	63	1
OS09G0516600	AT2G43430	57	58	1
OS09G0516700	AT1G08760	43	26	1
OS09G0516800	AT4G25315	33	44	0
OS09G0516900	AT3G59660	60	62	1
OS09G0517000	AT1G21500	41	39	1
OS09G0517700	AT2G30720	55	61	1
OS09G0517700	AT5G48370	60	69	1
OS09G0518500	AT1G05640	58	52	1
OS09G0518500	AT2G31820	60	51	1
OS09G0518700	AT2G43980	42	47	1
OS09G0518900	AT1G01180	43	49	0
OS09G0519100	AT4G00870	28	17	1
OS09G0519601	AT2G07696	66	49	1
OS09G0519601	ATMG01270	66	49	1
OS09G0520100	AT1G09815	37	40	1
OS09G0520200	AT4G24160	76	75	1
OS09G0520300	AT2G36980	38	41	1
OS09G0520400	AT2G12900	10	17	1
OS09G0520400	AT2G12940	11	16	1
OS09G0520400	AT2G13150	12	20	1
OS09G0520400	AT2G21235	10	8	1
OS09G0520600	AT4G12030	54	53	1
OS09G0520600	AT4G22840	57	56	1
OS09G0520700	AT5G62190	55	57	1
OS09G0521300	AT2G45680	30	32	1
OS09G0521300	AT5G51910	27	35	1
OS09G0521400	AT4G11820	74	77	0
OS09G0521500	AT1G01910	73	75	1
OS09G0521900	AT1G01880	46	48	1
OS09G0522100	AT1G12610	33	38	1
OS09G0522100	AT1G63030	32	43	1
OS09G0522100	AT4G25470	33	38	1
OS09G0522100	AT4G25480	35	39	1
OS09G0522100	AT4G25490	33	38	1
OS09G0522100	AT5G51990	31	34	1
OS09G0522200	AT1G12610	32	36	1
OS09G0522200	AT1G63030	32	41	1
OS09G0522200	AT4G25470	35	39	1
OS09G0522200	AT4G25480	38	42	1
OS09G0522200	AT4G25490	36	40	1
OS09G0522200	AT5G51990	31	33	1
OS09G0524300	AT4G23030	48	51	1
OS09G0524300	AT5G52050	45	48	1
OS09G0524800	AT5G07220	41	45	1
OS09G0524800	AT5G52060	44	43	1
OS09G0524800	AT5G62100	39	44	1
OS09G0525200	AT1G12650	44	48	1
OS09G0525300	AT1G12710	53	51	1
OS09G0525300	AT1G63090	51	49	1
OS09G0525300	AT3G61060	55	53	1
OS09G0525300	AT5G52120	48	46	1
OS09G0525400	AT5G52140	31	19	1
OS09G0525400	AT5G52150	21	19	1
OS09G0525600	AT4G00752	25	29	0
OS09G0525600	AT4G11740	45	43	0
OS09G0525600	AT4G23040	41	43	0
OS09G0525700	AT4G11720	45	29	0
OS09G0526600	AT4G11660	35	42	0
OS09G0526600	AT5G62020	29	44	0
OS09G0526700	AT1G12780	64	68	0
OS09G0526700	AT1G63180	62	66	0
OS09G0526800	AT1G01225	61	63	1
OS09G0526800	AT4G00905	57	58	1
OS09G0527600	AT1G01200	64	65	1
OS09G0527900	AT2G21320	51	62	1
OS09G0527900	AT4G38960	55	52	1
OS09G0528000	AT2G21300	44	44	1
OS09G0528000	AT3G51150	45	37	1
OS09G0528000	AT4G24170	43	37	1
OS09G0528000	AT4G38950	43	44	1
OS09G0528000	AT5G42490	34	27	1
OS09G0528000	AT5G66310	46	38	1
OS09G0528100	AT2G21290	60	50	1
OS09G0528200	AT2G46680	31	29	1
OS09G0528200	AT3G61890	29	30	1
OS09G0528300	AT1G26665	63	63	1
OS09G0528300	AT5G41910	60	61	1
OS09G0528700	AT1G01190	55	57	1
OS09G0528700	AT2G46660	56	59	1
OS09G0528700	AT3G61880	57	57	1
OS09G0528800	AT3G49350	52	56	1
OS09G0528800	AT5G24390	48	52	1
OS09G0528800	AT5G53570	51	51	1
OS09G0529100	AT5G24400	63	52	1
OS09G0529350	AT4G24090	45	29	1
OS09G0529700	AT4G27040	75	76	0
OS09G0529900	AT4G10750	54	53	1
OS09G0529900	AT4G24070	9	45	1
OS09G0529900	AT4G24080	34	52	1
OS09G0530000	AT4G27700	62	63	1
OS09G0530200	AT4G39010	57	60	1
OS09G0530500	AT2G16485	42	10	1
OS09G0530800	AT1G32940	42	10	0
OS09G0530800	AT1G32950	40	9	0
OS09G0530800	AT1G32960	42	10	0
OS09G0530800	AT1G32970	24	6	0
OS09G0530800	AT1G66210	44	11	0
OS09G0530800	AT1G66220	38	9	0
OS09G0530800	AT4G10510	42	10	0
OS09G0530800	AT4G10520	44	11	0
OS09G0530800	AT4G10530	43	11	0
OS09G0530800	AT4G10540	42	10	0
OS09G0530800	AT4G10550	44	10	0
OS09G0530800	AT4G21323	39	9	0
OS09G0530800	AT4G21326	40	10	0
OS09G0530800	AT4G21630	42	10	0
OS09G0530800	AT4G21640	43	11	0
OS09G0530800	AT4G21650	43	10	0
OS09G0530800	AT5G11940	42	10	0
OS09G0530900	AT5G17280	37	31	1
OS09G0531100	AT2G21385	54	48	1
OS09G0531200	AT1G37140	21	30	1
OS09G0531200	AT5G07930	18	20	1
OS09G0531600	AT1G19790	35	32	0
OS09G0531600	AT1G75520	34	31	0
OS09G0531600	AT2G18120	29	41	0
OS09G0531600	AT2G21400	22	39	0
OS09G0531600	AT3G51060	41	35	0
OS09G0531600	AT4G36260	35	34	0
OS09G0531600	AT5G33210	18	34	0
OS09G0531600	AT5G66350	38	36	0
OS09G0531800	AT3G61130	82	58	1
OS09G0531900	AT3G61130	68	70	1
OS09G0532000	AT4G11910	56	57	0
OS09G0532000	AT4G11911	51	52	0
OS09G0532000	AT4G22920	56	57	0
OS09G0532200	AT4G01410	31	30	1
OS09G0532400	AT2G46790	27	36	1
OS09G0532400	AT5G24470	27	26	1
OS09G0532700	AT4G25290	43	43	1
OS09G0532900	AT4G12350	47	47	1
OS09G0532900	AT4G22680	44	47	1
OS09G0533300	AT2G46880	47	47	0
OS09G0533300	AT5G63140	55	56	0
OS09G0533400	AT5G47040	77	26	1
OS09G0533600	AT4G17660	49	51	1
OS09G0533600	AT5G47070	54	54	1
OS09G0533900	AT1G19940	59	61	1
OS09G0533900	AT1G75680	64	64	1
OS09G0534000	AT1G29760	35	31	1
OS09G0534000	AT2G34380	37	33	1
OS09G0534200	AT1G19970	82	82	1
OS09G0534200	AT1G75760	84	84	1
OS09G0534600	AT5G56000	24	15	0
OS09G0534600	AT5G56010	25	15	0
OS09G0534600	AT5G56030	25	15	0
OS09G0534800	AT2G41630	78	78	1
OS09G0534800	AT3G10330	85	85	1
OS09G0535000	AT2G21170	70	68	1
OS09G0535100	AT3G19910	46	44	0
OS09G0535300	AT2G21150	84	83	1
OS09G0535900	AT4G34920	57	61	1
OS09G0535900	AT4G34930	55	47	1
OS09G0535900	AT4G38690	64	68	1
OS09G0536000	AT4G36050	44	45	1
OS09G0536200	AT4G34940	66	63	1
OS09G0536200	AT4G36030	59	56	1
OS09G0536200	AT5G66200	64	63	1
OS09G0536300	AT1G20030	59	47	0
OS09G0536300	AT1G75800	58	44	0
OS09G0536300	AT2G17860	59	58	0
OS09G0536300	AT4G36010	62	52	0
OS09G0536300	AT4G38670	60	54	0
OS09G0536400	AT4G36000	37	55	1
OS09G0536400	AT4G38660	55	50	1
OS09G0536700	AT2G16660	64	65	0
OS09G0536700	AT4G34950	65	63	0
OS09G0537600	AT4G34960	66	63	1
OS09G0538200	AT3G51260	89	89	1
OS09G0538200	AT5G66140	90	90	1
OS09G0538400	AT2G16720	56	52	1
OS09G0538400	AT4G34990	55	50	1
OS09G0538400	AT4G38620	63	56	1
OS09G0538500	AT3G51280	48	58	0
OS09G0538700	AT3G51290	53	43	1
OS09G0538800	AT1G20080	67	67	0
