Gene stable ID	Aegilops tauschii gene stable ID	% identity	Aegilops tauschii % identity	Orthology confidence [0 low, 1 high]
OS08G0468700	F775_18735	52	85	0
OS08G0469000	F775_16209	2	2	1
OS08G0469000	F775_18481	2	2	1
OS08G0469100	F775_16209	36	32	1
OS08G0469100	F775_18481	26	30	1
OS08G0469200	F775_28109	51	33	1
OS08G0469500	F775_22316	32	72	1
OS08G0470200	F775_04642	30	33	1
OS08G0470200	F775_17514	61	58	1
OS08G0470200	F775_17515	70	68	1
OS08G0470200	F775_21084	57	60	1
OS08G0471900	F775_10763	74	82	1
OS08G0471900	F775_18133	72	83	1
OS08G0472600	F775_28961	44	83	1
OS08G0473600	F775_27361	71	75	1
OS08G0473900	F775_17475	70	76	0
OS08G0474000	F775_08700	49	40	1
OS08G0474400	F775_20707	21	23	1
OS08G0474700	F775_17956	79	72	1
OS08G0475000	F775_06856	32	73	1
OS08G0475400	F775_22015	32	83	1
OS08G0475500	F775_22712	41	43	1
OS08G0476400	F775_27005	41	83	1
OS08G0476900	F775_08142	70	71	0
OS08G0476900	F775_10384	61	59	0
OS08G0476900	F775_15107	70	73	0
OS08G0476900	F775_17826	42	65	0
OS08G0476900	F775_23891	48	70	0
OS08G0476900	F775_26178	70	75	0
OS08G0477100	F775_08142	68	69	0
OS08G0477100	F775_10384	61	59	0
OS08G0477100	F775_15107	69	72	0
OS08G0477100	F775_17826	42	65	0
OS08G0477100	F775_23891	48	70	0
OS08G0477100	F775_26178	70	74	0
OS08G0477500	F775_06185	62	42	0
OS08G0477500	F775_12862	62	43	0
OS08G0477500	F775_17582	65	43	0
OS08G0477800	F775_09884	44	37	1
OS08G0477900	F775_02130	43	64	1
OS08G0478100	F775_02131	59	94	1
OS08G0478200	F775_32830	87	88	0
OS08G0478500	F775_05441	55	59	1
OS08G0480000	F775_31178	64	64	1
OS08G0480100	F775_26767	82	79	1
OS08G0480200	F775_21108	66	61	1
OS08G0480800	F775_25469	56	55	0
OS08G0481000	F775_00443	81	81	1
OS08G0481100	F775_18922	70	68	1
OS08G0481200	F775_18501	77	78	0
OS08G0481800	F775_06971	76	83	1
OS08G0481800	F775_06972	20	38	1
OS08G0481800	F775_06973	0	0	1
OS08G0481950	F775_31391	84	82	1
OS08G0482100	F775_29883	19	53	1
OS08G0482600	F775_27589	50	53	1
OS08G0482700	F775_27589	56	62	1
OS08G0483200	F775_32923	73	71	1
OS08G0483900	F775_24482	31	42	1
OS08G0484400	F775_08287	65	64	1
OS08G0484500	F775_24901	16	28	0
OS08G0484600	F775_00489	66	78	0
OS08G0484600	F775_07062	82	71	0
OS08G0484600	F775_10209	90	90	0
OS08G0484600	F775_17775	82	77	0
OS08G0484600	F775_19982	60	75	0
OS08G0484800	F775_42938	30	58	1
OS08G0485400	F775_06437	88	73	1
OS08G0485900	F775_14135	46	70	1
OS08G0487100	F775_02634	63	64	1
OS08G0487500	F775_17198	56	53	1
OS08G0487900	F775_08152	59	75	1
OS08G0488800	F775_42940	41	13	0
OS08G0489100	F775_42940	42	41	0
OS08G0489300	F775_07995	60	58	0
OS08G0490600	F775_43710	31	34	1
OS08G0491400	F775_01278	27	30	0
OS08G0491400	F775_05967	15	31	0
OS08G0492100	F775_27878	36	45	1
OS08G0492400	F775_06360	75	67	1
OS08G0493100	F775_00430	22	21	0
OS08G0493100	F775_00743	26	32	0
OS08G0493100	F775_00814	25	28	0
OS08G0493100	F775_01354	27	33	0
OS08G0493100	F775_01486	23	27	0
OS08G0493100	F775_02340	16	26	0
OS08G0493100	F775_02433	18	26	0
OS08G0493100	F775_02824	23	27	0
OS08G0493100	F775_03322	24	23	0
OS08G0493100	F775_10737	22	34	0
OS08G0493100	F775_12935	21	30	0
OS08G0493100	F775_12936	21	29	0
OS08G0493100	F775_14910	17	23	0
OS08G0493100	F775_15502	21	33	0
OS08G0493100	F775_16239	24	33	0
OS08G0493100	F775_16694	26	30	0
OS08G0493100	F775_19232	26	29	0
OS08G0493100	F775_19233	25	27	0
OS08G0493100	F775_20721	23	27	0
OS08G0493100	F775_20780	25	26	0
OS08G0493100	F775_22130	20	29	0
OS08G0493100	F775_22131	21	29	0
OS08G0493100	F775_22443	17	26	0
OS08G0493100	F775_22769	16	31	0
OS08G0493100	F775_22800	21	24	0
OS08G0493100	F775_23061	18	24	0
OS08G0493100	F775_23452	14	28	0
OS08G0493100	F775_42505	12	28	0
OS08G0493500	F775_23376	49	18	1
OS08G0493500	F775_23436	40	17	1
OS08G0493500	F775_23494	52	17	1
OS08G0493500	F775_23553	52	17	1
OS08G0493500	F775_23564	47	18	1
OS08G0493900	F775_03873	80	83	1
OS08G0494000	F775_02151	50	64	1
OS08G0494100	F775_03584	42	42	1
OS08G0494300	F775_11159	81	72	1
OS08G0494350	F775_05781	71	70	1
OS08G0494375	F775_05780	53	36	1
OS08G0495500	F775_05392	81	62	1
OS08G0495800	F775_31371	85	85	1
OS08G0496200	F775_11226	70	56	0
OS08G0496500	F775_22366	35	62	0
OS08G0496700	F775_01946	24	55	1
OS08G0496700	F775_03771	24	54	1
OS08G0496800	F775_19253	31	79	1
OS08G0496900	F775_31269	92	92	1
OS08G0497300	F775_09187	60	66	0
OS08G0497600	F775_28597	74	71	1
OS08G0497900	F775_14785	53	45	1
OS08G0498100	F775_19962	36	63	1
OS08G0498100	F775_26447	37	75	1
OS08G0498400	F775_10729	34	52	1
OS08G0498600	F775_15933	63	51	1
OS08G0499100	F775_10730	73	66	1
OS08G0499200	F775_03949	61	84	1
OS08G0499300	F775_19284	44	48	1
OS08G0499800	F775_23234	53	83	1
OS08G0499900	F775_14555	39	13	1
OS08G0500000	F775_28412	83	76	1
OS08G0500100	F775_00818	51	72	1
OS08G0500100	F775_26473	86	80	1
OS08G0500200	F775_08332	73	66	1
OS08G0500300	F775_30296	63	71	1
OS08G0500500	F775_07665	48	47	1
OS08G0500700	F775_09907	90	89	0
OS08G0500700	F775_29049	90	87	0
OS08G0500800	F775_09400	78	74	1
OS08G0500900	F775_20090	73	72	1
OS08G0500900	F775_21941	54	64	1
OS08G0501000	F775_10309	46	40	1
OS08G0501000	F775_20173	22	37	1
OS08G0501088	F775_23375	3	1	0
OS08G0501132	F775_20090	66	42	1
OS08G0501132	F775_21941	61	46	1
OS08G0501500	F775_09401	60	73	1
OS08G0501500	F775_25753	41	69	1
OS08G0501600	F775_20847	60	35	0
OS08G0501600	F775_25373	50	33	0
OS08G0501700	F775_17177	24	20	0
OS08G0502000	F775_32665	49	39	0
OS08G0502400	F775_14610	64	55	1
OS08G0502600	F775_16475	58	56	0
OS08G0502600	F775_31534	76	74	0
OS08G0502700	F775_26502	66	92	1
OS08G0502800	F775_02276	50	47	1
OS08G0503200	F775_16494	63	63	1
OS08G0503700	F775_52381	74	68	1
OS08G0503800	F775_52082	62	60	1
OS08G0504200	F775_01519	52	51	1
OS08G0504400	F775_31205	70	64	1
OS08G0504500	F775_21911	59	78	1
OS08G0504700	F775_31999	68	67	0
OS08G0505200	F775_06572	81	77	1
OS08G0505300	F775_28012	91	38	1
OS08G0506000	F775_21270	38	65	1
OS08G0506700	F775_24151	43	78	1
OS08G0508100	F775_01026	71	74	0
OS08G0508500	F775_02620	37	66	1
OS08G0508600	F775_01509	59	38	1
OS08G0508600	F775_19131	42	50	1
OS08G0508800	F775_13267	63	71	1
OS08G0508800	F775_18268	61	71	1
OS08G0509100	F775_13267	63	72	1
OS08G0509100	F775_18268	62	73	1
OS08G0509400	F775_10741	75	75	1
OS08G0509500	F775_10742	60	45	1
OS08G0509600	F775_10743	48	52	1
OS08G0510300	F775_09860	74	73	1
OS08G0510400	F775_21091	82	82	1
OS08G0510700	F775_43086	31	53	0
OS08G0510800	F775_28672	63	67	1
OS08G0511000	F775_06035	76	77	1
OS08G0511400	F775_16131	39	39	0
OS08G0511500	F775_31654	71	16	1
OS08G0511700	F775_07894	64	74	1
OS08G0511800	F775_13013	85	71	1
OS08G0511900	F775_27464	84	88	0
OS08G0512100	F775_07007	27	49	1
OS08G0512200	F775_02271	83	90	1
OS08G0512300	F775_30566	90	80	1
OS08G0512400	F775_30567	71	68	1
OS08G0512500	F775_32088	46	71	0
OS08G0512600	F775_29367	81	89	1
OS08G0512700	F775_20651	86	74	1
OS08G0512900	F775_26490	87	67	1
OS08G0513000	F775_31535	73	31	1
OS08G0513300	F775_11132	71	73	1
OS08G0513700	F775_27970	85	47	0
OS08G0514000	F775_04464	19	24	1
OS08G0514000	F775_18030	26	27	1
OS08G0514100	F775_22097	16	30	0
OS08G0514300	F775_00011	4	4	1
OS08G0514300	F775_23752	7	3	1
OS08G0514300	F775_24109	8	4	1
OS08G0514300	F775_24331	6	3	1
OS08G0514300	F775_25185	3	6	1
OS08G0514600	F775_13781	33	24	1
OS08G0514600	F775_17733	35	26	1
OS08G0514600	F775_17734	27	23	1
OS08G0515000	F775_13781	56	60	1
OS08G0515000	F775_17733	53	58	1
OS08G0515000	F775_17734	47	60	1
OS08G0515700	F775_09811	62	77	1
OS08G0515800	F775_32365	84	84	1
OS08G0515900	F775_32366	70	57	1
OS08G0516900	F775_42394	56	45	1
OS08G0517200	F775_21453	86	46	1
OS08G0517300	F775_32651	70	75	1
OS08G0517500	F775_29111	80	75	1
OS08G0517600	F775_07478	69	70	1
OS08G0517700	F775_08385	72	71	1
OS08G0518100	F775_29244	79	80	1
OS08G0518200	F775_09789	47	48	1
OS08G0518200	F775_15877	61	67	1
OS08G0518200	F775_19659	45	48	1
OS08G0518200	F775_20115	47	49	1
OS08G0518300	F775_21947	42	43	0
OS08G0518900	F775_02458	21	47	0
OS08G0519300	F775_02458	5	6	0
OS08G0519400	F775_29107	66	62	1
OS08G0519600	F775_32655	74	64	1
OS08G0519700	F775_00567	80	24	0
OS08G0519800	F775_07645	74	74	1
OS08G0520000	F775_20111	59	84	1
OS08G0520100	F775_04253	68	88	1
OS08G0520200	F775_20112	45	84	0
OS08G0520300	F775_31776	62	70	1
OS08G0520400	F775_14760	73	72	1
OS08G0520550	F775_14759	71	41	1
OS08G0520900	F775_21201	82	57	1
OS08G0521000	F775_20337	61	68	1
OS08G0521200	F775_20336	49	56	1
OS08G0521400	F775_06470	66	77	1
OS08G0521800	F775_01407	42	83	1
OS08G0522400	F775_01406	77	36	1
OS08G0522500	F775_00532	57	27	1
OS08G0522600	F775_32367	85	75	1
OS08G0523400	F775_04619	22	41	0
OS08G0523400	F775_04620	27	46	0
OS08G0523400	F775_04837	40	42	0
OS08G0523400	F775_21590	39	48	0
OS08G0523400	F775_22981	29	47	0
OS08G0523400	F775_25849	37	45	0
OS08G0523400	F775_52106	36	35	0
OS08G0523600	F775_08141	53	28	1
OS08G0523600	F775_23341	49	17	1
OS08G0524000	F775_32984	71	83	1
OS08G0524100	F775_12456	61	67	1
OS08G0524200	F775_30081	51	80	0
OS08G0524600	F775_26239	98	31	0
OS08G0524600	F775_30719	98	28	0
OS08G0524800	F775_19483	47	64	1
OS08G0525000	F775_28264	93	92	1
OS08G0525500	F775_10927	90	79	1
OS08G0525600	F775_30013	86	82	1
OS08G0525700	F775_17139	30	35	1
OS08G0526100	F775_11130	32	62	0
OS08G0526350	F775_07649	36	50	1
OS08G0526400	F775_43052	42	34	1
OS08G0526500	F775_31197	55	49	1
OS08G0527100	F775_19538	30	27	1
OS08G0527100	F775_20764	33	28	1
OS08G0527100	F775_21057	27	27	1
OS08G0527300	F775_19538	24	12	1
OS08G0527300	F775_20764	29	14	1
OS08G0527300	F775_21057	20	11	1
OS08G0527400	F775_19538	34	14	1
OS08G0527400	F775_20764	32	13	1
OS08G0527400	F775_21057	25	12	1
OS08G0527600	F775_19538	35	14	1
OS08G0527600	F775_20764	35	14	1
OS08G0527600	F775_21057	24	11	1
OS08G0527800	F775_19538	33	4	1
OS08G0527800	F775_20764	34	5	1
OS08G0527800	F775_21057	19	3	1
OS08G0527900	F775_19538	36	25	1
OS08G0527900	F775_20764	35	24	1
OS08G0527900	F775_21057	30	23	1
OS08G0528000	F775_19538	30	22	1
OS08G0528000	F775_20764	32	23	1
OS08G0528000	F775_21057	26	21	1
OS08G0528100	F775_19538	29	25	1
OS08G0528100	F775_20764	30	25	1
OS08G0528100	F775_21057	27	26	1
OS08G0528200	F775_03892	71	72	1
OS08G0528500	F775_31181	78	77	1
OS08G0528601	F775_31180	83	84	1
OS08G0528700	F775_07675	39	24	1
OS08G0528800	F775_08965	67	75	1
OS08G0528900	F775_17706	75	34	1
OS08G0528900	F775_27412	52	79	1
OS08G0529000	F775_12918	66	69	0
OS08G0529200	F775_12919	39	60	1
OS08G0529300	F775_20599	48	55	1
OS08G0529800	F775_52079	63	73	1
OS08G0530000	F775_32012	73	72	1
OS08G0530100	F775_14739	82	28	1
OS08G0530200	F775_28570	83	67	1
OS08G0530300	F775_28001	36	73	1
OS08G0530400	F775_28391	92	89	1
OS08G0530500	F775_00231	63	34	1
OS08G0530500	F775_21664	49	34	1
OS08G0531000	F775_11294	80	85	0
OS08G0531000	F775_16192	75	85	0
OS08G0531000	F775_30399	84	83	0
OS08G0531100	F775_05218	67	63	1
OS08G0531200	F775_10798	63	73	0
OS08G0531300	F775_26829	59	78	1
OS08G0531700	F775_29383	35	85	1
OS08G0531900	F775_00385	38	47	0
OS08G0531900	F775_23758	37	51	0
OS08G0532200	F775_08294	89	90	1
OS08G0532200	F775_26107	59	87	1
OS08G0532300	F775_27846	69	45	1
OS08G0532400	F775_20527	83	84	0
OS08G0532500	F775_07526	66	67	1
OS08G0532700	F775_07525	67	68	1
OS08G0532800	F775_32194	30	43	1
OS08G0532900	F775_32193	75	90	1
OS08G0533300	F775_10890	60	82	1
OS08G0533700	F775_11469	60	60	1
OS08G0533700	F775_16425	66	74	1
OS08G0534200	F775_32166	67	22	1
OS08G0534300	F775_03776	44	46	0
OS08G0534300	F775_03777	44	38	0
OS08G0534300	F775_03778	44	49	0
OS08G0534300	F775_14394	43	50	0
OS08G0534300	F775_18859	45	50	0
OS08G0534300	F775_28320	43	49	0
OS08G0534300	F775_31032	46	51	0
OS08G0534350	F775_11469	40	19	1
OS08G0534350	F775_16425	43	22	1
OS08G0534400	F775_09138	68	48	1
OS08G0534900	F775_32166	75	56	1
OS08G0534950	F775_03776	44	46	0
OS08G0534950	F775_03777	44	38	0
OS08G0534950	F775_03778	44	49	0
OS08G0534950	F775_14394	43	50	0
OS08G0534950	F775_18859	45	50	0
OS08G0534950	F775_28320	43	49	0
OS08G0534950	F775_31032	46	51	0
OS08G0535000	F775_11469	40	19	1
OS08G0535000	F775_16425	43	22	1
OS08G0535100	F775_02337	34	21	0
OS08G0535100	F775_12240	31	13	0
OS08G0535100	F775_14381	16	11	0
OS08G0535100	F775_14953	25	10	0
OS08G0535100	F775_21003	25	15	0
OS08G0535100	F775_21078	33	13	0
OS08G0535200	F775_29531	56	62	1
OS08G0535400	F775_29532	76	72	1
OS08G0535600	F775_28824	81	63	0
OS08G0535600	F775_29785	71	71	0
OS08G0535700	F775_16921	57	71	1
OS08G0535800	F775_24577	56	43	1
OS08G0536000	F775_32639	86	70	1
OS08G0536100	F775_21437	52	74	1
OS08G0536200	F775_43480	43	53	1
OS08G0536300	F775_08066	29	48	0
OS08G0536800	F775_21715	46	45	1
OS08G0537600	F775_21716	74	77	1
OS08G0538000	F775_28156	84	91	1
OS08G0538300	F775_16866	58	67	1
OS08G0538300	F775_26752	47	82	1
OS08G0538600	F775_26753	77	77	1
OS08G0538700	F775_26754	82	85	1
OS08G0538800	F775_14631	66	50	1
OS08G0539100	F775_09649	74	55	1
OS08G0539300	F775_26059	74	71	1
OS08G0539400	F775_18016	13	20	0
OS08G0539600	F775_31155	53	36	1
OS08G0540100	F775_10000	81	84	1
OS08G0540300	F775_27132	77	76	1
OS08G0540400	F775_12376	55	80	1
OS08G0540500	F775_30705	65	58	1
OS08G0541300	F775_12917	65	59	1
OS08G0541400	F775_27753	31	92	0
OS08G0541500	F775_13435	50	83	1
OS08G0542100	F775_25134	31	44	1
OS08G0542100	F775_28340	73	81	1
OS08G0542200	F775_02404	24	16	1
OS08G0542200	F775_03908	60	25	1
OS08G0542200	F775_03909	55	28	1
OS08G0542200	F775_07193	65	24	1
OS08G0542200	F775_24349	65	25	1
OS08G0542200	F775_25799	64	25	1
OS08G0542700	F775_28341	85	82	1
OS08G0542900	F775_05321	49	70	1
OS08G0543000	F775_00943	45	45	1
OS08G0543050	F775_02404	28	47	1
OS08G0543050	F775_03908	45	47	1
OS08G0543050	F775_03909	40	50	1
OS08G0543050	F775_07193	52	48	1
OS08G0543050	F775_24349	43	40	1
OS08G0543050	F775_25799	51	50	1
OS08G0543275	F775_01519	19	41	1
OS08G0543400	F775_09736	53	50	1
OS08G0543400	F775_15232	41	47	1
OS08G0543500	F775_02404	28	45	1
OS08G0543500	F775_03908	47	47	1
OS08G0543500	F775_03909	42	51	1
OS08G0543500	F775_07193	55	49	1
OS08G0543500	F775_24349	46	41	1
OS08G0543500	F775_25799	54	51	1
OS08G0543600	F775_32197	66	60	1
OS08G0543900	F775_32059	42	84	1
OS08G0544400	F775_18946	80	42	1
OS08G0544400	F775_20838	50	61	1
OS08G0544500	F775_15891	87	82	0
OS08G0544900	F775_05446	82	91	1
OS08G0545000	F775_12318	54	65	1
OS08G0545200	F775_32733	84	81	1
OS08G0545700	F775_32734	51	79	0
OS08G0545900	F775_17247	79	81	1
OS08G0546100	F775_28565	79	78	0
OS08G0546400	F775_32975	66	46	1
OS08G0546800	F775_19430	61	63	1
OS08G0546900	F775_43138	77	67	1
OS08G0547000	F775_32109	50	65	1
OS08G0547100	F775_32877	61	67	1
OS08G0547200	F775_11779	59	62	1
OS08G0547300	F775_05657	52	76	1
OS08G0547500	F775_09003	68	69	1
OS08G0547800	F775_03641	69	70	1
OS08G0547900	F775_19443	80	80	1
OS08G0548300	F775_08133	59	64	1
OS08G0548500	F775_14805	76	85	1
OS08G0548900	F775_30403	80	86	1
OS08G0549100	F775_30828	91	86	1
OS08G0549200	F775_13367	76	74	1
OS08G0549300	F775_27718	76	80	1
OS08G0549900	F775_42528	49	55	1
OS08G0550100	F775_31004	87	85	1
OS08G0550200	F775_06363	73	78	1
OS08G0550400	F775_32592	60	67	1
OS08G0550600	F775_03805	38	30	1
OS08G0550700	F775_19721	71	71	1
OS08G0550700	F775_19722	71	30	1
OS08G0551200	F775_31587	48	68	1
OS08G0551366	F775_04130	49	66	1
OS08G0551366	F775_19716	72	72	1
OS08G0551366	F775_19717	45	74	1
OS08G0551366	F775_19718	30	57	1
OS08G0551366	F775_19719	72	72	1
OS08G0551366	F775_19720	75	75	1
OS08G0551366	F775_22839	71	70	1
OS08G0551900	F775_03751	62	62	0
OS08G0551900	F775_18789	39	64	0
OS08G0552000	F775_10312	64	74	1
OS08G0552000	F775_10313	44	70	1
OS08G0552000	F775_10315	47	65	1
OS08G0552000	F775_25886	76	75	1
OS08G0552100	F775_10312	64	74	1
OS08G0552100	F775_10313	43	69	1
OS08G0552100	F775_10315	48	66	1
OS08G0552100	F775_25886	75	75	1
OS08G0552300	F775_10312	68	79	1
OS08G0552300	F775_10313	45	72	1
OS08G0552300	F775_10315	49	68	1
OS08G0552300	F775_25886	80	80	1
OS08G0552333	F775_10312	66	76	1
OS08G0552333	F775_10313	43	68	1
OS08G0552333	F775_10315	48	66	1
OS08G0552333	F775_25886	78	78	1
OS08G0552400	F775_10312	54	65	1
OS08G0552400	F775_10313	33	55	1
OS08G0552400	F775_10315	45	65	1
OS08G0552400	F775_25886	65	68	1
OS08G0553000	F775_10312	58	79	1
OS08G0553000	F775_10313	39	73	1
OS08G0553000	F775_10315	43	69	1
OS08G0553000	F775_25886	69	80	1
OS08G0553100	F775_10312	63	74	1
OS08G0553100	F775_10313	40	64	1
OS08G0553100	F775_10315	46	64	1
OS08G0553100	F775_25886	74	74	1
OS08G0553200	F775_10312	64	75	1
OS08G0553200	F775_10313	43	69	1
OS08G0553200	F775_10315	47	65	1
OS08G0553200	F775_25886	75	75	1
OS08G0553300	F775_10312	62	72	1
OS08G0553300	F775_10313	43	68	1
OS08G0553300	F775_10315	46	63	1
OS08G0553300	F775_25886	74	74	1
OS08G0553750	F775_03751	62	63	0
OS08G0553750	F775_18789	39	64	0
OS08G0553800	F775_30997	67	83	1
OS08G0554000	F775_32933	71	78	1
OS08G0554050	F775_09453	70	66	1
OS08G0554100	F775_20206	74	82	0
OS08G0554300	F775_20206	84	68	0
OS08G0555400	F775_04143	35	29	0
OS08G0555400	F775_05517	33	34	0
OS08G0555400	F775_06049	37	20	0
OS08G0555400	F775_07313	34	23	0
OS08G0555400	F775_13856	37	28	0
OS08G0555400	F775_14402	34	26	0
OS08G0555400	F775_15099	28	20	0
OS08G0555400	F775_15320	30	23	0
OS08G0555400	F775_15408	41	37	0
OS08G0555400	F775_19765	37	26	0
OS08G0555400	F775_21054	41	38	0
OS08G0555400	F775_22153	26	16	0
OS08G0555400	F775_23224	35	28	0
OS08G0555700	F775_22216	46	68	1
OS08G0555800	F775_12952	64	69	1
OS08G0556000	F775_05981	61	52	1
OS08G0556000	F775_27093	79	79	1
OS08G0556200	F775_19360	81	80	1
OS08G0556400	F775_09084	56	60	1
OS08G0556700	F775_09035	66	39	1
OS08G0557000	F775_05957	84	90	1
OS08G0557100	F775_27100	58	77	1
OS08G0557200	F775_18474	80	77	1
OS08G0557400	F775_43799	18	62	0
OS08G0557600	F775_06551	87	87	1
OS08G0557800	F775_15771	60	60	0
OS08G0557900	F775_29162	78	79	1
OS08G0558000	F775_29163	71	37	1
OS08G0558100	F775_12162	39	85	1
OS08G0558200	F775_05940	61	56	1
OS08G0558200	F775_15234	48	59	1
OS08G0558200	F775_19249	57	74	1
OS08G0558200	F775_30669	61	60	1
OS08G0558600	F775_30576	89	71	1
OS08G0558700	F775_31569	78	77	1
OS08G0558800	F775_29163	72	38	1
OS08G0559000	F775_16171	41	53	1
OS08G0559300	F775_11324	79	78	1
OS08G0559600	F775_31094	93	89	1
OS08G0559700	F775_03247	54	64	1
OS08G0559700	F775_24668	51	61	1
OS08G0559700	F775_32070	42	63	1
OS08G0559800	F775_03265	51	63	1
OS08G0559800	F775_04411	70	71	1
OS08G0559900	F775_26378	54	51	1
OS08G0560000	F775_11336	69	74	1
OS08G0560300	F775_22386	54	61	0
OS08G0560500	F775_07535	71	72	1
OS08G0560700	F775_26498	89	94	1
OS08G0560900	F775_27299	46	97	1
OS08G0561500	F775_00511	56	41	1
OS08G0561500	F775_11486	83	83	1
OS08G0561600	F775_04292	63	66	1
OS08G0561700	F775_28552	36	70	0
OS08G0561900	F775_13151	75	78	1
OS08G0562100	F775_27565	82	91	1
OS08G0562200	F775_27564	75	48	1
OS08G0562600	F775_23210	34	66	1
OS08G0562700	F775_28161	66	35	1
OS08G0562800	F775_09483	71	67	0
OS08G0562800	F775_16718	71	64	0
OS08G0563500	F775_08384	37	30	1
OS08G0564100	F775_27258	84	82	1
OS08G0564300	F775_52675	60	83	1
OS08G0564500	F775_27072	84	84	1
OS08G0564700	F775_07583	57	44	1
OS08G0564800	F775_02097	65	58	0
OS08G0564800	F775_07379	14	43	0
OS08G0564800	F775_21967	21	50	0
OS08G0564800	F775_31479	64	66	0
OS08G0564900	F775_01881	47	6	1
OS08G0565200	F775_01779	53	53	1
OS08G0565700	F775_13383	35	52	1
OS08G0565700	F775_14173	44	60	1
OS08G0565700	F775_19542	33	47	1
OS08G0565700	F775_20537	48	56	1
OS08G0565800	F775_27212	14	16	0
OS08G0565900	F775_08302	77	80	1
OS08G0566000	F775_07565	79	77	1
OS08G0566100	F775_13598	68	68	0
OS08G0566400	F775_09178	73	79	1
OS08G0566600	F775_29352	58	97	1
OS08G0566700	F775_23431	38	29	1
OS08G0566900	F775_28980	67	85	1
OS08G0567000	F775_32977	68	64	1
OS08G0567100	F775_20441	42	56	1
OS09G0100800	F775_00534	27	18	1
OS09G0101100	F775_26500	43	20	1
OS09G0101800	F775_01185	32	53	1
OS09G0101800	F775_22090	10	52	1
OS09G0103100	F775_28643	77	77	1
OS09G0103500	F775_07074	62	60	1
OS09G0103700	F775_26651	67	68	1
OS09G0104300	F775_24090	75	55	1
OS09G0104300	F775_26199	73	54	1
OS09G0104700	F775_03543	45	46	1
OS09G0106200	F775_43852	63	49	1
OS09G0108400	F775_28169	44	69	1
OS09G0108600	F775_17857	50	48	1
OS09G0109800	F775_01683	82	73	1
OS09G0110200	F775_12904	64	81	1
OS09G0110400	F775_01718	59	76	1
OS09G0110400	F775_32055	46	80	1
OS09G0110750	EPlATAG00000010026	91	26	0
OS09G0111100	F775_22047	35	56	1
OS09G0111800	F775_01052	66	68	1
OS09G0111800	F775_01988	62	43	1
OS09G0111800	F775_24497	65	35	1
OS09G0112400	F775_12212	57	46	1
OS09G0113500	F775_01519	50	21	1
OS09G0114500	F775_31323	85	91	1
OS09G0115400	F775_30065	77	89	1
OS09G0115500	F775_12425	55	79	1
OS09G0115600	F775_31315	85	85	1
OS09G0116000	F775_02798	30	20	0
OS09G0116000	F775_04223	39	28	0
OS09G0116000	F775_22506	26	19	0
OS09G0116000	F775_22507	27	21	0
OS09G0116000	F775_23176	32	18	0
OS09G0116000	F775_23542	30	18	0
OS09G0116000	F775_33202	25	14	0
OS09G0116000	F775_43210	26	47	0
OS09G0116000	F775_52426	32	24	0
OS09G0116400	F775_06580	74	59	1
OS09G0116800	F775_02798	36	27	0
OS09G0116800	F775_04223	51	42	0
OS09G0116800	F775_22506	32	26	0
OS09G0116800	F775_22507	34	30	0
OS09G0116800	F775_23176	40	25	0
OS09G0116800	F775_23542	36	25	0
OS09G0116800	F775_33202	32	20	0
OS09G0116800	F775_43210	32	65	0
OS09G0116800	F775_52426	36	30	0
OS09G0119100	F775_03966	49	67	1
OS09G0119600	F775_16454	56	61	0
OS09G0119600	F775_18066	35	60	0
OS09G0119600	F775_19708	30	28	0
OS09G0119600	F775_25498	59	64	0
OS09G0119600	F775_26484	53	61	0
OS09G0119600	F775_42416	20	67	0
OS09G0121000	F775_03792	62	19	1
OS09G0121000	F775_08881	0	0	1
OS09G0121000	F775_18890	13	2	1
OS09G0121000	F775_27251	86	8	1
OS09G0121050	F775_03792	19	26	1
OS09G0121050	F775_08881	3	5	1
OS09G0121050	F775_18890	38	34	1
OS09G0121050	F775_27251	59	27	1
OS09G0121900	F775_32134	47	40	1
OS09G0122200	F775_22863	51	52	0
OS09G0123100	F775_15993	77	79	1
OS09G0123200	F775_26380	58	64	1
OS09G0123300	F775_10950	75	69	1
OS09G0123500	F775_00505	20	33	1
OS09G0123500	F775_22269	27	55	1
OS09G0123500	F775_22424	24	53	1
OS09G0123500	F775_22888	35	45	1
OS09G0123500	F775_23281	21	61	1
OS09G0123500	F775_24216	26	60	1
OS09G0124100	F775_00505	29	30	1
OS09G0124100	F775_22269	25	32	1
OS09G0124100	F775_22424	24	33	1
OS09G0124100	F775_22888	21	18	1
OS09G0124100	F775_23281	14	27	1
OS09G0124100	F775_24216	25	37	1
OS09G0124232	F775_24317	49	34	1
OS09G0124800	F775_00505	19	32	1
OS09G0124800	F775_22269	25	52	1
OS09G0124800	F775_22424	22	49	1
OS09G0124800	F775_22888	36	48	1
OS09G0124800	F775_23281	19	58	1
OS09G0124800	F775_24216	25	58	1
OS09G0126600	F775_22158	19	31	1
OS09G0127300	F775_32936	78	69	1
OS09G0127800	F775_07673	95	95	1
OS09G0128400	F775_10227	70	24	1
OS09G0128600	F775_06013	69	67	1
OS09G0129600	F775_21197	49	24	1
OS09G0129600	F775_29535	49	24	1
OS09G0129800	F775_21197	55	27	1
OS09G0129800	F775_29535	55	26	1
OS09G0130700	F775_04993	15	24	0
OS09G0130700	F775_15237	23	28	0
OS09G0130700	F775_17360	23	21	0
