Gene stable ID	Arabidopsis lyrata gene stable ID	% identity	Arabidopsis lyrata % identity	Orthology confidence [0 low, 1 high]
OS08G0471900	fgenesh2_kg.7__3139__AT5G22480.1	63	64	1
OS08G0471950	fgenesh2_kg.1__4055__AT1G49720.1	41	29	0
OS08G0471950	fgenesh2_kg.3__2145__AT3G19290.1	45	29	0
OS08G0471950	fgenesh2_kg.7__705__AT4G34000.1	43	27	0
OS08G0472400	fgenesh2_kg.5__1377__AT3G50340.1	33	51	1
OS08G0472400	fgenesh2_kg.8__2715__AT5G67020.1	32	50	1
OS08G0472600	fgenesh2_kg.3__2144__AT3G19280.1	55	57	0
OS08G0472600	scaffold_104675.1	27	40	0
OS08G0472600	scaffold_104679.1	56	56	0
OS08G0472800	fgenesh2_kg.3__2143__AT3G19270.1	56	61	1
OS08G0473600	fgenesh2_kg.7__1771__AT4G25000.1	52	54	1
OS08G0473900	fgenesh2_kg.7__1771__AT4G25000.1	49	55	1
OS08G0474000	scaffold_700692.1	29	24	1
OS08G0474100	fgenesh1_pg.C_scaffold_3001816	15	24	1
OS08G0474100	fgenesh1_pg.C_scaffold_5001563	21	27	1
OS08G0474100	fgenesh2_kg.8__2736__AT5G66800.1	20	25	1
OS08G0474500	fgenesh2_kg.8__576__AT5G42750.1	26	19	1
OS08G0474600	fgenesh1_pm.C_scaffold_6002408	42	41	1
OS08G0474700	fgenesh2_kg.4__141__AT2G21630.1	58	65	0
OS08G0474700	fgenesh2_kg.4__91__AT2G21630.1	67	68	0
OS08G0475400	fgenesh2_kg.1__4053__AT1G49660.1	37	38	1
OS08G0475400	fgenesh2_kg.5__1216__AT3G48690.1	39	40	1
OS08G0475400	fgenesh2_kg.5__256__AT2G03550.1	36	37	1
OS08G0475400	scaffold_102142.1	36	37	1
OS08G0475400	scaffold_104666.1	35	37	1
OS08G0475400	scaffold_104667.1	36	31	1
OS08G0476000	fgenesh1_pm.C_scaffold_8000475	31	20	1
OS08G0476000	fgenesh2_kg.7__356__AT4G37080.1	34	20	1
OS08G0476100	fgenesh1_pm.C_scaffold_8000475	49	13	1
OS08G0476100	fgenesh2_kg.7__356__AT4G37080.1	55	14	1
OS08G0476300	scaffold_502084.1	60	56	1
OS08G0476400	fgenesh2_kg.5__1392__AT3G50520.1	42	50	1
OS08G0476600	fgenesh2_kg.8__584__AT5G42680.1	45	48	1
OS08G0477900	Al_scaffold_0007_233	26	25	1
OS08G0478100	fgenesh2_kg.7__236__AT4G38090.1	53	57	1
OS08G0478200	fgenesh2_kg.5__1588__AT3G52300.1	76	76	1
OS08G0478466	fgenesh2_kg.1__1577__AT1G14490.1	26	41	1
OS08G0478466	scaffold_801368.1	29	34	1
OS08G0478500	fgenesh1_pm.C_scaffold_8002104	30	41	1
OS08G0478500	fgenesh2_kg.7__1819__AT4G24560.1	30	29	1
OS08G0478800	fgenesh2_kg.7__1814__AT4G24620.1	73	73	1
OS08G0479400	fgenesh2_kg.7__1809__AT4G24660.1	42	57	1
OS08G0479400	scaffold_803272.1	36	38	1
OS08G0480000	fgenesh2_kg.8__2587__AT5G65380.1	58	58	1
OS08G0480000	fgenesh2_kg.8__407__AT5G44050.1	52	52	1
OS08G0480100	fgenesh2_kg.7__1124__AT4G30600.1	68	67	1
OS08G0480500	Al_scaffold_0007_3730	36	59	1
OS08G0480500	fgenesh1_pm.C_scaffold_1001400	57	56	1
OS08G0480500	fgenesh2_kg.1__799__AT1G07950.1	57	54	1
OS08G0480800	scaffold_801001.1	31	52	1
OS08G0481100	scaffold_700236.1	27	19	1
OS08G0481200	scaffold_800951.1	51	49	1
OS08G0481400	Al_scaffold_0001_3626	21	30	1
OS08G0481400	fgenesh2_kg.4__165__AT2G22430.1	32	28	1
OS08G0481400	fgenesh2_kg.666__2__AT5G65310.1	32	27	1
OS08G0481400	fgenesh2_kg.7__226__AT4G40060.1	30	28	1
OS08G0481400	fgenesh2_kg.8__2581__AT5G65310.1	32	27	1
OS08G0481800	scaffold_803143.1	67	29	0
OS08G0481800	scaffold_803144.1	83	35	0
OS08G0481950	fgenesh2_kg.8__2448__AT5G64300.1	66	66	1
OS08G0481950	scaffold_400194.1	55	63	1
OS08G0482100	fgenesh2_kg.3__1201__AT3G11560.3	49	48	0
OS08G0482100	fgenesh2_kg.6__563__AT5G06220.1	46	49	0
OS08G0483200	fgenesh2_kg.6__2840__AT4G09040.1	37	33	1
OS08G0483900	fgenesh1_pg.C_scaffold_1002057	35	40	1
OS08G0483900	fgenesh1_pg.C_scaffold_2001542	24	46	1
OS08G0483900	fgenesh1_pg.C_scaffold_8002520	29	37	1
OS08G0483900	scaffold_105519.1	32	36	1
OS08G0484200	Al_scaffold_0001_3639	22	27	0
OS08G0484200	Al_scaffold_0004_1992	28	31	0
OS08G0484200	fgenesh2_kg.1__2444__AT1G22500.1	23	25	0
OS08G0484200	fgenesh2_kg.2__1483__AT1G72200.1	29	29	0
OS08G0484200	fgenesh2_kg.3__508__AT3G05200.1	32	33	0
OS08G0484200	fgenesh2_kg.6__2919__AT4G09110.1	15	36	0
OS08G0484200	scaffold_402096.1	28	17	0
OS08G0484200	scaffold_602899.1	30	34	0
OS08G0484200	scaffold_603234.1	13	41	0
OS08G0484200	scaffold_603236.1	24	28	0
OS08G0484200	scaffold_603237.1	11	45	0
OS08G0484200	scaffold_603239.1	22	29	0
OS08G0484200	scaffold_603240.1	23	26	0
OS08G0484400	Al_scaffold_0007_212	34	45	1
OS08G0484400	fgenesh1_pm.C_scaffold_4000135	47	46	1
OS08G0484500	fgenesh2_kg.1__2435__AT1G22410.1	80	76	1
OS08G0484500	fgenesh2_kg.7__768__AT4G33510.1	77	77	1
OS08G0484500	scaffold_700232.1	76	72	1
OS08G0484600	fgenesh1_pm.C_scaffold_3000097	75	75	0
OS08G0484600	fgenesh1_pm.C_scaffold_7002776	58	60	0
OS08G0484600	fgenesh2_kg.5__675__AT3G29160.2	71	71	0
OS08G0484600	scaffold_704100.1	53	56	0
OS08G0484700	fgenesh2_kg.3__2704__AT3G24860.1	24	25	1
OS08G0484800	fgenesh2_kg.8__2572__AT5G65250.1	30	34	1
OS08G0485300	fgenesh1_pm.C_scaffold_3002471	34	33	1
OS08G0485400	fgenesh2_kg.8__2443__AT5G64250.2	67	57	1
OS08G0485400	scaffold_803135.1	68	57	1
OS08G0485600	fgenesh2_kg.1__2425__AT1G22310.2	14	19	1
OS08G0485700	fgenesh2_kg.1__2425__AT1G22310.2	12	21	1
OS08G0485800	fgenesh1_pm.C_scaffold_3002830	36	38	1
OS08G0485800	fgenesh1_pm.C_scaffold_7000905	48	53	1
OS08G0485900	scaffold_700231.1	62	64	1
OS08G0486100	Al_scaffold_0007_725	62	13	1
OS08G0486200	fgenesh2_kg.8__2435__AT5G64200.1	49	47	0
OS08G0486300	fgenesh2_kg.1__3562__AT1G34670.1	41	44	1
OS08G0487100	fgenesh2_kg.2__1145__AT1G68880.1	20	36	1
OS08G0487100	fgenesh2_kg.5__300__AT2G04038.1	20	32	1
OS08G0487100	fgenesh2_kg.6__1562__AT5G15830.1	23	29	1
OS08G0487100	scaffold_101520.1	24	28	1
OS08G0487100	scaffold_501032.1	22	29	1
OS08G0487100	scaffold_704179.1	21	30	1
OS08G0487500	fgenesh2_kg.3__168__AT3G02340.1	24	16	0
OS08G0487500	scaffold_600820.1	25	17	0
OS08G0487500	scaffold_601615.1	24	19	0
OS08G0487500	scaffold_802719.1	21	14	0
OS08G0487700	fgenesh2_kg.1__2745__AT1G26260.3	23	23	1
OS08G0487700	fgenesh2_kg.2__1151__AT1G68920.3	24	17	1
OS08G0487800	fgenesh2_kg.5__297__AT2G04030.1	77	77	1
OS08G0487900	fgenesh1_pm.C_scaffold_5000580	47	53	1
OS08G0487900	fgenesh2_kg.1__1476__AT1G13610.1	46	53	1
OS08G0488800	fgenesh2_kg.6__259__AT5G03490.1	34	11	0
OS08G0488800	scaffold_100587.1	25	9	0
OS08G0488800	scaffold_104877.1	32	11	0
OS08G0488800	scaffold_202328.1	38	12	0
OS08G0489100	fgenesh2_kg.6__259__AT5G03490.1	38	38	0
OS08G0489100	scaffold_100587.1	32	35	0
OS08G0489100	scaffold_104877.1	37	38	0
OS08G0489100	scaffold_202328.1	41	40	0
OS08G0489300	fgenesh2_kg.1__1480__AT1G13635.1	41	45	1
OS08G0489800	fgenesh2_kg.1__1481__AT1G13640.1	54	55	0
OS08G0489800	fgenesh2_kg.1__2744__AT1G26270.1	53	54	0
OS08G0489800	fgenesh2_kg.5__293__AT2G03890.1	55	53	0
OS08G0490000	fgenesh2_kg.2__1159__AT1G69010.1	23	38	1
OS08G0490000	scaffold_600819.1	30	28	1
OS08G0490000	scaffold_704174.1	19	33	1
OS08G0490100	scaffold_803422.1	24	29	0
OS08G0490300	fgenesh2_kg.8__1470__AT5G55670.1	47	40	1
OS08G0490600	fgenesh2_kg.8__1475__AT5G55730.1	41	17	0
OS08G0490600	fgenesh2_kg.9__119__AT4G12730.1	36	16	0
OS08G0491000	fgenesh1_pg.C_scaffold_8001604	16	4	1
OS08G0491100	fgenesh1_pg.C_scaffold_8001604	20	2	1
OS08G0491200	fgenesh2_kg.8__3__AT5G47750.1	66	67	1
OS08G0491400	fgenesh2_kg.1__2937__AT1G27760.3	27	26	1
OS08G0492100	fgenesh2_kg.3__1405__AT3G13224.1	27	51	1
OS08G0492400	scaffold_100286.1	48	25	1
OS08G0492500	fgenesh2_kg.3__2775__AT2G04240.2	33	34	1
OS08G0493800	Al_scaffold_0008_2043	58	51	1
OS08G0493800	scaffold_701647.1	59	51	1
OS08G0493900	scaffold_104647.1	60	61	1
OS08G0494000	fgenesh2_kg.8__1508__AT5G56050.1	38	31	1
OS08G0494000	scaffold_701653.1	36	31	1
OS08G0494000	scaffold_802148.1	21	34	1
OS08G0494100	Al_scaffold_0001_2320	33	31	1
OS08G0494100	fgenesh2_kg.2__2089__AT1G77950.1	29	37	1
OS08G0494100	fgenesh2_kg.2__2091__AT1G77980.1	34	33	1
OS08G0494100	fgenesh2_kg.2__2429__AT1G77950.2	29	37	1
OS08G0494350	scaffold_102825.1	46	32	1
OS08G0494375	fgenesh2_kg.5__1121__AT3G47640.1	18	13	1
OS08G0495500	scaffold_105376.1	55	55	1
OS08G0495800	Al_scaffold_0001_4956	70	70	1
OS08G0496000	Al_scaffold_0008_2049	46	55	1
OS08G0496000	fgenesh2_kg.2__813__AT5G56090.1	62	65	1
OS08G0496000	fgenesh2_kg.2__887__AT5G56090.1	62	65	1
OS08G0496000	scaffold_802150.1	62	65	1
OS08G0496200	fgenesh2_kg.3__1478__AT5G47780.1	55	49	1
OS08G0496400	fgenesh2_kg.8__1514__AT5G56120.1	19	29	1
OS08G0496500	fgenesh2_kg.1__4714__AT1G54830.1	49	46	1
OS08G0496500	fgenesh2_kg.1__929__AT1G08970.2	50	44	1
OS08G0496600	fgenesh2_kg.8__1514__AT5G56120.1	39	40	1
OS08G0496800	fgenesh2_kg.1__4026__AT1G49320.1	17	26	0
OS08G0496900	fgenesh2_kg.9__111__AT4G12650.1	65	81	1
OS08G0497300	Al_scaffold_0008_2059	38	40	1
OS08G0497300	fgenesh2_kg.1__4582__AT1G55690.1	43	42	1
OS08G0497600	Al_scaffold_0008_2062	60	58	0
OS08G0497600	scaffold_105361.1	65	63	0
OS08G0497600	scaffold_301529.1	65	63	0
OS08G0497900	Al_scaffold_0003_1367	13	13	1
OS08G0497900	fgenesh2_kg.7__1600__AT4G26450.1	16	6	1
OS08G0497900	scaffold_802165.1	18	16	1
OS08G0499100	fgenesh2_kg.191__1__AT5G56220.1	42	56	1
OS08G0499100	scaffold_802166.1	57	58	1
OS08G0499200	fgenesh2_kg.1__4577__AT1G55620.2	65	62	1
OS08G0499300	fgenesh1_pm.C_scaffold_7001265	31	37	0
OS08G0499300	scaffold_802171.1	35	35	0
OS08G0499700	scaffold_802662.1	12	14	0
OS08G0499700	scaffold_81700001.1	12	14	0
OS08G0499800	scaffold_203054.1	43	48	1
OS08G0499900	fgenesh2_kg.1__4574__AT1G55590.1	31	10	1
OS08G0500000	fgenesh2_kg.7__1603__AT4G26430.1	71	73	1
OS08G0500000	fgenesh2_kg.8__1534__AT5G56280.1	74	77	1
OS08G0500100	fgenesh2_kg.8__1535__AT5G56290.1	61	62	1
OS08G0500200	scaffold_403336.1	16	43	0
OS08G0500300	fgenesh1_pg.C_scaffold_1001466	48	52	1
OS08G0500300	fgenesh2_kg.2__2267__AT1G79630.1	51	54	1
OS08G0500500	scaffold_100160.1	18	22	1
OS08G0500700	Al_scaffold_0002_269	15	73	0
OS08G0500700	Al_scaffold_0004_1256	16	72	0
OS08G0500800	fgenesh2_kg.7__3061__AT5G35690.1	43	51	1
OS08G0500900	fgenesh2_kg.1__3566__AT1G31220.1	56	55	1
OS08G0500900	fgenesh2_kg.2__1314__AT1G31220.1	57	56	1
OS08G0501132	fgenesh2_kg.1__3566__AT1G31220.1	56	36	1
OS08G0501132	fgenesh2_kg.2__1314__AT1G31220.1	56	35	1
OS08G0501600	Al_scaffold_0001_1673	35	21	1
OS08G0501600	Al_scaffold_0001_1675	36	21	1
OS08G0501600	Al_scaffold_0001_3546	41	24	1
OS08G0501600	Al_scaffold_0002_2688	41	27	1
OS08G0501600	Al_scaffold_0003_3888	33	21	1
OS08G0501600	fgenesh1_pm.C_scaffold_1001383	43	24	1
OS08G0501600	fgenesh2_kg.1__1766__AT1G16110.1	37	24	1
OS08G0501600	fgenesh2_kg.1__1768__AT1G16150.1	42	22	1
OS08G0501600	fgenesh2_kg.1__1959__AT1G17910.1	43	24	1
OS08G0501600	fgenesh2_kg.2__1234__AT1G69730.1	42	23	1
OS08G0501600	fgenesh2_kg.2__2273__AT1G79670.2	44	38	1
OS08G0501600	fgenesh2_kg.7__1069__AT4G31110.1	46	24	1
OS08G0501600	scaffold_102165.1	43	23	1
OS08G0501600	scaffold_302957.1	40	22	1
OS08G0502000	fgenesh2_kg.8__1438__AT5G55390.1	32	18	0
OS08G0502000	fgenesh2_kg.8__678__AT5G48090.1	25	30	0
OS08G0502400	fgenesh2_kg.3__2808__AT2G04780.2	45	48	1
OS08G0502600	scaffold_105488.1	24	26	0
OS08G0502700	fgenesh2_kg.3__3006__AT2G13360.2	84	84	0
OS08G0502800	fgenesh2_kg.7__2060__AT4G22360.1	36	39	1
OS08G0503200	fgenesh2_kg.126__1__AT3G20520.1	40	43	1
OS08G0503200	fgenesh2_kg.2__922__AT1G66970.1	43	47	1
OS08G0503200	fgenesh2_kg.2__923__AT1G66980.1	43	31	1
OS08G0503200	fgenesh2_kg.3__2278__AT3G20520.1	39	41	1
OS08G0503200	fgenesh2_kg.7__1570__AT4G26690.1	45	47	1
OS08G0503200	fgenesh2_kg.8__1447__AT5G55480.1	46	47	1
OS08G0503700	fgenesh2_kg.8__33__AT5G47560.1	58	59	1
OS08G0503800	scaffold_801965.1	12	54	1
OS08G0503800	scaffold_802088.1	53	53	1
OS08G0504000	fgenesh1_pm.C_scaffold_3001853	37	46	0
OS08G0504000	fgenesh2_kg.5__2209__AT3G57670.1	44	50	0
OS08G0504000	scaffold_104878.1	35	46	0
OS08G0504400	scaffold_104778.1	60	65	1
OS08G0504500	scaffold_503645.1	56	59	0
OS08G0504600	Al_scaffold_0003_1280	32	33	1
OS08G0504700	fgenesh2_kg.3__1323__AT3G12630.1	45	48	1
OS08G0504800	fgenesh2_kg.1__4186__AT1G51170.1	45	48	1
OS08G0504800	fgenesh2_kg.3__2312__AT3G20830.1	47	49	1
OS08G0505001	scaffold_403080.1	64	55	1
OS08G0505200	fgenesh2_kg.4__2384__AT2G42320.2	47	49	1
OS08G0505200	fgenesh2_kg.5__2223__AT3G57780.1	45	45	1
OS08G0505200	fgenesh2_kg.6__642__AT5G06930.1	33	32	1
OS08G0505200	scaffold_104249.1	8	47	1
OS08G0505300	fgenesh2_kg.7__1623__AT4G26230.1	77	43	1
OS08G0505300	fgenesh2_kg.8__1578__AT5G56710.1	77	43	1
OS08G0505300	scaffold_303874.1	76	42	1
OS08G0505900	fgenesh2_kg.3__1320__AT3G12610.1	54	55	1
OS08G0505900	scaffold_302486.1	53	56	1
OS08G0505900	scaffold_601299.1	52	53	1
OS08G0506400	fgenesh2_kg.4__2380__AT2G42290.1	44	45	1
OS08G0506400	fgenesh2_kg.5__2229__AT3G57830.1	44	44	1
OS08G0506500	fgenesh1_pm.C_scaffold_5002324	44	41	1
OS08G0506700	fgenesh2_kg.1__4183__AT1G51140.1	30	31	0
OS08G0506700	scaffold_403077.1	35	39	0
OS08G0508100	fgenesh2_kg.6__1242__AT5G12900.1	43	47	1
OS08G0508500	fgenesh2_kg.3__2308__AT3G20810.2	43	51	1
OS08G0508600	fgenesh2_kg.3__2471__AT3G22510.1	21	33	1
OS08G0508600	scaffold_602954.1	36	39	1
OS08G0508700	scaffold_202309.1	34	37	1
OS08G0509200	Al_scaffold_0001_4538	40	39	1
OS08G0509200	Al_scaffold_0003_2134	37	39	1
OS08G0509200	Al_scaffold_0004_3121	43	40	1
OS08G0509200	Al_scaffold_0006_2354	45	42	1
OS08G0509200	fgenesh2_kg.1__4175__AT1G47600.1	41	40	1
OS08G0509200	fgenesh2_kg.1__4213__AT1G47600.1	41	40	1
OS08G0509200	fgenesh2_kg.1__4318__AT1G52400.1	42	40	1
OS08G0509200	fgenesh2_kg.2__862__AT1G66280.1	41	39	1
OS08G0509200	fgenesh2_kg.3__309__AT3G03640.1	42	39	1
OS08G0509200	fgenesh2_kg.3__942__AT3G09260.1	42	40	1
OS08G0509200	fgenesh2_kg.4__2632__AT2G44470.3	40	34	1
OS08G0509200	fgenesh2_kg.4__2633__AT2G44480.1	44	43	1
OS08G0509200	fgenesh2_kg.5__2469__AT3G60120.1	42	40	1
OS08G0509200	fgenesh2_kg.5__2473__AT3G60140.1	41	36	1
OS08G0509200	scaffold_104182.1	41	40	1
OS08G0509200	scaffold_302551.1	43	41	1
OS08G0509200	scaffold_401852.1	40	33	1
OS08G0509200	scaffold_403369.1	41	36	1
OS08G0509200	scaffold_403374.1	40	36	1
OS08G0509200	scaffold_601832.1	42	40	1
OS08G0509400	Al_scaffold_0001_4538	39	39	1
OS08G0509400	Al_scaffold_0003_2134	37	39	1
OS08G0509400	Al_scaffold_0004_3121	42	39	1
OS08G0509400	Al_scaffold_0006_2354	45	42	1
OS08G0509400	fgenesh2_kg.1__4175__AT1G47600.1	40	39	1
OS08G0509400	fgenesh2_kg.1__4213__AT1G47600.1	40	40	1
OS08G0509400	fgenesh2_kg.1__4318__AT1G52400.1	40	38	1
OS08G0509400	fgenesh2_kg.2__862__AT1G66280.1	40	38	1
OS08G0509400	fgenesh2_kg.3__309__AT3G03640.1	42	40	1
OS08G0509400	fgenesh2_kg.3__942__AT3G09260.1	41	39	1
OS08G0509400	fgenesh2_kg.4__2632__AT2G44470.3	41	34	1
OS08G0509400	fgenesh2_kg.4__2633__AT2G44480.1	44	42	1
OS08G0509400	fgenesh2_kg.5__2469__AT3G60120.1	42	40	1
OS08G0509400	fgenesh2_kg.5__2473__AT3G60140.1	42	36	1
OS08G0509400	scaffold_104182.1	40	39	1
OS08G0509400	scaffold_302551.1	42	40	1
OS08G0509400	scaffold_401852.1	40	33	1
OS08G0509400	scaffold_403369.1	42	36	1
OS08G0509400	scaffold_403374.1	41	37	1
OS08G0509400	scaffold_601832.1	39	37	1
OS08G0509500	fgenesh2_kg.5__2234__AT3G57910.1	45	42	1
OS08G0509600	fgenesh2_kg.5__2235__AT3G57920.1	26	31	0
OS08G0509600	scaffold_403069.1	28	32	0
OS08G0510101	Al_scaffold_0003_1235	31	19	1
OS08G0510101	Al_scaffold_0003_3870	27	22	1
OS08G0510101	scaffold_301396.1	35	19	1
OS08G0510400	Al_scaffold_0002_261	59	58	1
OS08G0510400	fgenesh2_kg.3__3385__AT2G17845.1	55	56	1
OS08G0510400	fgenesh2_kg.5__1944__AT3G55290.1	60	61	1
OS08G0510500	fgenesh2_kg.3__1274__AT3G12140.3	30	25	1
OS08G0510500	fgenesh2_kg.4__2628__AT2G44440.1	37	24	1
OS08G0510500	fgenesh2_kg.6__1252__AT5G13020.1	43	29	1
OS08G0510500	fgenesh2_kg.6__625__AT5G06780.1	28	25	1
OS08G0510700	Al_scaffold_0005_2712	24	26	0
OS08G0510700	fgenesh2_kg.4__2627__AT2G44430.1	26	26	0
OS08G0510700	scaffold_503237.1	23	23	0
OS08G0510800	fgenesh2_kg.5__2241__AT3G57990.1	31	33	1
OS08G0511000	fgenesh1_pm.C_scaffold_3000405	35	33	1
OS08G0511200	fgenesh2_kg.2__1929__AT1G76420.1	39	41	1
OS08G0511400	fgenesh2_kg.7__548__AT4G35320.1	28	34	1
OS08G0511400	scaffold_304039.1	25	32	1
OS08G0511500	fgenesh2_kg.6__2021__AT5G19920.1	38	6	1
OS08G0511500	fgenesh2_kg.8__979__AT5G50970.1	54	11	1
OS08G0511700	Al_scaffold_0007_509	49	51	1
OS08G0511700	fgenesh2_kg.3__3329__AT2G17440.1	47	50	1
OS08G0511800	scaffold_304046.1	93	93	0
OS08G0511900	fgenesh1_pg.C_scaffold_4001618	57	45	0
OS08G0511900	fgenesh1_pm.C_scaffold_7000011	65	29	0
OS08G0511900	scaffold_402150.1	49	36	0
OS08G0512100	scaffold_700013.1	18	34	1
OS08G0512300	fgenesh1_pm.C_scaffold_3001004	71	75	1
OS08G0512300	fgenesh2_kg.6__1197__AT5G12210.1	75	77	1
OS08G0512400	fgenesh2_kg.4__1369__AT2G33620.2	44	45	1
OS08G0512500	fgenesh2_kg.2__1932__AT1G76450.1	50	54	1
OS08G0512600	fgenesh2_kg.1__2285__AT1G20930.1	72	74	1
OS08G0512600	fgenesh2_kg.2__1942__AT1G76540.1	71	73	1
OS08G0512700	fgenesh1_pm.C_scaffold_2001603	72	53	1
OS08G0512700	fgenesh2_kg.3__3322__AT2G17370.1	67	56	1
OS08G0512900	fgenesh1_pm.C_scaffold_4001145	58	42	1
OS08G0513000	Al_scaffold_0006_999	37	11	0
OS08G0513000	fgenesh2_kg.697__2__AT5G63870.2	55	23	0
OS08G0513000	fgenesh2_kg.8__2392__AT5G63870.2	55	23	0
OS08G0513100	scaffold_202613.1	48	23	1
OS08G0513300	fgenesh2_kg.3__2023__AT3G18240.1	59	54	1
OS08G0513700	fgenesh2_kg.1__2292__AT1G20980.1	50	27	1
OS08G0513700	scaffold_202615.1	49	26	1
OS08G0514600	Al_scaffold_0002_2117	21	14	1
OS08G0514600	fgenesh1_pg.C_scaffold_2000378	22	15	1
OS08G0514600	fgenesh2_kg.1__2033__AT1G18590.1	24	16	1
OS08G0514600	scaffold_202357.1	21	14	1
OS08G0515000	Al_scaffold_0002_2117	36	36	1
OS08G0515000	fgenesh1_pg.C_scaffold_2000378	36	36	1
OS08G0515000	fgenesh2_kg.1__2033__AT1G18590.1	35	36	1
OS08G0515000	scaffold_202357.1	35	36	1
OS08G0515700	fgenesh1_pm.C_scaffold_1002868	30	37	1
OS08G0515700	fgenesh2_kg.1__2297__AT1G21060.1	34	36	1
OS08G0515700	fgenesh2_kg.2__1950__AT1G76620.1	35	35	1
OS08G0515800	fgenesh2_kg.7__8__AT4G38160.2	54	53	0
OS08G0515900	fgenesh2_kg.7__540__AT4G35420.1	62	56	1
OS08G0516900	fgenesh2_kg.4__371__AT2G24550.1	23	30	1
OS08G0516900	fgenesh2_kg.7__1019__AT4G31510.1	24	31	1
OS08G0516900	scaffold_602594.1	22	39	1
OS08G0517200	Al_scaffold_0004_1063	36	35	1
OS08G0517200	Al_scaffold_0008_2162	68	33	1
OS08G0517200	fgenesh2_kg.3__2339__AT3G21180.1	67	32	1
OS08G0517200	fgenesh2_kg.7__1201__AT4G29900.1	68	32	1
OS08G0517200	scaffold_801756.1	42	20	1
OS08G0517200	scaffold_801763.1	40	25	1
OS08G0517200	scaffold_801764.1	39	21	1
OS08G0517300	fgenesh2_kg.4__653__AT2G27100.1	52	47	0
OS08G0517300	fgenesh2_kg.4__659__AT2G27100.1	52	47	0
OS08G0517500	fgenesh2_kg.3__2332__AT3G21140.1	61	59	1
OS08G0517500	scaffold_104923.1	63	60	1
OS08G0517600	scaffold_302047.1	61	61	1
OS08G0517700	Al_scaffold_0007_1553	47	48	0
OS08G0517700	fgenesh1_pm.C_scaffold_7001315	49	48	0
OS08G0517800	fgenesh2_kg.6__2459__AT5G24620.1	37	28	1
OS08G0517900	scaffold_5200003.1	71	72	0
OS08G0517900	scaffold_700665.1	47	57	0
OS08G0517900	scaffold_802253.1	71	72	0
OS08G0518100	fgenesh2_kg.161__1__AT5G57210.1	40	47	1
OS08G0518100	fgenesh2_kg.7__1192__AT4G29950.1	44	44	1
OS08G0518100	fgenesh2_kg.8__1634__AT5G57210.1	41	46	1
OS08G0518200	Al_scaffold_0006_604	33	18	1
OS08G0519100	scaffold_802202.1	7	57	0
OS08G0519400	fgenesh2_kg.4__356__AT2G24420.1	45	46	1
OS08G0519400	fgenesh2_kg.7__1041__AT4G31340.2	44	47	1
OS08G0519400	fgenesh2_kg.7__1177__AT4G30090.1	21	30	1
OS08G0519400	fgenesh2_kg.8__892__AT5G50190.1	13	29	1
OS08G0519600	fgenesh2_kg.3__2246__AT3G20260.1	48	49	1
OS08G0519700	fgenesh2_kg.3__3524__AT2G19090.1	33	16	1
OS08G0519700	fgenesh2_kg.7__1173__AT4G30130.1	31	17	1
OS08G0519800	fgenesh1_pg.C_scaffold_3001929	37	39	1
OS08G0519800	scaffold_701722.1	33	39	1
OS08G0520000	fgenesh2_kg.3__2244__AT3G20240.1	56	61	1
OS08G0520100	fgenesh2_kg.2__2187__AT1G78910.1	61	61	1
OS08G0520200	fgenesh2_kg.5__754__AT3G42630.1	43	41	0
OS08G0520400	fgenesh2_kg.6__376__AT5G04610.1	39	41	1
OS08G0520850	fgenesh2_kg.4__354__AT2G24395.1	32	29	1
OS08G0520900	fgenesh2_kg.4__2090__AT2G39930.1	71	66	1
OS08G0521000	fgenesh2_kg.8__502__AT5G43180.1	27	28	0
OS08G0521200	fgenesh1_pm.C_scaffold_7000823	38	30	1
OS08G0521200	fgenesh1_pm.C_scaffold_7002412	38	42	1
OS08G0521200	fgenesh2_kg.1__4146__AT1G50610.1	39	41	1
OS08G0521200	fgenesh2_kg.3__2240__AT3G20190.1	39	42	1
OS08G0521200	fgenesh2_kg.3__2930__AT2G07040.1	37	41	1
OS08G0521800	fgenesh1_pm.C_scaffold_7000836	40	42	1
OS08G0522400	scaffold_700960.1	49	49	1
OS08G0522500	fgenesh1_pm.C_scaffold_3001473	59	56	0
OS08G0522500	fgenesh2_kg.1__550__AT1G05850.1	60	60	0
OS08G0522600	fgenesh2_kg.1__2300__AT1G21080.1	68	68	1
OS08G0522600	fgenesh2_kg.2__1960__AT1G76700.1	65	65	1
OS08G0523600	scaffold_101766.1	34	18	0
OS08G0524000	Al_scaffold_0003_1087	47	57	1
OS08G0524000	Al_scaffold_0003_2693	40	53	1
OS08G0524000	Al_scaffold_0004_788	32	61	1
OS08G0524000	Al_scaffold_0006_1402	45	45	1
OS08G0524000	Al_scaffold_0006_2637	46	57	1
OS08G0524000	fgenesh2_kg.3__3554__AT2G18770.1	58	57	1
OS08G0524000	fgenesh2_kg.6__501__AT5G05670.1	60	59	1
OS08G0524100	fgenesh1_pm.C_scaffold_4002114	52	45	1
OS08G0524100	fgenesh2_kg.1__520__AT1G05630.1	53	50	1
OS08G0524100	fgenesh2_kg.2__787__AT1G65580.1	53	53	1
OS08G0524100	fgenesh2_kg.4__1166__AT2G31830.1	50	48	1
OS08G0524200	Al_scaffold_0003_2822	47	47	1
OS08G0524200	Al_scaffold_0009_122	49	48	1
