Gene stable ID	Solanum tuberosum gene stable ID	% identity	Solanum tuberosum % identity	Orthology confidence [0 low, 1 high]
OS08G0207600	PGSC0003DMG400017735	56	56	1
OS08G0208400	PGSC0003DMG400042112	14	27	0
OS08G0210300	PGSC0003DMG400019787	32	15	1
OS08G0215200	PGSC0003DMG401013972	8	3	1
OS08G0215300	PGSC0003DMG400015044	10	8	1
OS08G0215300	PGSC0003DMG400035537	7	10	1
OS08G0215300	PGSC0003DMG400038122	4	6	1
OS08G0215300	PGSC0003DMG400042791	26	24	1
OS08G0215300	PGSC0003DMG400047214	7	10	1
OS08G0216000	PGSC0003DMG400013240	20	5	1
OS08G0220400	PGSC0003DMG400019198	33	38	1
OS08G0220400	PGSC0003DMG400019199	34	40	1
OS08G0220400	PGSC0003DMG400023877	32	37	1
OS08G0220400	PGSC0003DMG400036252	26	42	1
OS08G0220400	PGSC0003DMG400037444	32	38	1
OS08G0220400	PGSC0003DMG400038399	28	44	1
OS08G0220400	PGSC0003DMG400039407	32	38	1
OS08G0220400	PGSC0003DMG400041935	16	29	1
OS08G0220400	PGSC0003DMG400042541	15	43	1
OS08G0220400	PGSC0003DMG400042971	18	30	1
OS08G0220400	PGSC0003DMG400045287	29	34	1
OS08G0220400	PGSC0003DMG400045868	20	42	1
OS08G0220400	PGSC0003DMG400046641	24	44	1
OS08G0220400	PGSC0003DMG400047004	14	36	1
OS08G0220600	PGSC0003DMG400009357	37	39	1
OS08G0223700	PGSC0003DMG400011248	22	50	1
OS08G0223766	PGSC0003DMG400011248	1	2	1
OS08G0223833	PGSC0003DMG400011248	1	2	1
OS08G0223900	PGSC0003DMG400013544	46	52	1
OS08G0224000	PGSC0003DMG400006785	31	23	1
OS08G0224000	PGSC0003DMG400017146	33	26	1
OS08G0224000	PGSC0003DMG400037159	32	32	1
OS08G0224000	PGSC0003DMG400041458	32	32	1
OS08G0224100	PGSC0003DMG400002923	47	63	1
OS08G0224100	PGSC0003DMG401002925	63	71	1
OS08G0224100	PGSC0003DMG402002925	68	71	1
OS08G0224500	PGSC0003DMG400029596	57	57	0
OS08G0224700	PGSC0003DMG400015761	73	72	0
OS08G0224700	PGSC0003DMG400029633	74	73	0
OS08G0224800	PGSC0003DMG400013703	65	66	1
OS08G0224800	PGSC0003DMG400020688	68	68	1
OS08G0225000	PGSC0003DMG400012564	63	60	1
OS08G0225100	PGSC0003DMG400001840	63	46	0
OS08G0225100	PGSC0003DMG400026509	58	41	0
OS08G0225400	PGSC0003DMG400028752	55	58	1
OS08G0230000	PGSC0003DMG400026511	32	39	1
OS08G0230100	PGSC0003DMG401009663	58	10	1
OS08G0230100	PGSC0003DMG402009190	56	9	1
OS08G0230100	PGSC0003DMG402009663	57	9	1
OS08G0230200	PGSC0003DMG401009663	71	73	1
OS08G0230200	PGSC0003DMG402009190	73	74	1
OS08G0230200	PGSC0003DMG402009663	71	73	1
OS08G0230300	PGSC0003DMG400026513	51	49	1
OS08G0230500	PGSC0003DMG400025886	47	48	0
OS08G0230500	PGSC0003DMG401006212	45	46	0
OS08G0230600	PGSC0003DMG400021028	37	44	1
OS08G0230600	PGSC0003DMG400021029	40	48	1
OS08G0230800	PGSC0003DMG400003982	22	17	0
OS08G0230800	PGSC0003DMG400003999	32	19	0
OS08G0230800	PGSC0003DMG400004000	22	18	0
OS08G0230800	PGSC0003DMG400018452	34	20	0
OS08G0230800	PGSC0003DMG400018457	30	18	0
OS08G0230800	PGSC0003DMG402003983	20	15	0
OS08G0234000	PGSC0003DMG400020813	78	78	1
OS08G0234000	PGSC0003DMG400029378	77	79	1
OS08G0234000	PGSC0003DMG402019891	77	78	1
OS08G0235800	PGSC0003DMG400009530	44	46	1
OS08G0235800	PGSC0003DMG400029371	40	44	1
OS08G0236400	PGSC0003DMG400003982	23	19	0
OS08G0236400	PGSC0003DMG400003999	31	19	0
OS08G0236400	PGSC0003DMG400004000	23	20	0
OS08G0236400	PGSC0003DMG400018452	33	20	0
OS08G0236400	PGSC0003DMG400018457	29	18	0
OS08G0236400	PGSC0003DMG402003983	20	16	0
OS08G0236700	PGSC0003DMG400028199	43	57	1
OS08G0237200	PGSC0003DMG400008891	83	83	1
OS08G0237200	PGSC0003DMG400015098	87	87	1
OS08G0237200	PGSC0003DMG400015645	87	87	1
OS08G0238100	PGSC0003DMG400023937	33	41	1
OS08G0238200	PGSC0003DMG400003793	42	49	1
OS08G0238200	PGSC0003DMG400016108	41	47	1
OS08G0238200	PGSC0003DMG401004358	42	48	1
OS08G0238200	PGSC0003DMG402004358	37	43	1
OS08G0238500	PGSC0003DMG400003793	44	31	1
OS08G0238500	PGSC0003DMG400016108	43	31	1
OS08G0238500	PGSC0003DMG401004358	43	29	1
OS08G0238500	PGSC0003DMG402004358	36	25	1
OS08G0239000	PGSC0003DMG400024653	61	63	0
OS08G0239300	PGSC0003DMG400003793	39	43	1
OS08G0239300	PGSC0003DMG400016108	39	43	1
OS08G0239300	PGSC0003DMG401004358	39	43	1
OS08G0239300	PGSC0003DMG402004358	36	39	1
OS08G0240500	PGSC0003DMG400002309	26	31	1
OS08G0240600	PGSC0003DMG400029850	52	56	0
OS08G0240800	PGSC0003DMG400021930	19	61	1
OS08G0241300	PGSC0003DMG400014220	38	37	1
OS08G0241300	PGSC0003DMG400028926	31	42	1
OS08G0242400	PGSC0003DMG400027030	36	42	0
OS08G0242700	PGSC0003DMG400014224	56	38	1
OS08G0242700	PGSC0003DMG400028931	57	39	1
OS08G0242800	PGSC0003DMG400021553	36	35	1
OS08G0243100	PGSC0003DMG402008870	22	38	0
OS08G0243500	PGSC0003DMG400013779	72	66	1
OS08G0243600	PGSC0003DMG400024453	46	53	0
OS08G0243866	PGSC0003DMG400030952	50	35	1
OS08G0243900	PGSC0003DMG400011415	55	56	1
OS08G0245200	PGSC0003DMG400014223	59	61	0
OS08G0245200	PGSC0003DMG400014466	55	57	0
OS08G0245200	PGSC0003DMG400028929	59	61	0
OS08G0245200	PGSC0003DMG401019891	58	58	0
OS08G0246400	PGSC0003DMG400029087	50	52	1
OS08G0247700	PGSC0003DMG400006502	39	38	1
OS08G0247700	PGSC0003DMG400011509	36	36	1
OS08G0247700	PGSC0003DMG400011932	33	34	1
OS08G0247700	PGSC0003DMG400015283	37	35	1
OS08G0247700	PGSC0003DMG400020744	30	35	1
OS08G0247700	PGSC0003DMG400023283	33	35	1
OS08G0247700	PGSC0003DMG402005482	35	34	1
OS08G0248000	PGSC0003DMG400010316	28	31	1
OS08G0248000	PGSC0003DMG400011497	23	26	1
OS08G0248000	PGSC0003DMG400017168	34	33	1
OS08G0248000	PGSC0003DMG400020074	32	31	1
OS08G0248000	PGSC0003DMG400023406	28	27	1
OS08G0248100	PGSC0003DMG400006502	39	39	1
OS08G0248100	PGSC0003DMG400011509	36	38	1
OS08G0248100	PGSC0003DMG400011932	35	37	1
OS08G0248100	PGSC0003DMG400015283	38	36	1
OS08G0248100	PGSC0003DMG400020744	32	38	1
OS08G0248100	PGSC0003DMG400023283	34	36	1
OS08G0248100	PGSC0003DMG402005482	37	36	1
OS08G0248700	PGSC0003DMG400018750	42	36	1
OS08G0248800	PGSC0003DMG400000980	71	68	0
OS08G0248900	PGSC0003DMG400027460	86	62	1
OS08G0249100	PGSC0003DMG400027459	42	41	1
OS08G0249200	PGSC0003DMG400026291	27	30	1
OS08G0249200	PGSC0003DMG400029276	26	34	1
OS08G0249200	PGSC0003DMG400029277	25	31	1
OS08G0249900	PGSC0003DMG400025924	47	36	1
OS08G0249900	PGSC0003DMG401025923	22	37	1
OS08G0249900	PGSC0003DMG402025923	40	30	1
OS08G0250200	PGSC0003DMG400026508	70	69	1
OS08G0250200	PGSC0003DMG400028842	70	69	1
OS08G0250200	PGSC0003DMG402009187	70	69	1
OS08G0250700	PGSC0003DMG400013301	69	67	1
OS08G0250900	PGSC0003DMG400027472	41	38	1
OS08G0253800	PGSC0003DMG400010049	75	55	1
OS08G0254300	PGSC0003DMG401030725	46	48	1
OS08G0254300	PGSC0003DMG402030725	27	55	1
OS08G0254500	PGSC0003DMG400027471	70	72	0
OS08G0254600	PGSC0003DMG401017989	6	26	1
OS08G0254900	PGSC0003DMG400009162	44	46	1
OS08G0258200	PGSC0003DMG400011225	57	56	1
OS08G0260000	PGSC0003DMG402011224	31	21	1
OS08G0260600	PGSC0003DMG400007880	46	47	0
OS08G0260600	PGSC0003DMG400011169	50	51	0
OS08G0261100	PGSC0003DMG400030574	51	53	1
OS08G0265500	PGSC0003DMG400011163	42	15	1
OS08G0266200	PGSC0003DMG400014217	58	54	1
OS08G0266200	PGSC0003DMG400014438	63	59	1
OS08G0266300	PGSC0003DMG400014158	61	62	1
OS08G0266400	PGSC0003DMG400011611	27	25	0
OS08G0266400	PGSC0003DMG400013898	29	24	0
OS08G0266400	PGSC0003DMG400039627	27	23	0
OS08G0266400	PGSC0003DMG401000299	13	11	0
OS08G0266400	PGSC0003DMG401023870	27	21	0
OS08G0266600	PGSC0003DMG400011212	47	47	1
OS08G0266700	PGSC0003DMG400025255	25	27	1
OS08G0267300	PGSC0003DMG400014156	42	47	1
OS08G0267300	PGSC0003DMG400028911	41	46	1
OS08G0268900	PGSC0003DMG400004762	28	5	1
OS08G0268900	PGSC0003DMG400012686	0	0	1
OS08G0269800	PGSC0003DMG400011146	32	16	1
OS08G0270200	PGSC0003DMG401028727	41	38	1
OS08G0270400	PGSC0003DMG400005359	53	46	0
OS08G0270400	PGSC0003DMG400009637	44	50	0
OS08G0270400	PGSC0003DMG400009638	8	19	0
OS08G0270400	PGSC0003DMG400015677	54	46	0
OS08G0270400	PGSC0003DMG400015678	48	48	0
OS08G0270400	PGSC0003DMG400016113	12	25	0
OS08G0270400	PGSC0003DMG400016114	46	43	0
OS08G0270400	PGSC0003DMG400016115	56	47	0
OS08G0270400	PGSC0003DMG400016984	7	17	0
OS08G0270400	PGSC0003DMG400031479	27	38	0
OS08G0270400	PGSC0003DMG401016112	45	56	0
OS08G0270400	PGSC0003DMG402016112	55	47	0
OS08G0272000	PGSC0003DMG400014151	61	58	1
OS08G0272200	PGSC0003DMG400014209	31	31	1
OS08G0274700	PGSC0003DMG400030566	53	54	1
OS08G0275200	PGSC0003DMG400014150	39	37	0
OS08G0276000	PGSC0003DMG400011183	62	11	1
OS08G0276000	PGSC0003DMG402026272	61	11	1
OS08G0276100	PGSC0003DMG400019823	58	58	1
OS08G0276400	PGSC0003DMG400039680	59	57	1
OS08G0277200	PGSC0003DMG400019825	60	61	1
OS08G0277200	PGSC0003DMG400028521	60	62	1
OS08G0277900	PGSC0003DMG400028105	62	62	1
OS08G0278100	PGSC0003DMG400014193	35	35	1
OS08G0278600	PGSC0003DMG401002024	60	59	1
OS08G0278900	PGSC0003DMG400014120	71	73	1
OS08G0278966	PGSC0003DMG400025301	94	94	1
OS08G0278966	PGSC0003DMG400026872	94	93	1
OS08G0280100	PGSC0003DMG400031194	59	66	1
OS08G0280100	PGSC0003DMG401016574	24	55	1
OS08G0280100	PGSC0003DMG402016574	56	71	1
OS08G0280200	PGSC0003DMG400011179	23	73	0
OS08G0280200	PGSC0003DMG402007901	12	62	0
OS08G0280600	PGSC0003DMG400007900	42	18	1
OS08G0280600	PGSC0003DMG400011178	47	17	1
OS08G0282000	PGSC0003DMG400024218	63	54	1
OS08G0282400	PGSC0003DMG400011650	68	68	1
OS08G0282400	PGSC0003DMG400017017	32	45	1
OS08G0282400	PGSC0003DMG400017893	69	69	1
OS08G0282400	PGSC0003DMG400038661	51	48	1
OS08G0282500	PGSC0003DMG400023181	41	39	0
OS08G0285200	PGSC0003DMG400023181	33	34	0
OS08G0285600	PGSC0003DMG400017680	45	47	1
OS08G0285600	PGSC0003DMG401014197	44	37	1
OS08G0285600	PGSC0003DMG403014197	44	37	1
OS08G0286100	PGSC0003DMG400029212	41	54	1
OS08G0289400	PGSC0003DMG400030952	37	21	1
OS08G0290000	PGSC0003DMG402028683	33	32	1
OS08G0290400	PGSC0003DMG400015213	38	36	1
OS08G0292600	PGSC0003DMG400030738	53	59	1
OS08G0292900	PGSC0003DMG400015622	85	49	0
OS08G0295100	PGSC0003DMG402016046	9	5	1
OS08G0295300	PGSC0003DMG400029571	18	66	0
OS08G0295300	PGSC0003DMG400046771	38	68	0
OS08G0296900	PGSC0003DMG400014835	44	51	1
OS08G0296900	PGSC0003DMG400019104	44	51	1
OS08G0296900	PGSC0003DMG400026101	43	49	1
OS08G0296900	PGSC0003DMG400030723	45	43	1
OS08G0299200	PGSC0003DMG400030685	44	46	1
OS08G0299200	PGSC0003DMG401028528	50	52	1
OS08G0299400	PGSC0003DMG400030713	73	65	1
OS08G0299400	PGSC0003DMG401007838	73	65	1
OS08G0300100	PGSC0003DMG400005505	2	3	0
OS08G0300100	PGSC0003DMG400033370	21	16	0
OS08G0300300	PGSC0003DMG400030708	62	64	1
OS08G0300700	PGSC0003DMG400023572	38	32	1
OS08G0300700	PGSC0003DMG401028232	39	31	1
OS08G0301500	PGSC0003DMG400027936	68	68	0
OS08G0301500	PGSC0003DMG400029892	26	53	0
OS08G0302000	PGSC0003DMG400011458	44	55	1
OS08G0304900	PGSC0003DMG400014146	52	48	1
OS08G0305300	PGSC0003DMG400012944	43	44	1
OS08G0305300	PGSC0003DMG400023698	42	43	1
OS08G0307300	PGSC0003DMG400004374	71	45	1
OS08G0307300	PGSC0003DMG402004894	68	50	1
OS08G0307400	PGSC0003DMG401028661	6	9	0
OS08G0308100	PGSC0003DMG400009231	81	81	1
OS08G0308300	PGSC0003DMG400005492	32	9	0
OS08G0308300	PGSC0003DMG400019386	39	11	0
OS08G0308300	PGSC0003DMG400023458	37	10	0
OS08G0308700	PGSC0003DMG400008002	48	47	0
OS08G0309300	PGSC0003DMG400007945	60	66	1
OS08G0309300	PGSC0003DMG400024959	56	61	1
OS08G0310100	PGSC0003DMG400016731	65	68	0
OS08G0310500	PGSC0003DMG400012494	24	10	1
OS08G0310500	PGSC0003DMG400022731	24	10	1
OS08G0313200	PGSC0003DMG400025879	49	50	1
OS08G0314800	PGSC0003DMG400015406	66	73	0
OS08G0314800	PGSC0003DMG400025777	68	70	0
OS08G0319900	PGSC0003DMG400023265	21	67	1
OS08G0319900	PGSC0003DMG402023116	18	68	1
OS08G0320000	PGSC0003DMG400025166	65	29	0
OS08G0320100	PGSC0003DMG401017409	59	39	1
OS08G0320100	PGSC0003DMG402017409	59	61	1
OS08G0320200	PGSC0003DMG400002055	6	27	1
OS08G0320300	PGSC0003DMG401019059	37	16	1
OS08G0320400	PGSC0003DMG400015153	42	23	1
OS08G0320800	PGSC0003DMG400030614	49	19	1
OS08G0321000	PGSC0003DMG400004298	37	39	0
OS08G0321000	PGSC0003DMG400014408	36	36	0
OS08G0321000	PGSC0003DMG400017376	38	39	0
OS08G0321000	PGSC0003DMG400022279	40	40	0
OS08G0321000	PGSC0003DMG400029811	22	34	0
OS08G0322500	PGSC0003DMG400024661	46	31	1
OS08G0322500	PGSC0003DMG400033049	46	31	1
OS08G0322600	PGSC0003DMG400024499	59	63	0
OS08G0323000	PGSC0003DMG400015501	64	56	1
OS08G0323266	PGSC0003DMG400015501	4	1	1
OS08G0323400	PGSC0003DMG400022504	52	55	1
OS08G0323600	PGSC0003DMG400001545	42	47	1
OS08G0324200	PGSC0003DMG400018354	28	32	1
OS08G0324200	PGSC0003DMG400018355	26	29	1
OS08G0324300	PGSC0003DMG400010079	17	20	1
OS08G0325134	PGSC0003DMG400010079	11	19	1
OS08G0326100	PGSC0003DMG400019743	59	59	1
OS08G0326400	PGSC0003DMG400003467	81	82	0
OS08G0326400	PGSC0003DMG400006207	41	73	0
OS08G0326400	PGSC0003DMG400022511	81	81	0
OS08G0326400	PGSC0003DMG400033137	75	78	0
OS08G0326500	PGSC0003DMG400019735	64	66	1
OS08G0326600	PGSC0003DMG400012205	74	75	1
OS08G0327100	PGSC0003DMG400027227	58	55	1
OS08G0327400	PGSC0003DMG400011436	70	82	0
OS08G0327400	PGSC0003DMG400032152	73	69	0
OS08G0328300	PGSC0003DMG400020770	41	48	1
OS08G0328300	PGSC0003DMG402006332	55	59	1
OS08G0328300	PGSC0003DMG402018219	12	35	1
OS08G0332700	PGSC0003DMG400004995	55	55	1
OS08G0333100	PGSC0003DMG400039935	10	48	1
OS08G0335000	PGSC0003DMG400002239	78	35	1
OS08G0335000	PGSC0003DMG402024649	88	31	1
OS08G0335500	PGSC0003DMG400026388	27	27	1
OS08G0335600	PGSC0003DMG400006137	32	35	1
OS08G0335600	PGSC0003DMG400010389	30	13	1
OS08G0335600	PGSC0003DMG400013352	30	15	1
OS08G0335600	PGSC0003DMG400020757	31	16	1
OS08G0335600	PGSC0003DMG400040982	38	41	1
OS08G0337100	PGSC0003DMG402008272	1	5	1
OS08G0337300	PGSC0003DMG402008272	1	6	1
OS08G0337700	PGSC0003DMG400006427	65	69	1
OS08G0337700	PGSC0003DMG400013895	64	68	1
OS08G0337800	PGSC0003DMG400022626	39	39	1
OS08G0338600	PGSC0003DMG400012850	9	13	1
OS08G0338600	PGSC0003DMG400013340	14	16	1
OS08G0338600	PGSC0003DMG400023559	13	17	1
OS08G0338700	PGSC0003DMG400012858	47	44	0
OS08G0338700	PGSC0003DMG400022301	46	49	0
OS08G0338900	PGSC0003DMG400013092	29	62	0
OS08G0338900	PGSC0003DMG400017734	58	59	0
OS08G0339200	PGSC0003DMG400001937	67	67	1
OS08G0340900	PGSC0003DMG400021367	48	47	1
OS08G0341700	PGSC0003DMG400008688	42	46	1
OS08G0341700	PGSC0003DMG401022253	50	51	1
OS08G0342300	PGSC0003DMG400018253	20	50	1
OS08G0342300	PGSC0003DMG400022139	53	54	1
OS08G0342400	PGSC0003DMG400033126	69	69	0
OS08G0343000	PGSC0003DMG400003191	2	4	1
OS08G0343300	PGSC0003DMG400005704	66	65	1
OS08G0343600	PGSC0003DMG400003732	43	49	0
OS08G0344100	PGSC0003DMG400018178	62	62	1
OS08G0344100	PGSC0003DMG400026989	70	68	1
OS08G0344300	PGSC0003DMG400013268	75	75	0
OS08G0344800	PGSC0003DMG400016410	33	9	0
OS08G0344800	PGSC0003DMG400017490	34	28	0
OS08G0344800	PGSC0003DMG400040321	38	33	0
OS08G0345400	PGSC0003DMG400017381	45	61	1
OS08G0345500	PGSC0003DMG400016821	71	73	1
OS08G0345500	PGSC0003DMG400022669	67	69	1
OS08G0345700	PGSC0003DMG400010007	64	64	0
OS08G0345700	PGSC0003DMG400029309	65	65	0
OS08G0345800	PGSC0003DMG400031084	82	81	1
OS08G0345800	PGSC0003DMG400046891	78	77	1
OS08G0346400	PGSC0003DMG400027229	46	35	1
OS08G0346500	PGSC0003DMG400007401	53	50	1
OS08G0346500	PGSC0003DMG400008786	52	52	1
OS08G0347500	PGSC0003DMG400024531	37	46	1
OS08G0357000	PGSC0003DMG400015464	52	51	1
OS08G0357000	PGSC0003DMG402003745	59	59	1
OS08G0357300	PGSC0003DMG400003529	31	24	1
OS08G0357300	PGSC0003DMG400003701	32	24	1
OS08G0357300	PGSC0003DMG400015494	25	21	1
OS08G0357300	PGSC0003DMG400016906	20	14	1
OS08G0357300	PGSC0003DMG400022589	29	20	1
OS08G0357300	PGSC0003DMG400030946	27	18	1
OS08G0359000	PGSC0003DMG400019582	65	62	0
OS08G0359300	PGSC0003DMG400005668	49	56	1
OS08G0359300	PGSC0003DMG400005972	50	45	1
OS08G0359300	PGSC0003DMG400026880	50	46	1
OS08G0359500	PGSC0003DMG400011398	61	56	1
OS08G0359600	PGSC0003DMG400002922	68	72	0
OS08G0359600	PGSC0003DMG400002924	33	53	0
OS08G0360000	PGSC0003DMG400015496	52	57	1
OS08G0360100	PGSC0003DMG401026400	42	38	1
OS08G0360300	PGSC0003DMG400005390	37	37	1
OS08G0360300	PGSC0003DMG400005649	37	36	1
OS08G0361000	PGSC0003DMG400028852	37	9	0
OS08G0363800	PGSC0003DMG403002803	62	36	1
OS08G0364500	PGSC0003DMG400010412	60	58	1
OS08G0365800	PGSC0003DMG400030705	17	27	1
OS08G0365900	PGSC0003DMG400017390	38	39	0
OS08G0366000	PGSC0003DMG400012387	83	83	0
OS08G0366000	PGSC0003DMG400015385	87	87	0
OS08G0366000	PGSC0003DMG400020422	87	88	0
OS08G0366000	PGSC0003DMG400021264	86	86	0
OS08G0366100	PGSC0003DMG400007099	75	76	0
OS08G0366100	PGSC0003DMG400015336	75	76	0
OS08G0366200	PGSC0003DMG400001221	19	23	0
OS08G0366200	PGSC0003DMG400006620	22	29	0
OS08G0366200	PGSC0003DMG400030357	26	28	0
OS08G0366200	PGSC0003DMG400039436	22	25	0
OS08G0368000	PGSC0003DMG400024913	73	24	1
OS08G0369000	PGSC0003DMG400028476	74	48	1
OS08G0369200	PGSC0003DMG401009781	50	56	1
OS08G0369300	PGSC0003DMG400020244	76	38	1
OS08G0369400	PGSC0003DMG400013430	35	11	1
OS08G0369400	PGSC0003DMG400017437	32	10	1
OS08G0369400	PGSC0003DMG400020267	33	10	1
OS08G0369700	PGSC0003DMG403002803	61	63	1
OS08G0374000	PGSC0003DMG400013143	58	59	1
OS08G0374100	PGSC0003DMG400020568	49	62	1
OS08G0374200	PGSC0003DMG400005793	37	51	1
OS08G0374800	PGSC0003DMG400004996	61	71	0
OS08G0374800	PGSC0003DMG400012274	62	72	0
OS08G0374900	PGSC0003DMG401025462	38	51	1
OS08G0375400	PGSC0003DMG400028946	24	28	1
OS08G0375400	PGSC0003DMG400041872	25	29	1
OS08G0375500	PGSC0003DMG400007422	43	40	0
OS08G0375500	PGSC0003DMG400007436	40	36	0
OS08G0375500	PGSC0003DMG400039032	34	46	0
OS08G0375500	PGSC0003DMG400039643	29	48	0
OS08G0375500	PGSC0003DMG400041228	43	46	0
OS08G0375500	PGSC0003DMG400045524	43	46	0
OS08G0375700	PGSC0003DMG400007422	42	39	0
OS08G0375700	PGSC0003DMG400007436	40	36	0
OS08G0375700	PGSC0003DMG400039032	34	46	0
OS08G0375700	PGSC0003DMG400039643	29	48	0
OS08G0375700	PGSC0003DMG400041228	43	46	0
OS08G0375700	PGSC0003DMG400045524	43	46	0
OS08G0375800	PGSC0003DMG400026038	46	46	1
OS08G0375900	PGSC0003DMG400006254	35	46	1
OS08G0376200	PGSC0003DMG402026622	38	19	1
OS08G0376300	PGSC0003DMG400009380	48	47	1
OS08G0376300	PGSC0003DMG400012817	48	47	1
OS08G0376300	PGSC0003DMG400031752	49	48	1
OS08G0376500	PGSC0003DMG400015777	15	27	0
OS08G0376550	PGSC0003DMG400015777	0	0	0
OS08G0376600	PGSC0003DMG400022815	32	36	1
OS08G0377400	PGSC0003DMG400015373	51	55	1
OS08G0377500	PGSC0003DMG400012818	24	49	1
OS08G0377500	PGSC0003DMG400031770	44	48	1
OS08G0378800	PGSC0003DMG400022875	25	23	1
OS08G0378900	PGSC0003DMG400005407	54	59	0
OS08G0379300	PGSC0003DMG400030092	55	55	1
OS08G0379400	PGSC0003DMG400030998	67	67	0
OS08G0380100	PGSC0003DMG400024599	37	54	1
OS08G0380100	PGSC0003DMG400030978	49	49	1
OS08G0380100	PGSC0003DMG400030979	47	46	1
OS08G0380100	PGSC0003DMG400030981	46	46	1
OS08G0380100	PGSC0003DMG400030982	47	51	1
OS08G0380100	PGSC0003DMG400030994	48	48	1
OS08G0380100	PGSC0003DMG400030995	51	51	1
OS08G0382400	PGSC0003DMG401000527	77	72	0
OS08G0382600	PGSC0003DMG400027128	19	7	0
OS08G0382600	PGSC0003DMG400030441	27	8	0
OS08G0383700	PGSC0003DMG400004076	19	29	1
OS08G0383700	PGSC0003DMG400023065	17	27	1
OS08G0383700	PGSC0003DMG401024603	16	25	1
OS08G0383800	PGSC0003DMG400000821	68	68	1
OS08G0384000	PGSC0003DMG400001180	60	61	1
OS08G0384100	PGSC0003DMG400005652	19	27	1
OS08G0384100	PGSC0003DMG400035218	19	22	1
OS08G0384100	PGSC0003DMG400037684	16	28	1
OS08G0385000	PGSC0003DMG400018766	57	65	1
OS08G0386200	PGSC0003DMG400000211	29	27	1
OS08G0386200	PGSC0003DMG400005835	29	26	1
OS08G0386200	PGSC0003DMG400005836	24	25	1
OS08G0386200	PGSC0003DMG400009103	25	22	1
OS08G0386200	PGSC0003DMG400012160	30	28	1
OS08G0386200	PGSC0003DMG400019884	24	26	1
OS08G0386700	PGSC0003DMG400009066	62	60	1
OS08G0386700	PGSC0003DMG400012309	61	66	1
OS08G0386800	PGSC0003DMG400000092	60	61	0
OS08G0386800	PGSC0003DMG400009071	60	60	0
OS08G0386900	PGSC0003DMG400000197	54	55	0
OS08G0387200	PGSC0003DMG400010833	59	59	0
OS08G0387200	PGSC0003DMG400018589	60	59	0
OS08G0387400	PGSC0003DMG400012183	55	57	0
OS08G0387500	PGSC0003DMG400000312	61	59	1
OS08G0388900	PGSC0003DMG400024499	58	61	0
OS08G0389300	PGSC0003DMG400024499	74	38	0
OS08G0389700	PGSC0003DMG400010833	63	62	0
OS08G0389700	PGSC0003DMG400018589	65	63	0
OS08G0390000	PGSC0003DMG400012445	39	39	1
OS08G0390100	PGSC0003DMG400002233	56	38	1
OS08G0390100	PGSC0003DMG400027431	48	34	1
OS08G0393150	PGSC0003DMG400047314	21	23	0
OS08G0395300	PGSC0003DMG400028942	88	88	0
OS08G0397900	PGSC0003DMG400014080	14	37	1
OS08G0397900	PGSC0003DMG400018792	39	28	1
OS08G0397900	PGSC0003DMG400025065	41	41	1
OS08G0398000	PGSC0003DMG400033077	59	61	1
OS08G0398000	PGSC0003DMG402018143	66	68	1
OS08G0398300	PGSC0003DMG400033041	8	64	0
OS08G0398300	PGSC0003DMG400033042	52	54	0
OS08G0398350	PGSC0003DMG400033041	8	52	0
OS08G0398350	PGSC0003DMG400033042	46	41	0
OS08G0398700	PGSC0003DMG400008191	61	61	0
OS08G0398800	PGSC0003DMG400018003	45	50	1
OS08G0399050	PGSC0003DMG400032277	19	31	1
OS08G0399300	PGSC0003DMG400021004	13	13	1
OS08G0399300	PGSC0003DMG400021005	12	13	1
OS08G0399300	PGSC0003DMG400021006	7	13	1
OS08G0399300	PGSC0003DMG400026247	17	14	1
OS08G0399300	PGSC0003DMG400026579	18	15	1
OS08G0399300	PGSC0003DMG400031304	10	19	1
OS08G0399300	PGSC0003DMG400031305	0	0	1
OS08G0399300	PGSC0003DMG400031306	13	13	1
OS08G0399300	PGSC0003DMG400031307	10	15	1
OS08G0399300	PGSC0003DMG400042099	8	31	1
OS08G0399600	PGSC0003DMG402007845	51	59	1
OS08G0400000	PGSC0003DMG400021004	14	15	1
OS08G0400000	PGSC0003DMG400021005	13	15	1
OS08G0400000	PGSC0003DMG400021006	8	15	1
OS08G0400000	PGSC0003DMG400026247	18	16	1
OS08G0400000	PGSC0003DMG400026579	19	16	1
OS08G0400000	PGSC0003DMG400031304	10	21	1
OS08G0400000	PGSC0003DMG400031305	0	0	1
OS08G0400000	PGSC0003DMG400031306	15	16	1
OS08G0400000	PGSC0003DMG400031307	11	16	1
OS08G0400000	PGSC0003DMG400042099	8	33	1
OS08G0400200	PGSC0003DMG400021004	23	32	1
OS08G0400200	PGSC0003DMG400021005	23	32	1
OS08G0400200	PGSC0003DMG400021006	19	45	1
OS08G0400200	PGSC0003DMG400026247	27	30	1
OS08G0400200	PGSC0003DMG400026579	27	30	1
OS08G0400200	PGSC0003DMG400031304	13	35	1
OS08G0400200	PGSC0003DMG400031305	6	51	1
OS08G0400200	PGSC0003DMG400031306	23	30	1
OS08G0400200	PGSC0003DMG400031307	20	38	1
OS08G0400200	PGSC0003DMG400042099	7	36	1
OS08G0400300	PGSC0003DMG400000234	32	33	0
OS08G0400300	PGSC0003DMG400018529	22	26	0
OS08G0401500	PGSC0003DMG400002587	61	60	1
