Gene stable ID	Oryza longistaminata gene stable ID	% identity	Oryza longistaminata % identity	Orthology confidence [0 low, 1 high]
OS08G0506500	KN539577.1_FG008	60	88	1
OS08G0506700	KN539577.1_FG002	36	98	1
OS08G0507000	KN539577.1_FG006	83	77	1
OS08G0507100	KN539577.1_FG001	62	90	1
OS08G0507702	KN539577.1_FG006	52	77	1
OS08G0508100	KN540204.1_FG006	83	100	1
OS08G0508500	KN540204.1_FG003	34	70	0
OS08G0508600	KN540204.1_FG004	96	85	1
OS08G0509100	KN540204.1_FG002	88	98	1
OS08G0509500	KN540994.1_FG003	32	68	1
OS08G0509600	KN540994.1_FG001	65	97	1
OS08G0510101	KN541195.1_FG001	12	10	0
OS08G0510300	KN541195.1_FG006	85	99	1
OS08G0510400	KN541195.1_FG003	69	98	1
OS08G0510500	KN541195.1_FG004	92	94	1
OS08G0510700	KN541195.1_FG005	20	53	0
OS08G0510900	KN541195.1_FG002	73	94	1
OS08G0511000	KN540100.1_FG002	61	88	0
OS08G0511200	KN540100.1_FG010	69	98	0
OS08G0511700	KN540100.1_FG004	65	95	1
OS08G0511800	KN540100.1_FG001	99	99	0
OS08G0511900	KN540100.1_FG011	74	84	1
OS08G0512100	KN540100.1_FG008	40	99	1
OS08G0512200	KN540100.1_FG003	94	98	1
OS08G0512300	KN540100.1_FG006	82	87	1
OS08G0512400	KN540100.1_FG009	71	97	1
OS08G0512500	AMDW01033868.1_FG001	22	100	1
OS08G0512500	AMDW01082444.1_FG001	16	100	1
OS08G0512500	AMDW01084937.1_FG001	27	94	1
OS08G0512600	KN543610.1_FG001	70	91	1
OS08G0512700	KN539799.1_FG007	68	77	1
OS08G0513000	KN539799.1_FG005	62	14	1
OS08G0513100	KN539799.1_FG002	92	42	1
OS08G0513700	KN539799.1_FG001	99	41	1
OS08G0514100	KN539799.1_FG003	29	38	1
OS08G0514300	KN543596.1_FG002	8	8	1
OS08G0515700	KN541682.1_FG004	87	98	0
OS08G0515800	KN541682.1_FG003	99	99	1
OS08G0515900	KN540669.1_FG005	71	87	1
OS08G0515900	KN541682.1_FG002	86	77	1
OS08G0516550	KN540669.1_FG003	90	63	1
OS08G0516900	KN540669.1_FG004	44	77	1
OS08G0517100	KN540669.1_FG001	78	73	1
OS08G0517200	KN542939.1_FG001	92	50	0
OS08G0517300	KN538852.1_FG029	82	52	1
OS08G0517700	KN538852.1_FG036	99	99	1
OS08G0517900	KN538852.1_FG043	69	54	1
OS08G0518100	KN538852.1_FG046	82	92	1
OS08G0518200	KN538852.1_FG035	93	99	1
OS08G0518350	KN538852.1_FG027	88	21	1
OS08G0518800	KN538852.1_FG028	99	60	1
OS08G0518900	KN538852.1_FG042	99	99	1
OS08G0519000	KN538852.1_FG037	98	52	1
OS08G0519100	KN538852.1_FG044	100	100	1
OS08G0519400	KN538852.1_FG034	90	84	0
OS08G0519600	KN538852.1_FG040	100	87	1
OS08G0519700	KN538852.1_FG010	80	20	1
OS08G0520000	KN538852.1_FG006	80	93	1
OS08G0520100	KN538852.1_FG003	71	99	1
OS08G0520300	KN538852.1_FG009	74	64	0
OS08G0520400	KN538852.1_FG013	83	96	1
OS08G0520550	KN538852.1_FG001	78	51	1
OS08G0520900	KN538852.1_FG008	93	99	1
OS08G0521000	KN538852.1_FG005	73	80	1
OS08G0521200	KN538852.1_FG011	47	99	1
OS08G0521400	KN538852.1_FG002	71	78	1
OS08G0521800	KN538852.1_FG007	42	96	1
OS08G0522400	KN541450.1_FG001	69	98	1
OS08G0522500	KN541450.1_FG006	94	88	1
OS08G0522600	KN541450.1_FG003	62	90	1
OS08G0522700	KN541450.1_FG004	77	78	1
OS08G0523100	KN542092.1_FG001	82	62	1
OS08G0523200	KN542092.1_FG006	72	89	1
OS08G0523400	KN542092.1_FG003	53	87	1
OS08G0523700	KN539451.1_FG006	59	94	1
OS08G0523850	KN539451.1_FG003	26	34	1
OS08G0524000	KN546195.1_FG001	24	100	1
OS08G0524100	KN539451.1_FG004	73	78	1
OS08G0524200	KN539451.1_FG008	53	99	1
OS08G0524600	KN539451.1_FG005	100	28	1
OS08G0524800	KN539451.1_FG011	69	99	1
OS08G0525000	KN539451.1_FG002	94	55	0
OS08G0525500	KN539451.1_FG007	83	59	1
OS08G0525600	KN539533.1_FG004	93	93	1
OS08G0525700	KN539533.1_FG006	84	88	1
OS08G0526100	KN539533.1_FG001	59	99	1
OS08G0526300	KN539533.1_FG009	50	89	0
OS08G0526350	KN539533.1_FG008	83	69	1
OS08G0526500	KN539533.1_FG002	82	76	0
OS08G0526700	KN539533.1_FG005	78	34	1
OS08G0527100	KN539533.1_FG007	68	77	0
OS08G0527300	KN542027.1_FG003	94	54	1
OS08G0527400	KN542027.1_FG004	87	47	1
OS08G0527600	KN542597.1_FG003	64	47	1
OS08G0527700	KN539151.1_FG001	35	66	0
OS08G0527733	KN539151.1_FG001	0	0	0
OS08G0527800	KN541470.1_FG001	88	16	1
OS08G0527900	KN541470.1_FG004	95	93	1
OS08G0528000	KN541470.1_FG003	98	98	1
OS08G0528100	KN541470.1_FG002	61	79	0
OS08G0528200	KN541470.1_FG005	100	95	1
OS08G0528500	KN540746.1_FG007	78	100	1
OS08G0528601	AMDW01004687.1_FG001	52	100	1
OS08G0528700	KN540746.1_FG005	6	5	1
OS08G0528800	KN540746.1_FG003	100	100	1
OS08G0528900	KN540746.1_FG008	98	100	1
OS08G0529000	AMDW01014903.1_FG001	13	98	1
OS08G0529100	AMDW01039143.1_FG001	59	99	1
OS08G0529100	KN540746.1_FG006	88	93	1
OS08G0529200	KN540746.1_FG001	22	92	1
OS08G0529300	KN540298.1_FG005	77	97	1
OS08G0529800	AMDW01040170.1_FG001	42	99	1
OS08G0530000	KN540298.1_FG007	72	92	1
OS08G0530066	KN540298.1_FG003	95	55	1
OS08G0530100	KN540298.1_FG003	38	15	1
OS08G0530200	KN540298.1_FG004	94	35	1
OS08G0530400	KN540298.1_FG002	73	93	1
OS08G0530500	AMDW01025564.1_FG001	25	100	1
OS08G0531000	AMDW01034415.1_FG001	17	99	1
OS08G0531000	KN545949.1_FG001	12	97	1
OS08G0531100	KN539975.1_FG006	87	77	1
OS08G0531200	KN539975.1_FG003	70	98	1
OS08G0531300	KN539975.1_FG004	80	76	1
OS08G0531700	KN539975.1_FG005	91	73	1
OS08G0531900	KN539975.1_FG002	60	53	1
OS08G0531900	KN543388.1_FG001	59	53	1
OS08G0532200	KN539635.1_FG009	90	84	1
OS08G0532200	KN544917.1_FG001	86	100	1
OS08G0532300	AMDW01061983.1_FG001	81	100	1
OS08G0532300	KN543646.1_FG002	100	87	1
OS08G0532400	AMDW01039931.1_FG001	53	100	1
OS08G0532400	AMDW01061983.1_FG002	19	99	1
OS08G0532400	KN539635.1_FG006	49	94	1
OS08G0532400	KN543646.1_FG001	21	84	1
OS08G0532500	KN539635.1_FG003	83	100	1
OS08G0532700	KN539635.1_FG008	32	100	1
OS08G0532900	KN539635.1_FG001	100	100	1
OS08G0533300	AMDW01029108.1_FG001	10	100	1
OS08G0533600	KN539635.1_FG007	67	61	1
OS08G0534200	KN539635.1_FG005	88	39	1
OS08G0534300	KN539635.1_FG010	75	76	0
OS08G0534900	KN539635.1_FG005	99	99	1
OS08G0534950	KN539635.1_FG010	75	76	0
OS08G0535100	KN541741.1_FG001	88	31	0
OS08G0535200	KN541660.1_FG001	99	98	1
OS08G0535400	KN541660.1_FG002	93	90	1
OS08G0535700	AMDW01035291.1_FG001	18	99	1
OS08G0535700	AMDW01038841.1_FG001	34	98	1
OS08G0535700	KN538953.1_FG012	68	99	1
OS08G0536000	KN538953.1_FG003	94	82	1
OS08G0536100	KN538953.1_FG011	97	99	1
OS08G0536300	KN538953.1_FG015	42	87	0
OS08G0536300	KN539216.1_FG001	15	38	0
OS08G0536400	KN538953.1_FG001	74	61	1
OS08G0536800	KN538953.1_FG004	85	91	1
OS08G0537600	KN538953.1_FG002	70	97	1
OS08G0537800	AMDW01039847.1_FG001	38	99	1
OS08G0537800	KN538953.1_FG007	89	64	1
OS08G0538000	KN538953.1_FG014	86	45	1
OS08G0538300	KN538953.1_FG009	92	94	1
OS08G0538600	AMDW01040749.1_FG001	92	84	0
OS08G0538700	KN541185.1_FG005	99	98	1
OS08G0538800	KN541185.1_FG002	79	66	1
OS08G0539100	KN541185.1_FG003	98	84	1
OS08G0539200	KN541185.1_FG004	44	68	1
OS08G0539300	KN541185.1_FG001	54	53	1
OS08G0539300	KN542052.1_FG002	85	100	1
OS08G0539400	KN541154.1_FG006	26	38	1
OS08G0539600	AMDW01069281.1_FG001	1	3	1
OS08G0539700	KN541338.1_FG002	83	87	1
OS08G0539900	KN541338.1_FG003	26	40	1
OS08G0539900	KN541338.1_FG004	50	82	1
OS08G0540000	KN541155.1_FG001	24	98	0
OS08G0540100	KN541155.1_FG004	69	100	1
OS08G0540300	KN541155.1_FG003	70	96	0
OS08G0540400	KN541155.1_FG002	72	100	1
OS08G0540500	KN544758.1_FG001	45	69	1
OS08G0540900	KN543409.1_FG001	78	83	1
OS08G0541400	KN543409.1_FG002	60	95	1
OS08G0541500	KN543470.1_FG001	59	99	1
OS08G0542000	KN541432.1_FG002	91	89	1
OS08G0542100	KN541432.1_FG003	89	100	1
OS08G0542200	KN541432.1_FG001	89	47	1
OS08G0542200	KN544845.1_FG001	57	34	1
OS08G0542600	AMDW01040701.1_FG001	65	98	1
OS08G0542700	AMDW01036363.1_FG001	24	100	1
OS08G0542700	KN539843.1_FG002	88	57	1
OS08G0543050	KN539843.1_FG006	90	35	1
OS08G0543100	AMDW01136924.1_FG001	97	96	1
OS08G0543400	KN539843.1_FG001	88	98	1
OS08G0543500	KN539843.1_FG005	96	93	1
OS08G0543600	AMDW01038624.1_FG001	18	91	1
OS08G0543600	AMDW01055565.1_FG001	12	99	1
OS08G0543900	KN540374.1_FG002	58	100	1
OS08G0544500	KN539427.1_FG006	95	94	1
OS08G0544900	KN539427.1_FG010	96	96	1
OS08G0545000	KN539427.1_FG014	62	86	1
OS08G0545200	KN539427.1_FG001	97	99	0
OS08G0545700	KN539427.1_FG009	48	66	0
OS08G0545800	KN539427.1_FG005	73	82	0
OS08G0546400	KN539031.1_FG011	95	66	1
OS08G0546900	KN542550.1_FG001	84	82	1
OS08G0547000	KN542550.1_FG003	33	59	0
OS08G0547100	KN539502.1_FG005	62	92	1
OS08G0547200	KN539502.1_FG001	81	93	1
OS08G0547300	KN539502.1_FG007	56	88	1
OS08G0547500	KN539502.1_FG003	93	94	1
OS08G0547900	KN539502.1_FG004	97	96	1
OS08G0548000	KN539502.1_FG006	94	80	1
OS08G0548200	KN539502.1_FG002	95	56	1
OS08G0548500	KN540144.1_FG001	84	97	1
OS08G0548900	KN540144.1_FG004	100	71	1
OS08G0549100	KN540144.1_FG006	73	100	1
OS08G0549200	KN540144.1_FG002	66	100	1
OS08G0549300	KN538691.1_FG140	100	100	1
OS08G0549600	KN538691.1_FG142	29	91	1
OS08G0549900	KN538974.1_FG008	90	85	1
OS08G0550100	KN538974.1_FG028	99	94	1
OS08G0550200	KN538974.1_FG033	88	97	1
OS08G0550400	AMDW01033120.1_FG001	30	100	1
OS08G0550600	KN538974.1_FG004	71	46	1
OS08G0550700	KN538974.1_FG032	99	99	1
OS08G0551200	KN538974.1_FG029	74	98	1
OS08G0551300	KN538974.1_FG018	98	98	1
OS08G0551366	KN538974.1_FG021	99	99	1
OS08G0551500	KN538974.1_FG030	97	97	1
OS08G0551900	KN538974.1_FG016	87	98	1
OS08G0552000	KN538974.1_FG031	97	97	1
OS08G0552100	KN538974.1_FG011	97	97	1
OS08G0552300	KN538974.1_FG007	98	98	1
OS08G0552333	KN538974.1_FG009	97	97	1
OS08G0552400	KN538974.1_FG035	81	86	1
OS08G0552800	KN538974.1_FG022	96	96	1
OS08G0552900	KN538974.1_FG024	95	95	1
OS08G0553000	KN538974.1_FG003	80	66	1
OS08G0553050	AMDW01030171.1_FG001	55	95	1
OS08G0553050	KN538974.1_FG017	94	87	1
OS08G0553100	KN538974.1_FG013	89	89	1
OS08G0553200	KN538974.1_FG013	87	87	1
OS08G0553300	KN538974.1_FG005	97	97	1
OS08G0553400	KN538974.1_FG012	94	93	1
OS08G0553500	KN538974.1_FG014	99	99	1
OS08G0553700	AMDW01015737.1_FG001	33	99	1
OS08G0553700	KN538974.1_FG025	99	99	1
OS08G0553750	KN538974.1_FG010	89	90	1
OS08G0553800	KN538974.1_FG001	99	99	1
OS08G0554050	KN538974.1_FG002	85	62	1
OS08G0554100	AMDW01031953.1_FG001	13	96	1
OS08G0554300	KN538974.1_FG034	38	81	1
OS08G0554400	KN538974.1_FG027	49	78	1
OS08G0555200	KN539276.1_FG005	90	99	1
OS08G0555300	KN539276.1_FG003	62	20	1
OS08G0555400	KN539276.1_FG010	55	67	1
OS08G0555800	KN539276.1_FG016	70	99	1
OS08G0556000	KN539276.1_FG009	99	89	1
OS08G0556300	KN539276.1_FG002	60	94	1
OS08G0556400	KN539276.1_FG015	55	84	1
OS08G0556600	KN539276.1_FG017	100	100	1
OS08G0556700	KN539276.1_FG001	79	62	0
OS08G0557000	KN539276.1_FG012	99	52	1
OS08G0557100	KN539276.1_FG008	67	81	1
OS08G0557400	KN539276.1_FG013	60	86	1
OS08G0557500	KN539276.1_FG014	79	71	0
OS08G0557600	KN539276.1_FG007	99	96	1
OS08G0557700	KN539276.1_FG004	99	99	1
OS08G0557800	KN539276.1_FG006	23	54	0
OS08G0557900	KN540628.1_FG004	97	90	1
OS08G0558000	KN540628.1_FG003	82	61	1
OS08G0558100	KN540628.1_FG002	71	97	1
OS08G0558200	KN541799.1_FG001	31	100	1
OS08G0558300	AMDW01016685.1_FG001	27	98	1
OS08G0558300	KN541799.1_FG006	27	98	1
OS08G0558600	KN541799.1_FG004	90	98	1
OS08G0558700	KN541799.1_FG005	88	67	1
OS08G0558800	KN540628.1_FG003	78	58	1
OS08G0558900	KN540345.1_FG002	62	62	1
OS08G0559000	KN540345.1_FG010	86	97	1
OS08G0559200	KN540345.1_FG005	99	99	1
OS08G0559300	KN540345.1_FG007	91	95	1
OS08G0559400	KN540345.1_FG004	100	100	1
OS08G0559600	AMDW01027818.1_FG001	11	96	1
OS08G0559600	KN540345.1_FG011	85	90	1
OS08G0559700	KN540345.1_FG008	68	80	1
OS08G0559800	AMDW01035274.1_FG001	25	87	1
OS08G0559800	KN540345.1_FG003	80	91	1
OS08G0559900	KN540345.1_FG006	72	84	1
OS08G0560000	KN540345.1_FG009	69	99	1
OS08G0560401	KN538985.1_FG007	96	20	1
OS08G0560500	KN538985.1_FG004	97	96	1
OS08G0560600	KN538985.1_FG013	71	96	1
OS08G0560700	KN538985.1_FG020	100	100	1
OS08G0560800	KN538985.1_FG023	40	12	0
OS08G0560900	KN538985.1_FG012	98	97	1
OS08G0561000	KN538985.1_FG003	54	93	1
OS08G0561500	KN538985.1_FG019	98	96	1
OS08G0561600	KN538985.1_FG014	98	99	1
OS08G0561700	KN538985.1_FG021	95	99	1
OS08G0561900	KN538985.1_FG001	98	99	1
OS08G0562100	KN538985.1_FG015	81	88	1
OS08G0562200	KN538985.1_FG009	99	99	1
OS08G0562300	KN538985.1_FG018	72	99	1
OS08G0562500	KN538985.1_FG016	57	74	1
OS08G0562800	KN538985.1_FG010	93	30	0
OS08G0563300	KN538985.1_FG005	98	98	1
OS08G0563400	KN538985.1_FG008	98	98	1
OS08G0563500	KN538985.1_FG022	92	91	1
OS08G0564000	KN538985.1_FG017	78	96	1
OS08G0564100	AMDW01040277.1_FG001	41	100	1
OS08G0564100	KN538985.1_FG002	92	100	1
OS08G0564500	KN540159.1_FG009	100	100	1
OS08G0564700	KN540159.1_FG004	56	82	1
OS08G0564750	KN540159.1_FG006	97	98	1
OS08G0564800	KN540159.1_FG003	52	98	1
OS08G0564900	AMDW01015996.1_FG001	0	0	0
OS08G0565700	KN540159.1_FG008	73	99	1
OS08G0565800	KN540159.1_FG002	30	38	1
OS08G0565900	KN540159.1_FG005	97	98	1
OS08G0566000	KN540159.1_FG007	83	97	1
OS08G0566100	KN540342.1_FG004	75	99	1
OS08G0566400	KN540342.1_FG007	85	92	1
OS08G0566600	KN540342.1_FG005	97	99	1
OS08G0566700	KN540342.1_FG003	76	83	1
OS08G0566900	KN540342.1_FG008	72	100	1
OS08G0567000	KN540342.1_FG002	68	87	1
OS08G0567100	KN540342.1_FG006	71	74	1
OS08G0567200	KN540342.1_FG001	77	90	1
OS09G0100800	KN542265.1_FG001	84	73	1
OS09G0101100	KN541375.1_FG001	96	98	1
OS09G0101200	KN541375.1_FG004	40	98	1
OS09G0101300	KN541375.1_FG002	98	97	1
OS09G0101800	KN542291.1_FG001	98	97	1
OS09G0102300	KN544393.1_FG001	97	57	1
OS09G0103100	KN539475.1_FG012	72	84	0
OS09G0103200	KN539475.1_FG007	93	84	0
OS09G0103300	KN539360.1_FG001	36	7	1
OS09G0103400	KN539475.1_FG002	96	96	1
OS09G0103500	KN539475.1_FG011	78	74	1
OS09G0103600	KN539475.1_FG005	64	63	0
OS09G0103700	KN539475.1_FG008	63	98	1
OS09G0103800	KN539475.1_FG004	94	92	1
OS09G0104300	KN539475.1_FG006	93	70	1
OS09G0104700	KN539475.1_FG010	92	97	1
OS09G0106200	KN540660.1_FG002	96	43	1
OS09G0108400	KN540792.1_FG003	67	60	1
OS09G0109600	KN539876.1_FG006	92	96	1
OS09G0109800	KN539876.1_FG003	38	88	1
OS09G0109800	KN539876.1_FG004	29	82	1
OS09G0110100	KN539876.1_FG007	39	95	0
OS09G0110200	KN539876.1_FG001	72	96	1
OS09G0110400	KN541812.1_FG001	63	98	1
OS09G0111800	KN540049.1_FG002	94	99	1
OS09G0112400	KN540049.1_FG001	57	73	0
OS09G0114500	KN538975.1_FG009	100	100	1
OS09G0114700	KN538975.1_FG006	32	17	0
OS09G0115400	KN538975.1_FG001	94	57	0
OS09G0116000	KN538975.1_FG004	50	90	1
OS09G0116050	KN538975.1_FG007	97	97	1
OS09G0116400	KN538975.1_FG005	97	97	1
OS09G0116800	KN538975.1_FG002	98	99	1
OS09G0119100	KN540334.1_FG001	96	87	1
OS09G0119600	KN540334.1_FG003	80	94	1
OS09G0120100	KN540334.1_FG002	56	82	1
OS09G0120600	KN542834.1_FG001	48	73	0
OS09G0120800	KN540701.1_FG002	61	8	0
OS09G0121000	KN541103.1_FG001	97	11	0
OS09G0121050	KN541103.1_FG001	95	52	0
OS09G0121900	AMDW01018881.1_FG001	17	27	1
OS09G0121900	KN540424.1_FG005	59	35	1
OS09G0121900	KN540678.1_FG001	56	25	1
OS09G0122000	KN540678.1_FG002	96	96	1
OS09G0122200	AMDW01040733.1_FG001	71	99	1
OS09G0123100	KN538941.1_FG007	99	92	1
OS09G0123200	KN538941.1_FG005	62	86	1
OS09G0123300	KN538941.1_FG002	99	85	1
OS09G0123500	KN538941.1_FG008	85	79	1
OS09G0124100	KN538941.1_FG001	94	68	1
OS09G0124200	KN540533.1_FG002	45	42	1
OS09G0124800	KN538941.1_FG003	79	99	1
OS09G0125400	KN538941.1_FG004	63	91	1
OS09G0125900	KN540121.1_FG003	73	66	1
OS09G0126600	KN539541.1_FG004	99	99	1
OS09G0127300	KN539541.1_FG001	99	99	1
OS09G0127700	KN539541.1_FG008	73	97	1
OS09G0128400	KN539541.1_FG007	95	42	0
OS09G0128600	KN541369.1_FG002	95	66	0
OS09G0129600	KN543294.1_FG001	99	49	1
OS09G0129800	KN543294.1_FG001	88	43	1
OS09G0130700	KN540454.1_FG001	83	95	1
OS09G0130800	KN540454.1_FG003	88	97	1
OS09G0131200	KN540454.1_FG002	89	91	1
OS09G0132200	KN540970.1_FG001	81	99	1
OS09G0132600	KN540376.1_FG001	76	96	1
OS09G0132900	KN540376.1_FG006	99	99	1
OS09G0133000	KN540376.1_FG003	99	92	1
OS09G0133200	KN540376.1_FG004	99	80	1
OS09G0133600	KN540376.1_FG002	54	95	1
OS09G0133700	KN540068.1_FG002	89	100	1
OS09G0133800	KN540068.1_FG003	98	98	1
OS09G0134500	KN540068.1_FG001	84	94	1
OS09G0135400	KN540998.1_FG002	62	89	1
OS09G0135800	KN540998.1_FG001	93	100	1
OS09G0237600	KN542407.1_FG001	88	67	1
OS09G0240200	KN541123.1_FG002	36	60	0
OS09G0240500	KN541129.1_FG001	93	82	1
OS09G0241100	KN540368.1_FG001	95	84	0
OS09G0241550	KN540368.1_FG004	93	80	1
OS09G0242000	KN540368.1_FG003	97	18	1
OS09G0242300	KN540368.1_FG002	85	89	1
OS09G0242800	KN541730.1_FG001	52	99	1
OS09G0245500	KN541107.1_FG001	76	99	1
OS09G0246200	KN541107.1_FG002	76	91	1
OS09G0246250	AMDW01034954.1_FG001	23	33	1
OS09G0247700	KN538825.1_FG003	0	0	0
OS09G0248000	KN538825.1_FG008	81	73	1
OS09G0248100	KN538825.1_FG002	77	98	1
OS09G0248200	KN538825.1_FG006	98	98	1
OS09G0248300	KN538825.1_FG001	98	98	1
OS09G0248900	KN539730.1_FG009	73	93	1
OS09G0249000	KN538825.1_FG024	35	94	1
OS09G0249600	KN538825.1_FG018	90	34	1
OS09G0249900	KN538825.1_FG022	84	58	1
OS09G0250700	KN540227.1_FG004	93	71	1
OS09G0250800	KN540227.1_FG003	70	99	1
OS09G0251100	KN540841.1_FG001	83	80	1
OS09G0251800	KN540841.1_FG002	99	99	1
OS09G0252000	KN538769.1_FG030	87	83	1
OS09G0252100	KN538769.1_FG010	27	100	1
OS09G0252100	KN538769.1_FG039	100	100	1
OS09G0253000	KN538769.1_FG012	78	47	1
OS09G0254600	KN538879.1_FG023	66	64	1
OS09G0255000	KN538769.1_FG011	93	99	1
OS09G0255200	KN538769.1_FG002	98	98	0
OS09G0255300	KN538769.1_FG011	87	70	1
OS09G0255400	KN540441.1_FG001	79	80	1
OS09G0255900	KN540441.1_FG002	79	96	1
OS09G0256100	KN538879.1_FG026	94	80	1
OS09G0256600	KN538879.1_FG023	95	40	1
OS09G0257000	KN538879.1_FG009	94	94	1
OS09G0257900	KN538879.1_FG004	90	95	1
OS09G0258000	KN538879.1_FG006	92	91	1
OS09G0258000	KN538879.1_FG022	69	94	1
OS09G0258500	KN538879.1_FG003	99	99	1
OS09G0258600	KN538879.1_FG010	99	99	1
OS09G0259500	KN538879.1_FG007	50	81	1
OS09G0260000	KN543256.1_FG002	53	99	1
OS09G0260200	KN542235.1_FG001	1	2	1
OS09G0260200	KN543256.1_FG001	5	9	1
OS09G0261100	KN538982.1_FG008	58	45	1
OS09G0261400	KN538982.1_FG011	9	1	0
OS09G0262000	KN538982.1_FG004	69	68	0
OS09G0263933	KN539251.1_FG006	38	43	0
OS09G0264051	KN538982.1_FG010	98	99	1
OS09G0264400	KN538982.1_FG002	94	93	1
OS09G0266100	KN540890.1_FG001	27	27	0
OS09G0266400	KN540056.1_FG001	94	98	1
OS09G0267300	KN538980.1_FG009	79	94	1
OS09G0267400	KN538980.1_FG006	71	100	1
OS09G0267500	KN538980.1_FG003	93	99	1
OS09G0267600	KN538980.1_FG008	74	100	1
OS09G0268000	KN538786.1_FG010	59	63	0
OS09G0268100	KN540488.1_FG003	38	41	0
OS09G0270900	KN538980.1_FG002	70	98	1
OS09G0271100	KN540908.1_FG001	86	81	1
OS09G0272000	KN541147.1_FG001	54	76	1
OS09G0272300	AMDW01039010.1_FG001	46	100	1
OS09G0272500	AMDW01033741.1_FG001	27	94	1
OS09G0272600	KN543036.1_FG002	99	99	1
OS09G0272900	KN541856.1_FG001	82	100	1
OS09G0273800	KN541763.1_FG001	96	99	1
OS09G0273800	KN543990.1_FG001	93	99	1
OS09G0275200	AMDW01020936.1_FG001	51	98	1
OS09G0275200	KN541117.1_FG002	51	98	1
OS09G0275400	KN540950.1_FG001	82	92	1
OS09G0277800	AMDW01037119.1_FG001	24	100	1
OS09G0277800	KN541790.1_FG001	90	88	1
OS09G0277800	KN543760.1_FG001	93	83	1
OS09G0278300	AMDW01028550.1_FG001	4	75	1
OS09G0278300	KN540934.1_FG002	31	45	1
OS09G0279000	KN540934.1_FG001	74	95	0
OS09G0279100	KN539565.1_FG007	90	43	1
OS09G0279200	KN539565.1_FG005	62	99	1
OS09G0279300	KN539565.1_FG002	98	98	1
OS09G0279400	KN539565.1_FG008	94	95	1
OS09G0279500	KN539565.1_FG010	79	94	1
OS09G0279600	KN539565.1_FG001	57	91	1
OS09G0279600	KN541124.1_FG002	26	99	1
OS09G0280300	KN539565.1_FG003	79	86	0
OS09G0280500	KN539565.1_FG004	92	92	1
OS09G0280600	KN539565.1_FG009	71	70	0
OS09G0281300	KN539571.1_FG002	81	97	1
OS09G0281600	KN539571.1_FG005	69	33	1
OS09G0281700	AMDW01039908.1_FG001	27	44	0
OS09G0281800	KN539571.1_FG003	51	84	1
OS09G0281900	KN539571.1_FG006	90	97	1
OS09G0282100	KN539571.1_FG001	6	5	0
OS09G0282300	KN539571.1_FG001	99	99	0
OS09G0282701	KN540374.1_FG003	95	53	1
OS09G0284200	KN539578.1_FG006	82	81	1
OS09G0284400	KN539578.1_FG001	82	84	1
OS09G0284600	AMDW01031388.1_FG001	0	0	1
OS09G0284600	KN539578.1_FG010	69	34	1
OS09G0286400	KN538880.1_FG014	69	83	1
OS09G0287300	KN538880.1_FG001	60	30	1
OS09G0287300	KN538880.1_FG013	60	43	1
OS09G0293400	KN538965.1_FG007	100	100	1
OS09G0293500	KN538965.1_FG002	80	100	1
OS09G0293900	KN538965.1_FG005	90	89	1
OS09G0294000	KN538965.1_FG008	95	92	1
OS09G0294300	KN538965.1_FG004	79	92	1
OS09G0296400	KN538965.1_FG006	53	83	0
OS09G0296700	KN538965.1_FG010	69	83	1
OS09G0296800	KN541326.1_FG001	51	100	1
OS09G0297000	KN541326.1_FG004	94	43	1
OS09G0297100	KN541326.1_FG003	89	66	0
OS09G0297200	KN539267.1_FG007	28	57	1
OS09G0297400	AMDW01040327.1_FG001	32	100	1
OS09G0297800	KN540259.1_FG002	51	86	1
OS09G0298100	KN540259.1_FG006	85	99	1
OS09G0298200	KN540259.1_FG004	90	90	1
OS09G0298400	KN540259.1_FG003	61	100	1
OS09G0298500	KN540259.1_FG001	98	99	1
OS09G0298700	KN541138.1_FG002	87	98	1
OS09G0299000	KN541138.1_FG001	33	20	0
OS09G0299300	KN540408.1_FG002	62	28	1
OS09G0299400	KN540408.1_FG005	50	93	1
OS09G0299500	KN540408.1_FG004	95	37	0
OS09G0300800	KN541171.1_FG001	86	88	1
OS09G0301800	KN542387.1_FG002	75	94	1
OS09G0304400	KN540198.1_FG001	85	24	0
OS09G0306400	KN540320.1_FG003	99	99	1
OS09G0306500	KN539053.1_FG001	100	39	1
OS09G0306700	KN539053.1_FG006	59	88	1
OS09G0306800	KN539053.1_FG003	81	82	0
OS09G0307300	KN539053.1_FG005	89	97	1
OS09G0307800	KN539053.1_FG002	54	89	1
OS09G0308900	KN541915.1_FG001	100	96	1
OS09G0309100	KN541915.1_FG002	99	99	1
OS09G0309200	KN541120.1_FG001	77	98	1
OS09G0309700	KN541120.1_FG002	96	97	1
OS09G0314200	KN540857.1_FG002	95	88	1
OS09G0314200	KN544802.1_FG001	41	84	1
OS09G0314300	KN540857.1_FG003	99	99	1
OS09G0314333	KN540857.1_FG004	99	99	1
OS09G0314400	KN540857.1_FG001	72	80	1
OS09G0314500	AMDW01058343.1_FG001	26	81	1
OS09G0314800	KN538793.1_FG015	65	40	1
OS09G0314900	KN538793.1_FG006	96	96	1
OS09G0315000	KN538793.1_FG002	57	89	1
OS09G0315050	KN538793.1_FG013	99	29	1
OS09G0315100	KN538793.1_FG013	7	1	1
OS09G0315700	AMDW01030459.1_FG001	9	100	1
OS09G0315700	AMDW01039770.1_FG001	24	97	1
